cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
n16,6,10,1,7,4,9,7,0,5,2,2,2,10,0,5,7,8,10,8,1,6,7,10,8,1,8,0,2,0,7
n15,6,10,1,7,0,9,7,0,5,2,2,2,10,8,5,7,8,10,8,1,6,7,10,8,1,0,0,2,0,7
n18,6,10,1,7,0,3,7,0,5,2,2,2,10,8,5,7,8,10,8,1,6,7,10,8,1,0,2,2,0,7
n17,6,10,1,7,0,3,7,0,5,2,2,2,10,0,5,7,8,10,8,1,6,7,10,8,1,0,2,2,0,7
n22,6,10,1,0,0,0,2,0,5,2,10,2,10,9,5,7,8,10,8,0,6,7,10,8,2,0,0,2,8,7
n21,6,10,1,0,0,6,4,0,5,2,10,2,10,9,5,7,8,10,8,0,6,7,10,8,2,0,0,2,8,7
n24,6,10,1,0,8,10,3,0,5,2,0,2,10,9,5,7,8,10,8,0,6,7,10,8,2,0,1,2,6,7
n23,6,10,1,0,0,10,0,0,5,2,0,2,10,9,5,7,8,10,8,8,6,7,10,8,2,0,1,2,0,7
n30,6,10,1,0,0,8,0,0,7,2,1,2,10,0,5,7,8,10,8,2,6,6,10,8,4,0,1,0,0,7
n29,6,10,1,0,0,8,0,0,7,2,1,2,10,0,5,7,8,10,8,0,6,0,10,8,4,6,1,0,7,7
n32,6,10,1,6,0,8,0,0,0,2,1,2,10,0,5,7,8,10,8,5,6,9,10,8,4,10,1,1,0,7
n31,6,10,1,6,0,8,0,0,0,2,1,2,10,5,5,7,8,10,8,5,6,0,10,8,4,0,1,0,0,7
n36,6,10,1,7,9,1,0,10,0,2,7,2,10,0,5,7,8,10,8,10,6,3,10,8,4,6,5,0,0,7
n35,6,10,1,7,9,1,0,10,0,2,0,2,10,0,5,7,8,10,8,10,6,0,10,8,4,6,0,4,0,7
n38,6,10,1,4,9,1,0,10,0,2,0,2,10,2,5,7,8,10,8,0,6,9,10,8,4,6,0,10,3,7
n37,6,10,1,4,9,1,7,10,0,2,0,2,10,2,5,7,8,10,8,0,6,9,10,8,4,6,0,1,3,7
n46,6,0,1,5,3,0,1,2,0,2,9,2,10,0,3,5,8,10,8,1,6,1,10,8,0,9,0,10,0,7
n45,6,9,1,5,3,0,1,2,6,2,9,2,10,0,3,5,8,10,8,1,6,10,10,8,0,9,0,0,0,7
n48,6,0,1,5,3,5,0,2,0,2,0,2,10,0,3,5,8,10,8,1,6,0,10,8,1,8,0,5,0,7
n47,6,4,1,5,3,5,0,2,0,2,0,2,10,0,3,5,8,10,8,1,6,0,10,8,5,0,0,5,8,7
n52,6,9,1,5,2,10,0,9,0,2,7,2,10,0,3,5,8,10,8,1,6,9,10,8,0,0,0,5,10,7
n51,6,9,1,5,2,10,0,9,1,2,7,2,10,0,3,5,8,10,8,1,6,9,10,8,0,0,0,5,10,7
n54,6,9,1,5,8,10,0,9,0,2,7,2,10,0,3,5,8,10,8,1,6,9,10,8,3,4,0,4,10,7
n53,6,9,1,5,8,10,0,9,0,2,7,2,10,4,3,5,8,10,8,1,6,9,10,8,0,4,0,0,10,7
n60,6,10,1,6,0,8,0,2,8,2,3,2,10,8,3,5,8,10,8,2,6,6,10,8,7,1,7,0,2,7
n59,6,10,1,0,0,8,0,2,0,2,0,2,10,8,3,5,8,10,8,2,6,6,10,8,7,1,7,0,2,7
n62,6,10,1,0,0,8,9,2,0,2,1,2,10,0,3,5,8,10,8,2,6,6,10,8,7,10,1,0,2,7
n61,6,10,1,7,0,8,5,2,0,2,1,2,10,0,3,5,8,10,8,2,6,6,10,8,7,10,0,0,2,7
n66,6,5,1,6,0,8,3,2,0,2,8,2,10,7,3,5,8,10,8,8,6,6,10,8,7,0,0,0,2,7
n65,6,5,1,0,0,8,3,2,0,2,0,2,10,0,3,5,8,10,8,8,6,6,10,8,7,3,5,0,2,7
n68,6,5,1,0,0,0,0,2,0,2,0,2,10,0,3,5,8,10,8,8,6,6,10,8,7,0,9,0,2,7
n67,6,5,1,0,0,0,0,2,0,2,0,2,10,0,3,5,8,10,8,8,6,6,10,8,7,0,0,8,2,7
n78,6,0,1,0,6,0,0,4,9,2,4,2,10,0,3,8,8,10,8,6,6,9,10,0,0,4,0,2,3,0
n77,6,0,1,0,6,0,0,4,9,2,4,2,10,0,3,8,8,10,8,0,6,9,10,0,8,4,0,2,3,0
n80,6,0,1,4,6,6,1,6,7,2,4,2,10,0,3,8,8,10,8,8,6,9,10,3,0,0,0,2,0,0
n79,6,0,1,4,6,6,1,6,0,2,4,2,10,0,3,8,8,10,8,8,6,9,10,3,0,0,0,2,0,8
n84,6,7,1,1,6,0,7,0,0,2,4,2,10,0,2,8,8,10,8,3,6,9,10,0,5,0,0,2,10,2
n83,6,7,1,1,6,9,7,0,0,2,4,2,10,0,2,8,8,10,8,3,6,9,10,0,5,0,0,2,10,2
n86,6,7,1,1,6,0,0,5,6,2,4,2,10,2,2,8,8,10,8,2,6,9,10,0,9,0,0,2,10,0
n85,6,7,1,1,6,0,0,5,0,2,4,2,10,2,2,8,8,10,8,0,6,9,10,0,9,0,0,2,10,0
n92,6,2,1,8,9,7,0,2,3,2,4,2,10,0,0,8,8,10,8,0,6,9,10,0,3,6,0,2,4,0
n91,6,0,1,8,9,7,8,0,3,2,4,2,10,8,0,8,8,10,8,0,6,9,10,0,3,6,0,2,8,0
n94,6,3,1,0,0,7,2,3,3,2,4,2,10,0,0,8,8,10,8,0,6,9,10,0,3,0,0,2,8,8
n93,6,0,1,0,0,7,2,0,3,2,4,2,10,0,0,8,8,10,8,10,6,9,10,0,3,0,1,2,0,8
n98,6,1,1,10,0,7,0,0,0,2,4,2,10,0,0,8,8,10,8,8,6,9,10,10,6,0,0,2,0,0
