cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90
n16,7,2,8,3,10,9,0,1,10,5,7,2,4,0,0,0,4,5,5,0,8,3,5,6,4,10,3,8,3,5,8,4,0,7,8,10,2,10,0,1,6,10,7,4,4,4,0,3,8,4,3,7,6,0,7,8,0,6,4,7,6,2,5,10,5,2,1,0,0,4,2,10,4,5,0,3,1,1,4,2,3,0,1,8,5,7,2,5,4,0
n15,7,2,8,3,10,0,0,1,10,5,7,2,4,0,0,0,4,5,5,0,8,3,5,6,4,10,3,8,3,5,8,4,0,0,8,10,2,10,0,1,1,10,7,0,0,4,0,3,8,4,3,7,6,1,7,8,0,6,4,7,6,2,5,10,5,2,1,0,0,4,2,10,0,5,0,3,1,1,4,2,3,0,1,8,5,7,2,5,4,0
n18,7,2,8,3,10,0,1,1,10,5,7,4,4,0,2,0,4,5,5,0,8,3,5,6,4,10,3,8,3,5,8,4,0,7,8,10,2,10,7,1,0,10,7,8,0,4,2,3,8,4,3,0,6,0,7,8,0,6,4,7,6,2,5,10,5,2,1,0,8,4,2,10,0,5,7,3,1,1,4,2,3,0,1,8,5,0,2,5,4,0
n17,7,2,8,3,10,0,0,1,10,5,7,4,4,0,2,0,4,5,5,0,8,3,5,6,4,10,3,8,3,5,8,4,0,0,8,10,2,10,7,1,0,10,7,8,8,4,2,3,8,4,3,8,6,0,7,8,0,6,4,7,6,2,5,10,5,2,1,0,8,4,2,10,0,5,0,3,1,1,4,2,3,6,1,8,5,0,2,5,4,0
n22,7,2,8,3,10,10,0,1,10,5,7,4,4,0,0,0,4,5,5,0,8,3,5,6,4,10,3,8,3,5,0,4,0,4,8,2,2,10,0,1,0,10,7,0,9,4,4,3,8,4,3,1,6,10,7,8,7,6,4,7,6,2,5,10,5,2,1,0,4,4,2,0,0,5,0,3,1,1,4,2,3,0,9,8,5,0,2,5,4,0
n21,7,2,8,3,10,10,0,1,10,5,7,4,4,3,0,0,4,5,5,0,8,3,5,6,4,10,3,8,3,5,0,4,4,4,8,0,2,10,0,1,0,10,7,0,9,4,0,3,8,4,3,1,6,10,7,8,7,6,4,7,6,2,5,10,5,2,1,0,4,4,2,0,0,5,0,3,1,1,4,2,3,0,9,8,5,0,2,5,4,9
n24,7,2,8,3,10,10,0,1,10,5,7,4,4,2,7,8,4,5,5,10,8,3,5,6,4,10,3,8,3,5,8,4,0,4,8,10,2,10,0,1,0,10,7,0,9,4,0,3,8,4,3,0,6,10,7,8,0,6,4,7,6,2,5,10,5,2,1,1,5,4,2,0,9,5,0,3,1,1,4,2,3,4,9,8,5,0,2,5,4,1
n23,7,2,8,3,10,10,0,1,10,5,7,4,4,2,7,8,4,5,5,0,8,3,5,6,4,10,3,8,3,5,7,4,2,4,8,10,2,10,0,1,0,10,7,0,9,4,0,3,8,4,3,0,6,10,7,8,0,6,4,7,6,2,5,10,5,2,1,0,0,4,2,0,9,5,0,3,1,1,4,2,3,4,9,8,5,9,2,5,4,0
n30,7,2,8,3,10,5,0,1,10,5,7,0,4,0,0,0,4,5,5,5,8,3,5,6,4,0,3,8,3,5,4,4,2,4,8,4,2,10,6,1,0,10,7,4,0,4,5,3,0,4,3,0,9,0,7,8,0,6,4,7,6,2,5,10,5,2,1,6,0,4,2,1,8,5,0,3,1,1,4,2,0,0,2,8,5,3,2,5,4,7
n29,7,2,8,3,10,5,0,1,10,5,7,0,4,0,3,5,4,5,5,5,8,3,5,6,4,0,3,8,3,5,0,4,2,4,8,4,2,10,6,1,0,10,7,4,0,4,5,3,5,4,3,0,9,0,7,8,10,6,4,7,6,2,5,10,5,2,1,6,6,4,2,0,8,5,0,3,1,1,4,2,0,0,2,8,5,3,2,5,4,7
n32,7,2,8,3,10,5,2,1,10,5,7,0,4,2,0,4,4,5,5,10,8,3,5,6,4,0,3,8,3,5,0,4,2,4,8,2,2,10,3,1,8,10,7,4,0,4,5,3,8,4,3,0,0,8,7,8,0,6,4,7,6,2,5,10,5,2,1,6,0,4,2,9,8,5,0,3,1,1,4,2,0,0,2,8,5,3,2,5,4,7
n31,7,2,8,3,10,5,2,1,10,5,7,0,4,1,0,0,4,5,5,10,8,3,5,6,4,2,3,8,3,5,0,4,2,4,8,0,2,10,3,1,0,10,7,4,0,4,5,3,0,4,3,0,4,8,7,8,7,6,4,7,6,2,5,10,5,2,1,6,0,4,2,9,8,5,6,3,1,1,4,2,0,0,2,8,5,3,2,5,4,7
n36,7,2,8,3,10,5,0,1,10,5,7,0,4,0,2,0,4,5,5,10,8,3,5,6,4,2,3,8,3,5,0,4,2,4,8,10,2,10,10,1,1,10,7,0,2,4,2,3,0,4,3,3,0,0,7,8,0,6,4,7,6,2,5,10,5,2,1,6,1,4,2,5,1,5,4,3,1,1,4,2,0,2,2,8,5,0,2,5,4,0
n35,7,2,8,3,10,5,0,1,10,5,7,1,4,0,2,0,4,5,5,10,8,3,5,6,4,0,3,8,3,5,0,4,2,4,8,8,2,10,10,1,0,10,7,0,2,4,0,3,1,4,3,3,0,0,7,8,0,6,4,7,6,2,5,10,5,2,1,6,0,4,2,5,0,5,4,3,1,1,4,2,0,2,2,8,5,0,2,5,4,0
n38,7,2,8,3,10,5,0,1,10,5,7,0,4,0,0,0,4,5,5,8,8,3,5,6,4,0,3,8,3,5,1,4,2,4,8,0,2,10,10,1,10,10,7,0,2,4,7,3,0,4,3,3,0,0,7,8,0,6,4,7,6,2,5,10,5,2,1,6,0,4,2,5,0,5,4,3,1,1,4,2,0,10,2,8,5,7,2,5,4,4
n37,7,2,8,3,10,5,0,1,10,5,7,0,4,0,0,0,4,5,5,0,8,3,5,6,4,0,3,8,3,5,4,4,2,4,8,3,2,10,10,1,0,10,7,0,2,4,7,3,0,4,3,3,0,0,7,8,6,6,4,7,6,2,5,10,5,2,1,6,0,4,2,5,0,5,4,3,1,1,4,2,0,0,2,8,5,7,2,5,4,4
n46,7,2,8,3,10,4,7,1,10,5,7,4,4,0,0,0,4,5,5,3,8,3,5,3,4,0,1,8,3,5,5,4,8,1,8,10,2,10,1,1,0,10,7,5,0,0,0,3,2,4,0,4,2,7,7,8,0,6,4,7,6,2,5,10,5,2,1,0,8,4,2,5,0,5,7,3,1,1,4,0,0,0,9,8,5,10,2,5,4,9
n45,7,2,8,3,10,4,7,1,10,5,7,4,4,0,0,0,4,5,5,0,8,3,5,3,4,0,0,8,3,5,5,4,8,1,8,10,2,10,1,1,0,10,7,5,0,0,0,3,0,4,0,4,2,7,7,8,0,6,4,7,6,2,5,10,5,2,1,0,8,4,2,0,0,5,7,3,1,1,4,0,0,0,9,8,5,10,2,5,4,0
n48,7,2,8,3,10,4,7,1,10,5,7,4,4,0,0,0,4,5,5,6,8,3,5,3,4,0,0,8,3,5,0,4,8,1,8,10,2,10,1,1,0,10,7,0,0,0,9,3,2,4,3,4,2,7,7,8,8,6,4,7,6,2,5,10,5,2,1,3,8,4,2,0,0,5,7,3,1,1,4,9,0,0,9,8,5,10,2,5,4,0
n47,7,2,8,3,10,4,7,1,10,5,7,4,4,4,9,0,4,5,5,6,8,3,5,3,4,0,0,8,3,5,0,4,8,1,8,10,2,10,1,1,0,10,7,0,0,0,9,3,0,4,3,4,2,7,7,8,8,6,4,7,6,2,5,10,5,2,1,0,8,4,2,0,0,5,7,3,1,1,4,9,9,0,9,8,5,10,2,5,4,0
n52,7,2,8,3,10,4,0,1,10,5,7,4,4,0,0,0,4,5,5,4,8,3,5,3,4,3,0,8,3,5,0,4,8,1,8,0,2,10,1,1,4,10,7,10,4,5,3,3,0,4,0,0,6,4,7,8,0,6,4,7,6,2,5,10,5,2,1,7,8,4,2,4,4,5,7,3,1,1,4,0,0,0,9,8,5,10,2,5,4,3
n51,7,2,8,3,10,4,0,1,10,5,7,4,4,0,0,0,4,5,5,4,8,3,5,3,4,3,0,8,3,5,0,4,8,1,8,0,2,10,1,1,0,10,7,10,0,5,3,3,0,4,0,0,6,0,7,8,0,6,4,7,6,2,5,10,5,2,1,7,8,4,2,0,0,5,7,3,1,1,4,0,0,0,9,8,5,10,2,5,4,3
n54,7,2,8,3,10,4,0,1,10,5,7,4,4,0,0,5,4,5,5,0,8,3,5,3,4,0,5,8,3,5,1,4,8,1,8,0,2,10,1,1,2,10,7,0,8,5,1,3,0,4,5,0,6,0,7,8,9,6,4,7,6,2,5,10,5,2,1,0,8,4,2,0,8,5,7,3,1,1,4,0,0,0,9,8,5,10,2,5,4,3
n53,7,2,8,3,10,4,0,1,10,5,7,4,4,0,0,5,4,5,5,7,8,3,5,3,4,0,5,8,3,5,0,4,8,1,8,0,2,10,1,1,0,10,7,0,8,5,1,3,0,4,5,2,6,0,7,8,4,6,4,7,6,2,5,10,5,2,1,0,8,4,2,0,0,5,7,3,1,1,4,1,0,0,9,8,5,10,2,5,4,3
