cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50
n16,4,7,0,0,5,0,1,0,3,9,5,6,0,3,10,5,9,10,5,4,5,7,0,0,6,9,1,4,10,10,9,2,6,8,6,3,9,5,7,5,6,1,7,6,0,5,5,2,2,1
n15,4,7,0,0,5,0,1,0,3,9,5,6,0,3,10,5,9,10,5,4,5,7,0,0,6,9,1,4,10,10,9,2,6,8,6,3,9,5,7,5,6,1,7,6,0,5,5,2,2,1
n18,4,7,0,0,5,0,1,0,3,9,5,6,0,3,10,5,9,10,5,4,5,7,0,0,6,9,1,4,0,10,9,2,6,8,6,3,3,5,7,5,6,1,7,6,7,5,5,2,2,1
n17,4,7,0,0,5,0,1,0,3,9,5,6,10,3,10,5,9,10,5,4,5,7,0,4,6,9,1,4,0,10,9,2,6,8,6,3,0,5,7,5,6,1,7,6,7,5,5,2,2,1
n22,4,7,0,0,5,6,1,5,3,9,5,6,0,3,10,5,9,10,5,4,5,7,0,0,6,9,1,4,3,10,9,2,6,8,6,3,0,5,7,5,6,1,7,6,7,5,5,2,2,1
n21,4,7,6,0,5,6,1,0,3,9,5,6,2,3,10,5,9,10,5,4,5,7,0,0,6,9,1,4,3,10,9,2,6,8,6,3,0,5,7,5,6,1,7,6,0,5,5,2,2,1
n24,4,7,0,3,5,0,1,0,3,9,5,6,8,3,10,5,9,10,5,4,5,7,5,0,6,9,1,4,3,10,9,2,6,8,6,3,2,5,7,5,6,1,7,6,0,5,5,2,2,1
n23,4,7,0,3,5,0,1,0,3,9,5,6,0,3,10,5,9,10,5,4,5,7,0,0,6,9,1,4,3,10,9,2,6,8,6,3,2,5,7,5,6,1,7,6,0,5,5,2,2,1
n30,4,7,3,0,5,0,1,3,3,9,5,6,8,3,10,5,9,10,5,4,5,7,0,3,5,9,1,4,0,10,9,0,6,8,5,3,7,5,7,5,6,1,7,6,0,5,5,2,2,4
n29,4,7,0,0,5,0,1,3,3,9,5,6,8,3,10,5,9,10,5,4,5,7,0,0,5,9,1,4,0,10,9,0,6,8,5,3,7,5,7,5,6,1,7,6,0,5,5,2,2,0
n32,4,7,1,0,5,8,1,3,3,9,5,6,0,3,10,5,9,10,5,4,5,7,0,3,7,9,1,4,0,10,9,3,6,8,5,3,7,5,7,5,6,1,7,6,0,5,5,2,2,0
n31,4,7,1,0,5,8,1,3,3,9,5,6,0,3,10,5,9,10,5,4,5,7,0,0,7,9,1,4,0,10,9,3,6,8,5,3,7,5,7,5,6,1,7,6,0,5,5,2,2,5
n36,4,7,7,0,5,0,1,3,3,9,5,6,0,3,10,5,9,10,5,4,5,7,0,0,0,9,1,4,0,10,9,7,6,8,0,3,7,5,7,5,6,1,7,6,0,5,5,2,2,9
n35,4,7,7,0,5,0,1,3,3,9,5,6,0,3,10,5,9,10,5,4,5,7,0,0,0,9,1,4,0,10,9,7,6,8,0,3,7,5,7,5,6,1,7,6,0,5,5,2,2,9
n38,4,7,0,0,5,0,1,3,3,9,5,6,0,3,10,5,9,10,5,4,5,7,0,0,0,9,1,4,3,10,9,0,6,8,0,3,7,5,7,5,6,1,7,6,6,5,5,2,2,9
n37,4,7,0,0,5,0,1,3,3,9,5,6,0,3,10,5,9,10,5,4,5,7,0,0,0,9,1,4,0,10,9,0,6,8,0,3,7,5,7,5,6,1,7,6,6,5,5,2,2,9
n46,4,7,0,4,5,0,1,0,3,9,5,6,0,3,10,5,9,10,5,4,5,7,0,2,10,9,1,4,10,10,9,7,6,8,3,3,6,5,7,5,0,1,7,6,5,3,5,2,2,3
n45,4,7,0,4,5,0,1,8,3,9,5,6,0,3,10,5,9,10,5,4,5,7,4,0,10,9,1,4,10,10,9,7,6,8,3,3,6,5,7,5,7,1,7,6,5,3,5,2,2,3
n48,4,7,0,4,5,0,1,0,3,9,5,6,0,3,10,5,9,10,5,4,5,7,0,0,10,9,1,4,10,10,9,7,6,8,3,3,6,5,7,5,0,1,7,6,5,3,5,2,2,3
n47,4,7,0,4,5,2,1,0,3,9,5,6,0,3,10,5,9,10,5,4,5,7,0,0,10,9,1,4,10,10,9,7,6,8,3,3,6,5,7,5,10,1,7,6,5,3,5,2,2,3
