cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
n16,9,1,0,6,2,9,1,7,0,10,9,0,1,4,10,3,5,2,10,8,1,7,5,10,8,10,8,7,8,5
n15,9,1,0,6,2,9,1,7,0,10,9,0,1,4,10,3,5,2,10,8,1,7,5,10,8,10,8,7,0,5
n18,9,1,8,6,2,9,1,7,0,10,9,0,1,4,10,3,0,2,10,8,1,0,5,10,8,10,0,7,0,5
n17,9,1,8,6,2,9,1,7,0,10,9,0,1,4,10,3,0,2,10,8,1,4,5,10,8,10,0,7,0,5
n22,9,1,0,6,2,9,1,7,0,10,9,4,1,4,10,3,0,2,10,8,1,0,8,10,8,10,1,7,0,5
n21,9,1,0,6,2,9,1,7,0,10,9,4,1,4,10,3,0,2,10,8,1,0,8,10,8,10,0,7,0,5
n24,9,1,0,6,2,9,1,7,7,10,9,4,1,4,10,3,0,2,10,8,1,0,7,10,8,10,0,7,0,5
n23,9,1,0,6,2,9,1,7,0,10,9,4,1,4,10,3,0,2,10,8,1,0,7,10,8,10,0,7,7,5
n30,9,1,0,6,2,9,1,7,0,0,9,7,1,4,10,3,5,2,10,8,1,7,6,10,8,10,7,7,8,5
n29,9,1,0,6,2,9,1,7,0,10,9,7,1,4,10,3,5,2,10,8,1,7,6,10,8,10,7,7,0,5
n32,9,1,0,6,2,9,1,7,0,0,9,7,1,4,10,3,5,2,10,8,1,7,6,10,8,10,7,7,7,5
n31,9,1,2,6,2,9,1,7,0,0,9,7,1,4,10,3,5,2,10,8,1,7,6,10,8,10,7,7,0,5
n36,9,1,0,6,2,9,1,7,8,0,9,7,1,4,10,3,5,2,10,8,1,6,4,10,8,10,7,7,3,5
n35,9,1,0,6,2,9,1,7,8,0,9,7,1,4,10,3,5,2,10,8,1,6,4,10,8,10,7,7,3,5
n38,9,1,0,6,2,9,1,7,0,0,9,7,1,4,10,3,5,2,10,8,1,6,4,10,8,10,7,7,3,5
n37,9,1,0,6,2,9,1,7,0,0,9,7,1,4,10,3,5,2,10,8,1,6,4,10,8,10,7,7,3,5
n46,9,1,5,6,2,9,1,7,8,4,9,10,2,4,10,3,7,0,2,8,1,0,8,10,10,6,3,7,10,5
n45,9,1,5,6,2,9,1,7,8,4,9,10,2,4,10,3,7,0,2,8,1,0,8,10,10,6,0,7,10,5
n48,9,1,5,6,2,9,1,7,0,4,9,10,2,4,10,3,0,4,2,8,1,3,8,10,10,6,0,7,10,5
n47,9,1,5,6,2,9,1,7,0,4,9,10,2,4,10,3,0,4,2,8,1,3,8,10,10,6,0,7,10,5
n52,9,1,5,6,2,9,1,7,0,6,9,10,2,4,10,3,0,9,2,8,1,0,8,10,10,6,8,7,10,5
n51,9,1,5,6,2,9,1,7,0,6,9,10,2,4,10,3,0,9,2,8,1,0,8,10,10,6,8,7,10,5
n54,9,1,5,6,2,9,1,7,0,6,9,10,2,4,10,3,9,9,2,8,1,0,8,10,10,6,8,7,10,5
n53,9,1,5,6,2,9,1,7,0,6,9,10,2,4,10,3,0,9,2,8,1,7,8,10,10,6,8,7,10,5
n60,9,1,0,6,2,9,1,7,0,0,9,0,6,4,10,3,7,0,2,8,1,6,0,10,0,6,8,7,0,5
n59,9,1,0,6,2,9,1,7,0,0,9,2,6,4,10,3,7,1,2,8,1,0,0,10,3,6,0,7,0,5
n62,9,1,7,6,2,9,1,7,0,5,9,0,0,4,10,3,7,7,2,8,1,0,0,10,0,6,5,7,10,5
n61,9,1,0,6,2,9,1,7,0,0,9,0,0,4,10,3,7,0,2,8,1,0,0,10,0,6,5,7,10,5
n66,9,1,8,6,2,9,1,7,1,0,9,0,0,4,10,3,7,9,2,8,1,0,0,10,0,6,6,7,0,5
n65,9,1,8,6,2,9,1,7,1,0,9,0,8,4,10,3,7,9,2,8,1,0,0,10,0,6,6,7,0,5
n68,9,1,0,6,2,9,1,7,2,0,9,0,6,4,10,3,7,9,2,8,1,0,0,10,0,6,6,7,1,5
n67,9,1,0,6,2,9,1,7,0,0,9,0,6,4,10,3,7,9,2,8,1,0,0,10,0,6,6,7,0,5
n78,9,1,0,6,2,4,1,7,10,9,9,0,6,4,10,3,5,8,6,8,1,3,0,10,2,8,2,7,7,5
n77,9,1,0,6,2,9,1,7,10,9,9,10,6,4,10,3,5,8,6,8,1,3,0,10,2,8,2,7,7,5
n80,9,1,0,6,2,2,1,7,10,9,9,10,6,4,10,3,5,8,6,8,1,3,0,10,2,8,2,7,7,5
n79,9,1,5,6,2,0,1,7,10,9,9,0,6,4,10,3,5,8,0,8,1,3,0,10,2,8,2,7,7,5
n84,9,1,0,6,2,9,1,7,10,9,9,9,6,4,10,3,5,8,0,8,1,3,8,10,2,8,2,7,7,5
n83,9,1,0,6,2,0,1,7,10,9,9,9,6,4,10,3,5,8,0,8,1,3,8,10,2,8,2,7,7,5
n86,9,1,0,6,2,0,1,7,10,9,9,9,6,4,10,3,5,8,0,8,1,3,0,10,2,8,2,7,7,5
n85,9,1,0,6,2,0,1,7,10,9,9,9,6,4,10,3,5,8,0,8,1,3,0,10,2,8,2,7,7,5
n92,9,1,9,6,2,8,1,7,9,0,9,0,6,4,10,3,5,4,1,8,1,3,10,10,0,8,2,7,7,5
n91,9,1,9,6,2,0,1,7,9,0,9,0,6,4,10,3,5,4,1,8,1,3,0,10,0,8,2,7,7,5
n94,9,1,9,6,2,0,1,7,9,0,9,6,6,4,10,3,6,4,0,8,1,3,0,10,4,8,2,7,7,5
n93,9,1,9,6,2,0,1,7,9,0,9,6,6,4,10,3,6,4,0,8,1,3,0,10,9,8,2,7,7,5
n98,9,1,9,6,2,0,1,7,0,0,9,0,6,4,10,3,9,3,3,8,1,3,0,10,0,8,2,7,7,5
n97,9,1,9,6,2,5,1,7,0,0,9,0,6,4,10,3,0,3,0,8,1,3,4,10,0,8,2,7,7,5
n100,9,1,9,6,2,0,1,7,0,0,9,4,6,4,10,3,0,3,4,8,1,3,0,10,0,8,2,7,7,5
n99,9,1,9,6,2,0,1,7,0,0,9,4,6,4,10,3,0,3,0,8,1,3,0,10,0,8,2,7,7,5
n108,9,1,9,6,2,7,1,7,2,0,9,0,6,4,10,3,0,4,0,8,1,3,5,10,3,8,2,7,7,5
n107,9,1,9,6,2,7,1,7,2,3,9,0,6,4,10,3,1,4,1,8,1,3,5,10,3,8,2,7,7,5
n110,9,1,9,6,2,7,1,7,9,0,9,0,6,4,10,3,0,4,0,8,1,3,5,10,3,8,2,7,7,5
n109,9,1,9,6,2,7,1,7,9,0,9,10,6,4,10,3,0,4,0,8,1,3,5,10,3,8,2,7,7,5
n114,9,1,9,6,2,7,1,7,1,4,9,1,6,4,10,3,0,4,0,8,1,3,5,10,3,8,2,7,7,5
n113,9,1,9,6,2,7,1,7,1,0,9,1,6,4,10,3,0,4,0,8,1,3,5,10,3,8,2,7,7,5
n116,9,1,9,6,2,7,1,7,1,1,9,0,6,4,10,3,7,4,0,8,1,3,5,10,3,8,2,7,7,5
n115,9,1,9,6,2,7,1,7,1,1,9,0,6,4,10,3,7,4,0,8,1,3,5,10,3,8,2,7,7,5
n122,9,1,9,6,2,5,1,7,4,0,9,6,6,4,10,3,6,4,3,8,1,3,5,10,3,8,2,7,7,5
n121,9,1,9,6,2,5,1,7,4,0,9,6,6,4,10,3,6,4,3,8,1,3,5,10,3,8,2,7,7,5
n124,9,1,9,6,2,0,1,7,4,4,9,6,6,4,10,3,6,4,3,8,1,3,5,10,3,8,2,7,7,5
n123,9,1,9,6,2,0,1,7,4,4,9,6,6,4,10,3,6,4,3,8,1,3,5,10,3,8,2,7,7,5
n128,9,1,9,6,2,0,1,7,4,1,9,0,6,4,10,3,0,4,3,8,1,3,5,10,3,8,2,7,7,5
n127,9,1,9,6,2,3,1,7,5,1,9,0,6,4,10,3,0,4,3,8,1,3,5,10,3,8,2,7,7,5
n130,9,1,9,6,2,0,1,7,4,1,9,0,6,4,10,3,0,4,3,8,1,3,5,10,3,8,2,7,7,5
n129,9,1,9,6,2,0,1,7,4,1,9,0,6,4,10,3,0,4,3,8,1,3,5,10,3,8,2,7,7,5
n142,9,1,0,6,2,0,1,7,9,1,9,2,9,4,10,3,1,8,0,0,1,0,9,10,0,2,10,7,7,5
n141,9,1,0,6,2,0,1,7,9,1,9,2,9,4,10,3,1,8,0,0,1,0,9,10,0,2,10,7,7,5
n144,9,1,0,6,2,5,1,7,9,1,9,2,9,4,10,3,0,8,9,2,1,0,9,10,0,2,10,7,7,5
n143,9,1,0,6,2,5,1,7,9,1,9,2,9,4,10,3,0,8,10,0,1,3,9,10,0,2,10,7,7,5
n148,9,1,0,6,2,8,1,7,9,1,9,2,9,4,10,3,0,8,0,0,1,3,9,10,0,2,10,7,7,5
n147,9,1,0,6,2,8,1,7,9,1,9,2,9,4,10,3,0,8,0,0,1,3,9,10,0,2,10,7,7,5
n150,9,1,0,6,2,0,1,7,9,1,9,2,9,4,10,3,0,8,7,0,1,5,9,10,0,2,10,7,7,5
n149,9,1,0,6,2,0,1,7,9,1,9,2,9,4,10,3,0,8,7,9,1,5,9,10,0,2,10,7,7,5
n156,9,1,8,6,2,2,1,7,0,1,9,2,4,4,10,3,0,8,10,0,1,2,9,10,0,2,0,7,7,5
n155,9,1,8,6,2,2,1,7,0,1,9,2,4,4,10,3,6,8,10,0,1,2,9,10,0,2,0,7,7,5
n158,9,1,7,6,2,2,1,7,0,1,9,2,4,4,10,3,0,8,10,7,1,2,9,10,0,2,0,7,7,5
n157,9,1,0,6,2,2,1,7,0,1,9,2,4,4,10,3,0,8,10,7,1,2,9,10,0,2,0,7,7,5
n162,9,1,0,6,2,2,1,7,2,1,9,2,0,4,10,3,5,8,10,1,1,5,9,10,5,2,4,7,7,5
n161,9,1,0,6,2,2,1,7,2,1,9,2,0,4,10,3,5,8,10,1,1,5,9,10,4,2,4,7,7,5
n164,9,1,0,6,2,2,1,7,2,1,9,2,0,4,10,3,0,8,10,1,1,0,9,10,0,2,4,7,7,5
n163,9,1,0,6,2,2,1,7,2,1,9,2,7,4,10,3,0,8,10,1,1,0,9,10,0,2,4,7,7,5
n172,9,1,7,6,2,8,1,7,0,0,9,2,5,4,10,3,5,10,7,0,1,0,9,10,0,2,0,7,7,5
n171,9,1,7,6,2,8,1,7,0,0,9,2,5,4,10,3,5,5,7,0,1,0,9,10,0,2,0,7,7,5
n174,9,1,7,6,2,0,1,7,0,0,9,2,5,4,10,3,0,9,7,5,1,0,9,10,0,2,0,7,7,5
n173,9,1,7,6,2,0,1,7,10,0,9,2,5,4,10,3,1,9,7,0,1,8,9,10,0,2,0,7,7,5
n178,9,1,7,6,2,0,1,7,9,4,9,2,5,4,10,3,1,0,7,3,1,9,9,10,0,7,7,7,7,5
n177,9,1,7,6,2,0,1,7,9,4,9,2,5,4,10,3,1,0,7,3,1,9,9,10,0,7,7,7,7,5
n180,9,1,7,6,2,7,1,7,9,0,9,2,5,4,10,3,1,0,7,3,1,9,9,10,1,0,0,7,7,5
n179,9,1,7,6,2,0,1,7,9,0,9,2,5,4,10,3,1,0,7,3,1,9,9,10,1,0,0,7,7,5
n186,9,1,7,6,2,7,1,7,0,0,9,2,5,4,10,3,1,2,7,0,1,5,9,10,4,0,4,7,7,5
n185,9,1,7,6,2,7,1,7,0,0,9,2,5,4,10,3,1,2,7,0,1,5,9,10,4,3,4,7,7,5
n188,9,1,7,6,2,7,1,7,0,0,9,2,5,4,10,3,1,2,7,0,1,5,9,10,4,8,2,7,7,5
n187,9,1,7,6,2,7,1,7,0,0,9,2,5,4,10,3,1,2,7,0,1,5,9,10,4,8,0,7,7,5
n192,9,1,7,6,2,0,1,7,0,0,9,2,5,4,10,3,0,2,7,5,1,3,9,10,4,0,0,7,7,5
n191,9,1,7,6,2,0,1,7,0,0,9,2,5,4,10,3,0,2,7,5,1,3,9,10,4,0,0,7,7,5
n194,9,1,7,6,2,0,1,7,0,3,9,2,5,4,10,3,1,2,7,5,1,3,9,10,4,0,9,7,7,5
n193,9,1,7,6,2,0,1,7,0,3,9,2,5,4,10,3,0,2,7,5,1,3,9,10,4,0,0,7,7,5
n204,9,1,8,6,2,0,1,7,7,0,9,2,8,4,10,3,1,9,2,6,1,8,9,10,1,0,0,7,7,5
n203,9,1,8,6,2,8,1,7,7,0,9,2,8,4,10,3,1,9,2,6,1,0,9,10,1,0,0,7,7,5
n206,9,1,8,6,2,9,1,7,7,9,9,2,8,4,10,3,1,9,2,6,1,3,9,10,0,0,0,7,7,5
n205,9,1,8,6,2,4,1,7,7,9,9,2,8,4,10,3,1,9,2,6,1,0,9,10,0,0,0,7,7,5
n210,9,1,0,6,2,0,1,7,7,5,9,2,8,4,10,3,1,9,0,6,1,1,9,10,0,0,1,7,7,5
n209,9,1,4,6,2,0,1,7,7,5,9,2,8,4,10,3,1,9,0,6,1,1,9,10,0,0,1,7,7,5
n212,9,1,10,6,2,0,1,7,7,3,9,2,8,4,10,3,1,9,0,6,1,7,9,10,0,0,1,7,7,5
n211,9,1,10,6,2,0,1,7,7,3,9,2,8,4,10,3,1,9,0,6,1,7,9,10,0,0,1,7,7,5
n218,9,1,0,6,2,0,1,7,7,0,9,2,8,4,10,3,0,9,2,0,1,6,9,10,4,1,0,7,7,5
n217,9,1,0,6,2,0,1,7,7,0,9,2,8,4,10,3,0,9,2,0,1,6,9,10,4,0,0,7,7,5
n220,9,1,10,6,2,2,1,7,7,0,9,2,8,4,10,3,0,9,0,3,1,6,9,10,8,0,0,7,7,5
n219,9,1,10,6,2,2,1,7,7,0,9,2,8,4,10,3,0,9,9,3,1,6,9,10,8,0,0,7,7,5
n224,9,1,5,6,2,0,1,7,7,7,9,2,8,4,10,3,1,9,0,10,1,0,9,10,0,0,0,7,7,5
