cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90
n16,4,2,0,5,7,3,8,5,4,6,4,5,8,3,10,3,6,8,2,6,2,5,3,8,1,5,5,10,6,7,10,1,1,10,9,10,8,4,3,1,0,0,9,5,3,8,10,7,6,5,7,6,2,9,9,9,7,3,8,0,8,3,3,2,4,5,4,7,0,4,1,9,5,2,8,6,8,8,6,6,3,2,7,4,1,5,0,6,10,10
n15,4,2,0,5,7,3,8,5,4,6,4,5,8,3,10,3,6,8,2,6,2,0,3,8,1,5,5,10,6,7,10,1,1,10,9,10,8,4,3,1,0,0,9,5,3,8,10,7,6,5,7,6,0,9,9,9,7,3,8,0,8,3,3,2,4,5,4,7,0,4,1,9,5,2,8,6,8,8,6,6,3,2,7,4,1,5,0,6,10,10
n18,4,2,0,5,7,3,8,5,4,6,4,5,8,3,10,3,6,8,2,6,2,0,3,8,1,5,5,10,6,7,10,1,1,10,9,10,8,4,3,1,0,0,9,5,3,8,10,7,0,5,7,6,6,9,9,9,7,3,8,0,8,3,3,2,4,5,4,7,0,4,1,9,5,2,7,6,8,8,6,6,3,2,5,4,1,5,0,6,10,10
n17,4,2,1,5,7,3,8,5,4,6,4,5,8,3,10,3,6,8,2,6,2,0,3,8,1,5,5,10,6,7,10,1,1,10,9,10,8,4,3,1,0,0,9,5,3,8,10,7,0,5,7,6,0,9,9,9,7,3,8,0,8,3,3,2,4,5,4,7,0,4,1,9,5,2,7,6,8,8,6,6,3,2,5,4,1,5,0,6,10,10
n22,4,2,0,5,7,3,8,5,4,6,4,5,8,3,10,3,6,8,2,6,2,0,3,8,1,5,5,10,6,7,10,1,1,10,9,10,8,4,3,1,0,0,9,5,9,8,10,7,3,5,7,6,0,9,9,9,7,3,8,0,0,3,3,2,4,5,4,6,0,4,1,9,5,2,9,6,8,8,6,6,3,2,7,4,1,5,0,6,10,10
n21,4,2,0,5,7,3,8,5,4,6,4,5,8,3,10,3,6,8,2,6,2,0,3,8,1,5,5,10,6,7,10,1,1,10,9,10,8,4,3,1,0,0,9,5,9,8,10,7,3,5,7,6,0,9,9,9,7,3,8,4,0,3,3,2,4,5,4,6,5,4,1,9,5,2,9,6,8,8,6,6,3,2,7,4,1,5,0,6,10,10
n24,4,2,7,5,7,3,8,5,4,6,4,5,8,3,10,3,6,8,2,6,2,0,3,8,1,5,5,10,6,7,10,1,1,10,9,10,8,4,3,1,0,9,9,5,0,8,10,7,3,5,7,6,0,9,9,9,7,3,8,4,0,3,3,2,4,5,4,0,0,4,1,9,5,2,5,6,8,8,6,6,3,2,7,4,1,5,0,6,10,10
n23,4,2,0,5,7,3,8,5,4,6,4,5,8,3,10,3,6,8,2,6,2,0,3,8,1,5,5,10,6,7,10,1,1,10,9,10,8,4,3,1,0,0,9,5,0,8,10,7,3,5,7,6,0,9,9,9,7,3,8,0,0,3,3,2,4,5,4,0,0,4,1,9,5,2,0,6,8,8,6,6,3,2,7,4,1,5,0,6,10,10
n30,4,2,0,5,7,3,8,5,4,6,4,5,8,3,10,3,6,8,2,6,2,5,3,8,1,5,5,10,6,7,10,1,0,10,9,0,8,4,3,1,0,6,9,5,10,8,10,7,6,5,7,6,0,9,9,9,7,3,7,0,3,3,3,2,4,5,4,1,1,4,1,9,5,2,9,6,8,8,6,6,3,2,0,4,1,5,0,6,10,10
n29,4,2,0,5,7,3,8,5,4,6,4,5,8,3,10,3,6,8,2,6,2,5,3,8,1,5,5,10,6,7,10,1,0,10,9,0,8,4,3,1,0,6,9,5,10,8,10,7,6,5,7,6,0,9,9,9,7,3,7,8,3,3,3,2,4,5,4,1,1,4,1,9,5,2,9,6,8,8,6,6,3,2,0,4,1,5,0,6,10,10
