cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70
n16,7,1,1,7,5,7,8,10,3,9,0,6,1,6,1,0,5,8,5,2,5,4,1,10,4,0,9,1,2,9,0,7,8,7,9,6,9,3,1,7,0,6,0,6,0,2,4,9,8,4,6,9,4,6,4,2,10,2,6,5,8,4,7,5,2,0,8,8,5,5
n15,7,1,1,7,5,7,8,10,3,9,0,6,1,6,1,0,5,8,5,2,5,4,1,10,4,2,9,1,2,9,7,7,8,7,9,6,9,3,1,0,0,6,0,6,0,2,4,9,8,4,6,9,4,6,4,2,10,2,6,5,8,4,7,5,2,5,8,8,5,5
n18,8,1,1,7,5,7,8,10,3,9,0,6,1,0,1,0,5,8,0,2,5,4,1,10,4,0,9,1,2,9,0,7,8,7,9,6,9,7,1,0,0,6,0,6,0,2,4,9,8,4,6,9,4,6,4,2,10,2,6,5,8,4,0,5,2,0,8,8,5,5
n17,0,1,1,7,5,7,8,10,3,9,0,6,1,0,1,0,5,8,3,2,5,4,1,10,4,1,9,1,2,9,0,7,8,7,9,6,9,2,1,0,0,6,0,6,9,2,4,9,8,4,6,9,4,6,4,2,10,2,6,5,8,4,5,5,2,0,8,8,5,5
n22,2,1,1,7,5,7,8,10,3,9,6,6,1,10,1,0,5,8,3,2,5,4,1,10,4,0,9,10,2,9,0,7,8,7,9,6,9,0,1,0,0,6,0,6,0,2,4,9,8,4,6,9,4,6,4,2,10,2,6,5,8,4,0,5,2,1,8,8,5,5
n21,2,1,1,7,5,7,8,10,3,9,6,6,1,10,1,0,5,8,0,2,5,4,1,10,4,0,9,10,2,9,0,7,8,7,9,6,9,0,1,10,9,6,0,6,0,2,4,9,8,4,6,9,4,6,4,2,10,2,6,5,8,4,2,5,2,1,8,8,5,5
n24,0,1,1,7,5,7,8,10,3,9,6,6,1,10,1,0,5,8,0,2,5,4,1,10,4,0,9,10,2,9,0,7,8,7,9,6,9,0,1,0,0,6,0,6,0,2,4,9,8,4,6,9,4,6,4,2,10,2,6,5,8,4,0,5,2,1,8,8,5,5
n23,0,1,1,7,5,7,8,10,3,9,6,6,1,10,1,0,5,8,0,2,5,4,1,10,4,0,9,10,2,9,4,7,8,7,9,6,9,0,1,0,0,6,0,6,0,2,4,9,8,4,6,9,4,6,4,2,10,2,6,5,8,4,0,5,2,1,8,8,5,5
n30,0,1,1,7,5,7,8,10,3,9,5,6,1,0,1,1,5,8,2,2,5,4,1,10,4,0,9,0,2,9,0,7,8,7,9,6,9,0,0,1,9,6,0,6,5,2,4,9,8,4,6,9,4,6,4,2,10,0,6,5,8,4,10,5,0,3,8,8,5,5
n29,0,1,1,7,5,7,8,10,3,9,5,6,1,9,1,1,5,8,2,2,5,4,1,10,4,0,9,0,2,9,7,7,8,7,9,6,9,8,0,1,0,6,0,6,5,2,4,9,8,4,6,9,4,6,4,2,10,0,6,5,8,4,10,5,0,3,8,8,5,5
