cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
n16,2,1,9,10,8,8,10,8,6,0,0,6,9,3,1,1,1,1,5,6,5,4,10,7,10,1,3,4,10,2
n15,2,1,9,10,8,8,10,8,0,7,0,0,9,3,1,1,1,0,5,6,5,4,10,7,10,1,3,4,10,2
n18,2,1,9,10,8,8,10,8,0,0,0,0,9,3,1,1,1,4,5,6,5,4,10,7,10,1,0,4,10,2
n17,2,1,9,10,8,8,10,8,0,0,0,0,9,3,1,1,1,0,5,6,5,4,10,7,10,1,0,4,10,2
n22,2,1,9,10,8,8,10,8,7,7,0,0,0,3,1,1,1,9,5,6,5,4,10,7,10,1,0,4,10,2
n21,2,1,9,10,8,8,10,8,7,7,1,4,0,3,1,1,1,9,5,6,5,4,10,7,10,1,0,4,10,2
n24,2,1,9,10,8,8,10,8,7,0,7,0,2,3,1,1,1,9,5,6,5,4,10,7,10,1,0,4,10,2
n23,2,1,9,10,8,8,10,8,7,0,7,0,2,3,1,1,1,9,5,6,5,4,10,7,10,1,9,4,10,2
n30,2,1,9,10,8,9,10,4,0,0,2,0,6,3,1,1,9,6,5,6,5,5,0,7,10,1,10,4,10,2
n29,2,1,9,10,8,9,10,0,0,1,0,0,0,3,1,1,9,0,5,6,5,5,0,7,10,1,10,4,10,2
n32,2,1,9,10,8,9,10,0,9,7,0,10,0,3,1,1,9,0,5,6,5,5,0,7,10,1,6,4,10,2
n31,2,1,9,10,8,9,10,0,9,0,0,0,0,3,1,1,9,0,5,6,5,5,0,7,10,1,0,4,10,2
n36,2,1,9,10,8,0,10,0,8,7,0,0,1,3,1,1,0,9,5,6,5,5,1,7,10,1,0,4,10,2
n35,2,1,9,10,8,0,10,0,0,0,0,0,0,3,1,1,0,9,5,6,5,5,1,7,10,1,0,4,10,2
n38,2,1,9,10,8,0,10,9,0,10,0,0,4,3,1,1,0,9,5,6,5,5,0,7,10,1,0,4,10,2
n37,2,1,9,10,8,0,10,0,0,10,0,0,4,3,1,1,0,9,5,6,5,5,0,7,10,1,0,4,10,2
n46,2,1,9,10,8,1,0,0,0,3,1,2,1,3,1,1,6,4,5,6,5,6,7,5,3,1,2,6,10,2
n45,2,1,9,10,8,1,5,0,0,3,1,2,1,3,1,1,6,4,5,6,5,6,7,5,3,1,2,6,10,2
n48,2,1,9,10,8,1,5,0,0,3,0,2,1,3,1,1,0,0,5,6,5,6,7,0,3,1,9,6,10,2
n47,2,1,9,10,8,1,5,0,0,3,0,2,1,3,1,1,0,6,5,6,5,6,7,0,3,1,8,6,10,2
n52,2,1,9,10,8,1,6,0,0,10,0,2,1,3,1,1,0,0,5,6,5,6,7,2,3,1,0,0,10,2
n51,2,1,9,10,8,1,6,0,0,10,0,2,1,3,1,1,8,0,5,6,5,6,7,2,3,1,0,0,10,2
n54,2,1,9,10,8,1,6,4,0,0,0,2,1,3,1,1,0,5,5,6,5,6,7,2,3,1,0,0,10,2
n53,2,1,9,10,8,1,6,0,0,0,0,2,1,3,1,1,0,0,5,6,5,6,7,2,3,1,0,4,10,2
n60,2,1,9,10,8,1,2,0,0,5,0,0,6,3,1,1,0,3,5,6,5,6,7,8,3,1,5,4,10,2
n59,2,1,9,10,8,1,2,0,7,5,0,0,6,3,1,1,0,3,5,6,5,6,7,8,3,1,5,4,10,2
n62,2,1,9,10,8,1,2,0,1,5,1,0,6,3,1,1,0,3,5,6,5,6,7,8,3,1,5,4,10,2
n61,2,1,9,10,8,1,2,0,1,5,1,0,6,3,1,1,0,3,5,6,5,6,7,8,3,1,5,4,10,2
n66,2,1,9,10,8,1,2,0,4,5,0,1,0,3,1,1,9,3,5,6,5,6,7,0,3,1,2,0,10,2
n65,2,1,9,10,8,1,2,3,0,5,0,1,0,3,1,1,9,3,5,6,5,6,7,0,3,1,2,5,10,2
n68,2,1,9,10,8,1,2,2,0,5,1,0,0,3,1,1,9,3,5,6,5,6,7,0,3,1,2,9,10,2
n67,2,1,9,10,8,1,2,2,0,5,1,0,0,3,1,1,9,3,5,6,5,6,7,0,3,1,2,0,10,2
n78,2,0,9,10,8,7,10,9,10,4,6,0,0,6,1,1,8,0,5,0,5,3,10,0,0,1,6,0,4,2
n77,2,0,9,10,8,7,10,9,10,4,6,3,0,0,1,1,8,0,5,0,5,3,10,0,0,1,6,0,4,2
n80,2,9,9,10,8,7,10,9,10,4,6,0,0,0,1,1,8,0,5,0,5,3,10,0,4,1,6,0,4,2
n79,2,9,9,10,8,7,10,9,10,4,6,3,0,0,1,1,8,8,5,0,5,3,10,0,0,1,6,0,4,2
n84,2,2,9,10,8,7,10,9,10,0,6,0,3,7,1,1,8,0,5,0,5,3,10,5,7,1,6,7,4,2
n83,2,2,9,10,8,7,10,9,10,0,6,0,3,7,1,1,8,0,5,0,5,3,10,5,7,1,6,7,4,2
n86,2,2,9,10,8,7,10,9,10,7,6,0,3,7,1,1,8,0,5,0,5,3,10,5,10,1,6,7,4,2
n85,2,2,9,10,8,7,10,9,10,7,6,9,3,7,1,1,8,0,5,0,5,3,10,0,0,1,6,0,4,2
n92,2,0,9,10,8,7,10,9,10,10,0,5,0,0,1,1,8,0,5,0,5,0,10,0,0,1,6,5,4,2
n91,2,0,9,10,8,7,10,9,10,0,9,5,0,0,1,1,8,9,5,6,5,2,10,0,0,1,6,0,4,2
