cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70
n16,6,5,4,1,10,6,2,0,10,8,4,0,0,5,0,9,1,3,7,7,0,3,3,5,4,0,10,5,10,0,6,4,9,8,10,5,10,0,9,5,0,6,10,7,2,4,4,0,0,0,2,7,7,0,5,3,2,0,3,2,3,7,0,3,6,3,7,1,10,1
n15,6,5,3,1,10,6,2,7,10,8,4,0,5,5,0,9,1,3,7,7,10,3,3,5,4,0,10,0,10,0,6,4,9,8,0,5,10,0,9,5,0,6,10,7,2,4,0,0,0,0,2,7,7,0,5,3,2,0,3,2,3,7,0,3,6,3,7,1,10,1
n18,6,5,0,1,10,6,2,2,10,8,4,0,1,5,0,9,1,3,7,7,0,3,3,5,0,0,10,0,10,8,6,4,9,8,0,5,7,0,9,5,0,6,0,7,2,4,4,0,4,0,2,7,7,0,5,3,2,0,3,2,3,7,4,3,6,3,7,1,10,1
n17,6,5,0,1,10,6,2,0,10,8,4,0,1,5,0,9,1,3,7,7,0,3,3,5,0,0,10,0,10,8,6,4,9,8,0,5,0,0,9,5,0,6,0,7,2,4,4,1,4,0,2,7,7,3,5,3,2,0,3,2,3,7,4,3,6,3,7,1,10,1
n22,6,5,0,1,0,4,0,9,10,8,4,0,0,0,0,9,1,3,7,0,0,3,3,5,4,6,10,0,10,0,6,4,0,8,0,5,5,2,9,5,10,6,0,7,0,2,1,0,0,8,2,7,7,2,5,3,2,0,3,2,3,0,0,3,6,3,7,6,10,1
n21,6,5,0,1,0,4,0,4,10,8,4,0,0,0,0,9,1,3,7,0,0,3,3,5,4,6,10,0,10,3,6,4,0,8,9,5,0,2,9,5,10,6,0,7,7,2,10,1,6,8,2,7,7,2,5,3,2,0,3,2,3,0,0,3,6,3,7,6,10,1
n24,6,5,6,1,5,4,1,0,10,8,4,0,0,1,0,9,1,3,7,0,5,3,3,5,4,6,10,0,10,0,6,4,0,8,6,5,1,2,9,5,10,6,0,7,0,2,5,3,4,8,2,7,7,2,5,3,2,2,3,2,3,0,0,3,6,3,7,6,10,1
n23,6,5,0,1,5,4,2,0,10,8,4,0,0,1,0,9,1,3,7,0,0,3,3,5,4,6,10,0,10,9,6,4,0,8,6,5,1,2,9,5,10,6,0,7,7,2,5,3,0,8,2,7,7,2,5,3,2,0,3,2,3,0,0,3,6,3,7,6,10,1
n30,6,5,5,1,0,8,0,10,10,8,4,7,0,0,8,9,1,3,7,7,0,3,3,0,2,8,10,0,10,0,6,4,10,8,2,5,2,10,9,0,0,6,8,7,0,6,0,0,0,0,2,7,7,0,5,3,2,0,3,2,3,9,0,3,6,3,7,9,10,1
n29,6,5,5,1,0,8,3,10,10,8,4,7,0,0,0,9,1,3,7,7,0,3,3,0,2,8,10,0,10,0,6,4,10,8,2,5,0,10,9,0,1,6,0,7,0,6,7,0,0,0,2,7,7,7,5,3,2,0,3,2,3,0,0,3,6,3,7,9,10,1
n32,6,5,0,1,0,8,0,10,10,8,4,7,0,0,0,9,1,3,7,7,0,3,3,0,2,8,10,0,10,3,6,4,10,8,2,5,0,0,9,0,0,6,0,7,2,8,7,0,0,0,2,7,7,4,5,3,2,0,3,2,3,6,4,3,6,3,7,9,10,1
n31,6,5,0,1,0,8,0,10,10,8,4,7,0,0,0,9,1,3,7,7,3,3,3,0,2,8,10,0,10,3,6,4,10,8,2,5,0,0,9,0,0,6,9,7,0,0,7,0,0,0,2,7,7,4,5,3,2,0,3,2,3,6,0,3,6,3,7,9,10,1
n36,6,5,3,1,6,1,1,0,10,8,4,7,0,0,0,9,1,3,7,0,0,3,3,0,8,0,10,7,10,0,6,4,10,8,7,5,0,0,9,0,10,6,0,7,9,0,0,8,3,4,2,7,7,0,5,3,2,2,3,2,3,0,0,3,6,3,7,3,10,1
n35,6,5,3,1,6,1,1,0,10,8,4,7,0,0,0,9,1,3,7,0,0,3,3,0,8,4,10,7,10,0,6,4,10,8,0,5,0,0,9,0,0,6,0,7,4,0,0,8,3,2,2,7,7,0,5,3,2,2,3,2,3,0,0,3,6,3,7,3,10,1
n38,6,5,0,1,6,1,0,0,10,8,4,7,0,0,0,9,1,3,7,0,0,3,3,0,8,1,10,0,10,0,6,4,10,8,0,5,0,0,9,0,0,6,7,7,0,6,5,8,3,0,2,7,7,0,5,3,2,2,3,2,3,7,0,3,6,3,7,3,10,1
n37,6,5,0,1,6,1,0,0,10,8,4,7,0,5,0,9,1,3,7,0,0,3,3,0,8,1,10,8,10,0,6,4,10,8,3,5,0,0,9,0,0,6,7,7,0,0,0,8,3,1,2,7,7,0,5,3,2,2,3,2,3,7,0,3,6,3,7,3,10,1
n46,6,5,0,1,5,0,0,1,10,8,4,3,1,9,0,9,1,3,7,0,9,3,3,8,4,0,4,10,10,4,6,4,6,8,3,5,10,0,10,0,4,6,0,7,0,1,0,3,0,6,2,7,7,0,5,3,0,2,3,2,3,5,6,3,6,3,7,0,10,1
n45,6,5,0,1,0,0,0,1,10,8,4,7,1,9,0,9,1,3,7,9,9,3,3,8,4,0,4,0,10,4,6,4,6,8,3,5,10,0,10,3,4,6,0,7,0,1,0,3,4,6,2,7,7,0,5,3,0,2,3,2,3,5,6,3,6,3,7,0,10,1
n48,6,5,0,1,0,0,0,1,10,8,4,0,1,9,0,9,1,3,7,0,0,3,3,8,4,0,4,0,10,0,6,4,0,8,3,5,10,0,10,2,4,6,0,7,0,1,0,3,0,6,2,7,7,0,5,3,0,2,3,2,3,4,6,3,6,3,7,0,10,1
n47,6,5,0,1,0,0,0,1,10,8,4,0,1,9,0,9,1,3,7,0,0,3,3,8,4,0,4,0,10,0,6,4,0,8,3,5,10,0,10,4,4,6,0,7,3,1,0,3,0,6,2,7,7,0,5,3,0,2,3,2,3,0,6,3,6,3,7,0,10,1
n52,6,5,0,1,6,8,0,0,10,8,4,0,7,9,2,9,1,3,7,2,0,3,3,8,9,2,4,0,10,0,6,4,0,8,9,5,10,0,10,2,4,6,2,7,0,0,0,3,8,6,2,7,7,0,5,3,0,2,3,2,3,0,6,3,6,3,7,2,10,1
n51,6,5,3,1,6,8,0,0,10,8,4,0,0,9,2,9,1,3,7,2,0,3,3,8,9,2,4,0,10,9,6,4,0,8,9,5,10,0,10,2,4,6,2,7,0,0,0,3,0,6,2,7,7,4,5,3,0,2,3,2,3,0,6,3,6,3,7,2,10,1
n54,6,5,5,1,6,8,6,6,10,8,4,5,3,9,2,9,1,3,7,2,0,3,3,8,9,4,4,0,10,0,6,4,0,8,0,5,10,10,10,2,4,6,2,7,1,0,0,3,0,6,2,7,7,0,5,3,0,2,3,2,3,0,6,3,6,3,7,0,10,1
n53,6,5,0,1,6,8,6,6,10,8,4,5,0,9,2,9,1,3,7,2,0,3,3,8,9,0,4,0,10,0,6,4,0,8,2,5,10,0,10,2,4,6,2,7,1,0,0,3,0,6,2,7,7,0,5,3,0,2,3,2,3,0,6,3,6,3,7,0,10,1
n60,6,5,0,1,0,0,3,3,10,8,4,0,9,9,2,9,1,3,7,0,0,3,3,8,2,3,4,7,10,7,6,4,0,8,0,5,10,0,10,0,4,6,0,7,7,2,0,0,6,6,2,7,7,7,5,3,0,0,3,2,3,9,6,3,6,3,7,0,10,1
n59,6,5,0,1,0,0,3,3,10,8,4,0,9,9,2,9,1,3,7,0,4,3,3,8,2,3,4,7,10,7,6,4,0,8,0,5,10,0,10,0,4,6,0,7,7,2,1,0,6,6,2,7,7,7,5,3,0,0,3,2,3,9,6,3,6,3,7,0,10,1
n62,6,5,0,1,3,7,0,3,10,8,4,5,5,9,2,9,1,3,7,0,0,3,3,8,2,0,4,0,10,7,6,4,5,8,0,5,10,1,10,0,4,6,10,7,7,2,0,6,6,6,2,7,7,7,5,3,0,0,3,2,3,9,6,3,6,3,7,0,10,1
n61,6,5,0,1,3,4,0,3,10,8,4,0,0,9,2,9,1,3,7,0,0,3,3,8,2,0,4,0,10,7,6,4,5,8,0,5,10,0,10,0,4,6,10,7,7,2,0,6,6,6,2,7,7,7,5,3,0,8,3,2,3,9,6,3,6,3,7,0,10,1
n66,6,5,2,1,6,0,7,3,10,8,4,0,0,9,2,9,1,3,7,3,3,3,3,8,3,0,4,0,10,10,6,4,5,8,5,5,10,7,10,5,4,6,0,7,7,9,0,6,6,6,2,7,7,4,5,3,1,0,3,2,3,9,6,3,6,3,7,9,10,1
n65,6,5,2,1,0,0,7,3,10,8,4,0,0,9,2,9,1,3,7,3,3,3,3,8,3,9,4,0,10,10,6,4,0,8,5,5,10,7,10,5,4,6,0,7,7,9,0,6,6,6,2,7,7,4,5,3,1,0,3,2,3,9,6,3,6,3,7,9,10,1
n68,6,5,0,1,4,2,7,3,10,8,4,0,4,9,2,9,1,3,7,3,9,3,3,8,3,1,4,0,10,0,6,4,0,8,0,5,10,0,10,0,4,6,8,7,7,9,0,7,6,6,2,7,7,0,5,3,9,3,3,2,3,9,6,3,6,3,7,0,10,1
n67,6,5,0,1,4,2,7,3,10,8,4,0,4,9,2,9,1,3,7,3,0,3,3,8,3,1,4,0,10,0,6,4,0,8,0,5,10,0,10,0,4,6,8,7,7,9,0,7,6,6,2,7,7,8,5,3,0,0,3,2,3,9,6,3,6,3,7,0,10,1
n78,0,5,8,1,3,0,5,0,10,8,4,3,8,2,10,9,8,3,7,6,0,3,3,9,3,5,0,1,0,5,6,4,0,8,2,5,8,0,8,6,5,6,2,8,3,0,5,0,0,0,2,7,7,1,5,3,10,6,3,2,10,6,6,3,6,3,7,5,10,3
