cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
n16,5,5,10,3,10,4,6,0,8,6,6,0,6,6,1,4,4,0,10,1,0,6,10,10,3,5,0,7,2,8
n15,5,5,10,3,10,4,6,5,8,6,6,0,6,6,1,4,4,0,10,1,0,6,10,10,3,5,0,7,2,8
n18,5,5,10,3,10,4,6,0,6,6,6,7,6,6,1,4,4,0,10,1,0,6,10,10,3,5,9,7,2,8
n17,5,5,10,3,10,4,6,0,6,6,6,0,6,6,1,4,4,0,10,1,0,6,10,10,3,5,9,7,2,8
n22,5,3,10,3,10,4,6,1,0,6,6,5,6,6,1,4,4,0,10,1,0,6,10,10,3,5,0,7,2,8
n21,5,3,10,3,10,4,6,1,2,6,6,5,6,6,1,4,4,0,10,1,0,6,10,10,3,5,0,7,2,8
n24,5,3,10,3,10,4,6,1,0,6,6,5,6,6,1,4,4,10,10,1,0,6,10,10,3,5,0,7,2,8
n23,5,3,10,3,10,4,6,1,0,6,6,5,6,6,1,4,4,10,10,1,0,6,10,10,3,5,0,7,2,8
n30,5,0,10,3,1,4,6,0,4,6,6,0,6,6,1,4,4,0,10,1,0,6,10,10,3,5,0,0,2,8
n29,5,0,10,3,1,4,6,0,4,6,6,0,6,6,1,4,4,0,10,1,4,6,10,10,3,5,0,0,2,8
n32,5,0,10,3,0,4,6,7,4,6,6,0,6,6,1,4,4,5,10,1,0,6,10,10,3,5,5,0,2,8
n31,5,0,10,3,0,4,6,7,4,6,6,0,6,6,1,4,4,0,10,1,0,6,10,10,3,5,5,0,2,8
n36,5,0,10,3,9,4,6,7,4,6,6,3,6,6,1,4,4,2,10,1,1,6,10,10,3,5,8,0,2,8
n35,5,0,10,3,0,4,6,7,4,6,6,3,6,6,1,4,4,2,10,1,1,6,10,10,3,5,8,0,2,8
n38,5,1,10,3,0,4,6,9,4,6,6,10,6,6,1,4,4,2,10,1,1,6,10,10,3,5,8,5,2,8
n37,5,0,10,3,0,4,6,0,4,6,6,0,6,6,1,4,4,2,10,1,1,6,10,10,3,5,8,5,2,8
n46,5,6,10,3,9,4,6,0,0,6,6,8,6,10,1,4,4,0,10,1,9,6,10,10,3,5,0,0,2,8
n45,5,6,10,3,9,4,6,0,0,6,6,8,6,10,1,4,4,0,10,1,9,6,10,10,3,5,4,0,2,8
n48,5,6,10,3,9,4,6,0,0,6,6,8,6,10,1,4,4,1,10,1,0,6,10,10,3,5,0,0,2,8
n47,5,6,10,3,9,4,6,10,8,6,6,8,6,10,1,4,4,1,10,1,0,6,10,10,3,5,0,6,2,8
n52,5,0,10,3,9,4,6,4,0,6,6,8,6,10,1,4,4,4,10,1,0,6,10,10,3,5,0,5,2,8
n51,5,0,10,3,9,4,6,0,0,6,6,8,6,10,1,4,4,4,10,1,0,6,10,10,3,5,0,5,2,8
n54,5,0,10,3,9,4,6,0,0,6,6,8,6,10,1,4,4,4,10,1,0,6,10,10,3,5,0,5,2,8
n53,5,0,10,3,9,4,6,5,0,6,6,8,6,10,1,4,4,4,10,1,0,6,10,10,3,5,0,5,2,8
n60,5,1,10,3,3,4,6,1,7,6,6,0,6,10,1,4,4,5,10,1,3,6,10,10,3,5,6,0,2,8
n59,5,0,10,3,0,4,6,1,7,6,6,0,6,10,1,4,4,5,10,1,3,6,10,10,3,5,6,0,2,8
n62,5,0,10,3,0,4,6,1,7,6,6,0,6,10,1,4,4,5,10,1,3,6,10,10,3,5,6,0,2,8
