cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50
n16,8,9,0,3,9,8,3,8,6,8,0,3,6,7,10,0,10,8,0,7,3,9,3,8,4,9,9,0,8,9,0,7,0,4,0,8,10,5,0,7,9,1,1,2,10,9,0,5,0,4
n15,8,9,0,3,9,8,3,8,6,8,0,3,6,7,10,0,10,8,0,7,3,9,3,8,4,9,9,0,8,9,0,7,0,4,0,8,10,1,0,7,9,1,1,2,10,9,0,5,0,4
n18,8,9,6,3,9,8,3,8,6,8,3,3,6,7,10,0,10,8,0,7,3,9,3,8,4,9,9,0,8,9,0,7,0,3,0,8,10,0,1,7,9,0,1,2,10,9,1,5,0,4
n17,8,9,0,3,9,8,3,8,6,8,3,3,6,7,10,0,10,8,2,7,3,9,3,8,4,9,9,0,8,9,6,7,0,3,0,8,10,0,1,7,9,0,1,2,10,9,1,5,0,4
n22,8,9,0,0,9,8,8,8,6,0,0,3,6,7,10,0,10,8,9,7,3,9,3,8,4,9,9,6,8,9,0,7,6,8,0,8,10,8,1,7,9,0,1,2,10,9,8,10,0,4
n21,8,9,0,0,9,8,8,8,6,0,0,3,6,7,10,6,10,8,9,7,3,9,3,8,4,9,9,6,8,9,3,7,6,8,0,8,10,0,0,7,9,0,1,2,10,9,8,10,0,4
n24,8,9,0,0,9,8,8,8,6,0,0,3,6,7,10,0,10,8,10,7,3,9,3,8,4,9,9,0,8,9,0,7,6,8,0,8,10,10,0,7,9,0,1,2,10,9,8,10,4,4
n23,8,9,5,0,9,8,8,8,6,0,0,3,6,7,10,10,10,8,10,7,3,9,3,8,4,9,9,2,8,9,4,7,6,8,0,8,10,10,0,7,9,0,1,2,10,9,8,10,4,4
n30,8,9,4,0,9,8,3,8,6,7,10,3,0,7,4,0,10,8,1,7,3,9,3,8,4,0,9,0,8,9,1,7,10,0,8,8,10,10,2,7,9,0,1,2,10,9,10,10,3,4
n29,8,9,4,0,9,8,3,8,6,7,10,3,0,7,4,0,10,8,1,7,3,9,3,8,4,0,9,0,8,9,0,7,10,0,8,8,10,0,0,7,9,0,1,2,10,9,10,10,0,4
n32,8,9,4,1,9,8,3,8,6,0,10,3,0,7,4,10,10,8,1,7,3,9,3,8,4,0,9,3,8,9,0,7,10,0,8,8,10,0,0,7,9,0,1,2,10,9,2,10,0,4
n31,8,9,4,0,9,8,3,8,6,0,10,3,4,7,4,0,10,8,1,7,3,9,3,8,4,0,9,3,8,9,0,7,10,2,8,8,10,2,4,7,9,0,1,2,10,9,2,10,0,4
n36,8,9,4,7,9,8,3,8,6,0,10,3,0,7,4,0,10,8,1,7,3,9,3,8,4,0,9,0,8,9,0,7,10,7,0,8,10,7,9,7,9,0,1,2,10,9,6,10,0,4
n35,8,9,4,7,9,8,3,8,6,0,10,3,9,7,4,0,10,8,1,7,3,9,3,8,4,0,9,10,8,9,0,7,10,7,0,8,10,7,9,7,9,0,1,2,10,9,6,10,10,4
n38,8,9,4,7,9,8,3,8,6,0,10,3,0,7,4,0,10,8,1,7,3,9,3,8,4,2,9,0,8,9,9,7,10,8,8,8,10,3,0,7,9,4,1,2,10,9,6,10,3,4
n37,8,9,4,7,9,8,3,8,6,7,10,3,0,7,4,0,10,8,1,7,3,9,3,8,4,2,9,0,8,9,9,7,10,0,8,8,10,1,0,7,9,0,1,2,10,9,6,10,3,4
n46,8,9,0,0,9,8,3,8,6,0,6,3,7,7,0,5,10,8,0,7,3,9,3,8,4,0,9,0,8,9,2,9,6,8,8,0,10,6,0,7,9,7,1,2,10,9,0,8,1,4
n45,8,9,0,0,9,8,3,8,6,0,6,3,7,7,0,5,10,8,0,7,3,9,3,8,4,10,9,0,8,9,0,9,6,8,8,10,10,6,0,7,9,7,1,2,10,9,0,8,1,4
n48,8,9,3,0,9,8,3,8,6,0,6,3,7,7,0,5,10,8,0,7,3,9,3,8,4,0,9,0,8,9,0,9,0,8,8,0,10,0,5,7,9,7,1,2,10,9,1,0,1,4
n47,8,9,0,0,9,8,3,8,6,2,6,3,7,7,0,5,10,8,0,7,3,9,3,8,4,0,9,0,8,9,7,9,0,8,8,0,10,4,0,7,9,7,1,2,10,9,0,0,1,4
n52,8,9,0,3,9,8,3,8,6,0,6,3,7,7,0,5,10,8,6,7,3,9,3,8,4,0,9,0,8,9,0,9,3,0,8,8,10,4,0,7,9,7,1,2,10,9,0,3,1,4
n51,8,9,7,3,9,8,3,8,6,8,6,3,7,7,0,5,10,8,0,7,3,9,3,8,4,0,9,0,8,9,0,9,3,0,8,8,10,4,0,7,9,7,1,2,10,9,0,3,1,4
n54,8,9,0,3,9,8,3,8,6,0,6,3,7,7,0,5,10,8,0,7,3,9,3,8,4,0,9,7,8,9,0,9,3,3,8,0,10,0,0,7,9,7,1,2,10,9,10,3,1,4
n53,8,9,0,3,9,8,3,8,6,0,6,3,7,7,0,5,10,8,0,7,3,9,3,8,4,0,9,0,8,9,0,9,3,3,8,0,10,0,0,7,9,7,1,2,10,9,10,3,1,4
n60,8,9,2,0,9,8,0,8,6,0,3,3,5,7,8,5,10,8,6,7,3,9,3,8,4,0,9,8,8,9,0,9,0,1,9,6,10,4,1,7,9,7,1,2,10,9,2,0,1,4
n59,8,9,2,0,9,8,0,8,6,0,3,3,5,7,8,5,10,8,0,7,3,9,3,8,4,0,9,8,8,9,4,9,0,1,9,6,10,4,0,7,9,7,1,2,10,9,2,0,1,4
n62,8,9,2,0,9,8,0,8,6,0,3,3,5,7,2,5,10,8,5,7,3,9,3,8,4,0,9,8,8,9,0,9,0,0,9,6,10,4,0,7,9,7,1,2,10,9,3,0,1,4
n61,8,9,2,0,9,8,0,8,6,0,3,3,5,7,2,5,10,8,5,7,3,9,3,8,4,0,9,8,8,9,0,9,4,0,9,6,10,4,0,7,9,7,1,2,10,9,0,0,1,4
n66,8,9,2,9,9,8,0,8,6,7,0,3,5,7,6,5,10,8,0,7,3,9,3,8,4,6,9,8,8,9,4,9,0,0,8,6,10,4,0,7,9,7,1,2,10,9,0,9,1,4
n65,8,9,2,9,9,8,0,8,6,7,0,3,5,7,6,5,10,8,2,7,3,9,3,8,4,6,9,8,8,9,0,9,0,0,8,6,10,4,10,7,9,7,1,2,10,9,0,9,1,4
n68,8,9,2,9,9,8,0,8,6,7,0,3,5,7,0,5,10,8,4,7,3,9,3,8,4,6,9,8,8,9,8,9,0,0,3,6,10,4,0,7,9,7,1,2,10,9,0,9,1,4
n67,8,9,2,9,9,8,0,8,6,7,6,3,5,7,0,5,10,8,4,7,3,9,3,8,4,6,9,8,8,9,8,9,0,0,3,6,10,4,0,7,9,7,1,2,10,9,0,9,1,4
n78,8,9,2,2,9,8,7,8,6,0,3,6,1,7,6,2,10,9,0,7,9,9,3,0,4,0,9,3,8,9,0,7,0,5,10,3,10,0,8,7,9,3,1,2,10,3,0,0,10,4
n77,8,9,2,2,9,8,10,8,6,0,0,6,1,7,6,2,10,9,0,7,9,9,3,0,4,0,9,3,8,9,0,7,0,5,10,3,10,0,8,7,9,3,1,2,10,3,0,0,10,4
n80,8,9,2,2,9,8,0,8,6,0,0,6,1,7,6,2,10,9,0,7,9,9,3,9,4,0,9,3,8,9,0,7,3,5,10,3,10,10,0,7,9,3,1,2,10,3,8,0,0,4
n79,8,9,2,2,9,8,0,8,6,0,0,6,1,7,6,2,10,9,0,7,9,9,3,0,4,9,9,3,8,9,0,7,3,5,10,3,10,0,0,7,9,3,1,2,10,3,10,0,0,4
n84,8,9,2,2,9,8,0,8,6,0,0,8,1,7,6,6,10,8,0,7,9,9,3,0,4,4,9,0,8,9,3,7,3,5,10,3,10,10,0,7,9,3,1,2,10,3,0,10,0,4
n83,8,9,2,2,9,8,4,8,6,0,0,8,1,7,6,0,10,8,0,7,9,9,3,0,4,4,9,0,8,9,0,7,0,5,10,3,10,10,7,7,9,3,1,2,10,3,0,10,0,4
n86,8,9,2,2,9,8,0,8,6,0,0,8,1,7,6,0,10,8,0,7,9,9,3,5,4,0,9,0,8,9,0,7,0,5,10,3,10,10,0,7,9,3,1,2,10,3,6,10,2,4
n85,8,9,2,2,9,8,0,8,6,0,0,8,1,7,6,0,10,8,2,7,9,9,3,5,4,0,9,0,8,9,0,7,0,5,10,3,10,10,0,7,9,3,1,2,10,3,0,10,0,4
