cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50
n16,5,5,1,0,2,5,1,0,8,0,8,10,5,2,3,9,9,0,1,5,7,1,8,0,10,4,0,3,7,3,3,0,3,2,0,6,0,1,0,5,1,9,8,2,1,0,10,5,1,0
n15,5,5,1,0,2,5,1,0,8,0,8,10,5,0,0,9,9,0,1,5,7,1,8,0,10,4,0,3,7,3,3,0,3,2,0,0,3,1,0,5,1,9,8,2,1,0,10,5,1,0
n18,5,5,1,0,2,5,1,0,8,0,8,10,5,4,0,9,9,0,1,5,7,1,8,2,0,4,4,3,7,3,3,0,3,2,5,0,0,1,8,5,1,9,8,2,1,0,10,5,1,0
n17,5,5,1,0,2,5,1,5,8,0,8,10,5,4,9,9,9,3,1,5,7,1,8,1,0,4,4,3,7,3,3,0,3,2,8,0,5,1,8,5,1,9,8,2,1,0,10,5,1,0
n22,5,5,1,0,2,5,1,9,8,3,8,10,5,10,0,9,9,7,1,5,7,1,8,1,0,4,0,3,7,3,3,8,3,2,0,0,0,1,3,5,1,9,8,2,1,0,10,5,1,0
n21,5,5,1,2,2,5,1,9,8,3,8,10,5,10,0,9,9,5,1,5,7,1,8,1,0,4,0,3,7,3,3,0,3,2,0,0,7,1,0,5,1,9,8,2,1,0,10,5,1,0
n24,5,5,1,0,2,5,1,0,8,0,8,10,5,10,0,9,9,0,1,5,7,1,8,0,0,4,9,3,7,3,3,1,3,2,0,3,1,1,0,5,1,9,8,2,1,0,10,5,1,0
n23,5,5,1,0,2,5,1,0,8,0,8,10,5,10,0,9,9,0,1,5,7,1,8,2,0,4,0,3,7,3,3,0,3,2,0,3,1,1,3,5,1,9,8,2,1,0,10,5,1,0
n30,5,5,1,8,2,5,1,8,0,0,8,9,0,4,0,9,10,8,1,5,7,1,8,10,5,4,0,3,7,0,3,4,3,2,0,0,0,1,8,5,6,9,0,2,1,0,10,5,1,1
n29,5,5,1,8,2,5,1,8,0,0,8,9,0,4,0,9,10,8,1,5,7,1,8,10,5,4,7,3,7,7,3,4,3,2,0,4,0,1,8,5,0,9,0,2,1,0,10,5,1,4
n32,5,5,1,8,2,5,1,8,0,0,8,0,0,10,0,9,10,8,1,5,7,1,8,10,5,4,0,3,7,0,3,4,3,2,1,0,0,1,0,5,0,9,0,2,1,10,10,5,1,7
n31,5,5,1,8,2,5,1,8,0,5,8,0,0,0,0,9,10,8,1,5,7,1,8,10,5,4,0,3,7,0,3,4,3,2,1,0,0,1,0,5,0,9,0,2,1,0,10,5,1,7
n36,5,5,1,0,2,5,1,8,0,0,8,0,6,0,5,9,10,8,1,5,7,1,8,10,5,4,2,3,7,9,3,4,3,2,1,4,0,1,0,5,2,9,7,2,1,6,10,5,1,0
n35,5,5,1,6,2,5,1,8,0,0,8,0,6,4,4,9,10,8,1,5,7,1,8,10,5,4,2,3,7,9,3,4,3,2,0,4,0,1,0,5,2,9,7,2,1,6,10,5,1,0
n38,5,5,1,4,2,5,1,8,0,0,8,0,0,9,0,9,10,8,1,5,7,1,8,10,5,4,0,3,7,0,3,4,3,2,8,0,0,1,0,5,2,9,0,2,1,6,10,5,1,3
n37,5,5,1,0,2,5,1,8,0,0,8,0,0,8,0,9,10,8,1,5,7,1,8,10,5,4,0,3,7,0,3,4,3,2,0,0,9,1,0,5,2,9,0,2,1,6,10,5,1,3
n46,5,5,1,0,9,5,1,1,1,0,8,10,0,0,10,9,0,2,1,5,7,0,8,5,0,9,8,3,7,6,3,0,3,2,6,1,0,1,0,5,6,9,0,2,1,10,10,5,1,5
n45,5,5,1,0,9,5,1,1,1,0,8,10,0,8,10,9,0,2,1,5,7,0,8,0,0,9,8,3,7,6,3,0,3,2,6,1,0,1,0,5,6,9,4,2,1,10,10,5,1,5
n48,5,5,1,0,10,5,1,1,1,0,8,10,0,0,10,9,0,2,1,5,7,1,8,10,10,9,8,3,7,6,3,0,3,2,6,1,4,1,0,5,3,9,2,2,1,0,10,5,1,7
n47,5,5,1,0,10,5,1,1,1,1,8,10,0,0,10,9,0,2,1,5,7,1,8,0,10,9,8,3,7,6,3,0,3,2,6,1,0,1,0,5,0,9,3,2,1,0,10,5,1,0
n52,5,5,1,0,0,5,1,1,1,0,8,10,7,0,10,9,7,2,1,5,7,2,8,0,0,0,8,3,7,6,3,3,3,2,4,3,0,1,2,5,8,9,0,2,1,5,10,5,1,0
n51,5,5,1,0,0,5,1,1,1,0,8,10,0,1,10,9,7,2,1,5,7,2,8,0,5,0,8,3,7,6,3,3,3,2,4,3,5,1,5,5,8,9,0,2,1,0,10,5,1,0
n54,5,5,1,7,2,5,1,1,1,0,8,10,0,4,10,9,7,2,1,5,7,0,8,0,0,3,8,3,7,6,3,0,3,2,0,10,0,1,0,5,8,9,8,2,1,5,10,5,1,0
n53,5,5,1,0,2,5,1,1,1,0,8,10,0,4,10,9,7,2,1,5,7,0,8,0,0,3,8,3,7,6,3,0,3,2,10,0,0,1,0,5,8,9,8,2,1,5,10,5,1,5
n60,5,5,1,0,4,5,1,1,1,0,8,10,6,8,10,9,4,2,1,5,7,10,8,0,8,1,8,3,7,6,3,0,3,2,0,0,0,1,8,5,2,9,9,2,1,7,10,5,1,8
n59,5,5,1,0,4,5,1,1,1,0,8,10,6,8,10,9,4,2,1,5,7,10,8,0,8,1,8,3,7,6,3,1,3,2,7,0,0,1,8,5,2,9,9,2,1,7,10,5,1,8
n62,5,5,1,4,4,5,1,1,1,0,8,10,6,8,10,9,0,2,1,5,7,10,8,0,8,1,8,3,7,6,3,0,3,2,0,0,0,1,8,5,2,9,9,2,1,7,10,5,1,0
n61,5,5,1,0,4,5,1,1,1,0,8,10,6,8,10,9,0,2,1,5,7,10,8,0,8,1,8,3,7,6,3,0,3,2,3,6,0,1,8,5,2,9,9,2,1,7,10,5,1,7
