cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70
n16,6,3,3,4,3,6,7,9,4,3,8,0,3,3,3,1,0,4,0,0,4,0,1,0,1,2,3,4,0,7,2,0,5,2,1,10,7,4,0,8,6,8,10,0,9,10,8,10,1,9,10,10,10,2,7,1,1,5,7,5,7,9,2,10,3,8,6,3,6,6
n15,6,3,3,4,3,6,7,9,4,3,8,0,3,3,3,1,0,4,0,3,4,0,1,0,1,2,3,4,0,7,2,0,5,2,1,10,7,4,0,8,6,8,10,6,9,10,8,10,1,9,10,10,10,2,7,1,1,5,7,5,7,9,2,10,3,8,6,3,6,6
n18,6,0,3,4,3,6,7,9,4,3,8,6,3,3,0,1,0,4,0,0,4,6,1,9,1,2,3,4,0,0,2,0,5,2,1,10,7,4,10,8,6,8,10,0,9,10,8,10,1,9,10,10,10,2,7,1,1,5,7,5,7,9,2,10,3,8,6,1,6,6
n17,6,0,3,4,3,6,7,9,4,3,8,0,3,3,0,1,0,4,0,0,4,6,1,9,1,2,3,4,0,6,2,0,5,2,1,10,7,4,10,8,6,8,10,0,9,10,8,10,1,9,10,10,10,2,7,1,1,5,7,5,7,9,2,10,3,8,6,7,6,6
n22,6,0,3,4,3,6,7,9,4,0,8,3,3,3,0,1,7,4,0,0,4,0,1,0,1,2,3,4,0,3,2,0,5,2,1,10,4,4,0,8,6,8,10,0,9,10,8,10,1,9,10,10,0,2,7,1,1,0,7,5,7,9,2,10,3,8,6,2,6,6
n21,6,0,3,4,3,6,7,9,4,0,8,3,3,3,1,1,7,4,0,0,4,0,1,4,1,2,3,4,0,3,2,0,5,2,1,10,4,4,0,8,6,8,10,5,9,10,8,10,1,9,10,10,0,2,7,1,1,5,7,5,7,9,2,10,3,8,6,2,6,6
n24,6,0,3,4,3,6,7,9,4,7,8,0,3,3,0,1,7,4,0,0,4,0,1,3,1,2,3,4,0,0,2,3,5,2,1,10,0,4,0,8,6,8,10,8,9,10,8,10,1,9,10,10,2,2,7,1,1,0,7,5,7,9,2,10,3,8,6,2,6,6
n23,6,0,3,4,3,6,7,9,4,0,8,0,3,3,0,1,7,4,0,6,4,8,1,3,1,2,3,4,10,0,2,0,5,2,1,10,0,4,0,8,6,8,10,8,9,10,8,10,1,9,10,10,2,2,7,1,1,0,7,5,7,9,2,10,3,8,6,2,6,6
n30,6,0,3,4,3,6,7,9,8,0,0,4,3,4,9,1,9,4,0,10,4,7,1,2,1,2,3,4,9,0,2,0,0,2,1,10,8,4,0,8,0,8,10,9,9,10,8,10,1,9,10,10,0,2,7,2,1,5,7,5,7,9,2,10,3,8,6,0,6,1
n29,6,5,3,4,3,6,7,9,8,0,0,4,3,4,9,1,9,4,0,10,4,7,1,0,1,2,3,4,9,4,2,0,0,2,1,10,3,4,0,8,0,8,10,9,9,10,8,10,1,9,10,10,0,2,7,0,1,5,7,5,7,9,2,10,3,8,6,3,6,1
n32,6,0,3,4,3,6,7,9,0,0,0,0,3,5,9,1,6,4,0,10,4,7,1,0,1,2,3,4,9,0,2,0,3,2,1,10,0,4,2,8,0,8,10,0,9,10,8,10,1,9,10,10,10,2,7,5,1,5,7,5,7,9,2,10,3,8,6,0,6,1
n31,6,0,3,4,3,6,7,9,0,3,0,0,3,5,9,1,0,4,0,10,4,7,1,4,1,2,3,4,9,9,2,0,3,2,1,10,0,4,2,8,0,8,10,0,9,10,8,10,1,9,10,10,0,2,7,5,1,5,7,5,7,9,2,10,3,8,6,0,6,1
n36,6,0,3,4,3,6,7,9,4,4,0,5,3,5,7,1,0,4,5,2,4,7,1,7,1,2,3,4,9,0,2,0,0,2,1,10,0,4,0,8,0,8,10,0,9,10,8,10,1,9,10,10,0,2,7,0,1,5,7,5,7,9,2,10,3,8,6,1,6,1
n35,6,0,3,4,3,6,7,9,4,4,0,5,3,0,7,1,0,4,5,0,4,7,1,7,1,2,3,4,9,0,2,0,0,2,1,10,0,4,0,8,0,8,10,0,9,10,8,10,1,9,10,10,0,2,7,0,1,5,7,5,7,9,2,10,3,8,6,1,6,1
n38,6,0,3,4,3,6,7,9,4,0,1,5,3,0,7,1,0,4,5,7,4,7,1,3,1,2,3,4,9,5,2,5,9,2,1,10,0,4,0,8,0,8,10,7,9,10,8,10,1,9,10,10,0,2,7,0,1,5,7,5,7,9,2,10,3,8,6,1,6,1
n37,6,0,3,4,3,6,7,9,4,0,0,5,3,0,7,1,0,4,5,7,4,7,1,3,1,2,3,4,9,5,2,0,9,2,1,10,0,4,0,8,0,8,10,7,9,10,8,10,1,9,10,10,0,2,7,0,1,5,7,5,7,9,2,10,3,8,6,1,6,1
n46,6,0,3,4,3,6,3,9,1,3,0,0,3,7,0,1,10,4,2,6,4,0,1,10,1,2,3,4,5,2,2,1,0,2,1,10,0,4,10,8,10,8,10,3,9,10,8,10,1,9,10,10,5,2,7,5,1,5,7,5,7,9,2,10,3,8,6,2,6,0
n45,6,0,3,4,3,6,3,9,1,3,0,0,3,7,1,1,10,4,2,6,4,6,1,10,1,2,3,4,5,2,2,1,0,2,1,10,1,4,10,8,10,8,10,3,9,10,8,10,1,9,10,10,5,2,7,5,1,5,7,5,7,9,2,10,3,8,6,2,6,0
n48,6,0,3,4,3,6,4,9,1,3,0,0,3,7,0,1,10,4,10,6,4,0,1,10,1,2,3,4,5,2,2,1,0,2,1,10,0,4,10,8,10,8,10,3,9,10,8,10,1,9,10,10,8,2,7,5,1,5,7,5,7,9,2,10,3,8,6,2,6,0
n47,6,0,3,4,3,6,4,9,1,3,0,0,3,7,0,1,10,4,10,6,4,0,1,10,1,2,3,4,5,2,2,1,0,2,1,10,0,4,10,8,10,8,10,3,9,10,8,10,1,9,10,10,0,2,7,5,1,5,7,5,7,9,2,10,3,8,6,2,6,0
n52,6,0,3,4,3,6,0,9,10,0,0,8,3,7,0,1,10,4,9,6,4,0,1,0,1,2,3,4,7,2,2,0,1,2,1,10,0,4,10,8,10,8,10,3,9,10,8,10,1,9,10,10,0,2,7,5,1,9,7,5,7,9,2,10,3,8,6,2,6,6
n51,6,0,3,4,3,6,0,9,10,0,8,0,3,7,10,1,10,4,9,6,4,8,1,0,1,2,3,4,0,2,2,0,1,2,1,10,0,4,10,8,10,8,10,3,9,10,8,10,1,9,10,10,6,2,7,5,1,5,7,5,7,9,2,10,3,8,6,2,6,6
n54,6,0,3,4,3,6,1,9,10,0,10,2,3,7,0,1,10,4,0,6,4,0,1,0,1,2,3,4,6,2,2,0,0,2,1,10,0,4,10,8,10,8,10,3,9,10,8,10,1,9,10,10,0,2,7,5,1,0,7,5,7,9,2,10,3,8,6,2,6,0
n53,6,0,3,4,3,6,0,9,10,5,10,0,3,7,0,1,10,4,1,6,4,0,1,0,1,2,3,4,6,2,2,9,0,2,1,10,0,4,10,8,10,8,10,3,9,10,8,10,1,9,10,10,1,2,7,5,1,5,7,5,7,9,2,10,3,8,6,2,6,0
n60,6,4,3,4,3,6,0,9,4,9,0,0,3,7,6,1,10,4,6,7,4,0,1,9,1,2,3,4,8,2,2,4,0,2,1,10,1,4,2,8,0,8,10,7,9,10,8,10,1,9,10,10,7,2,7,9,1,6,7,5,7,9,2,10,3,8,6,6,6,5
n59,6,4,3,4,3,6,0,9,4,9,0,0,3,7,6,1,10,4,6,7,4,0,1,9,1,2,3,4,8,2,2,9,0,2,1,10,1,4,2,8,0,8,10,7,9,10,8,10,1,9,10,10,7,2,7,9,1,6,7,5,7,9,2,10,3,8,6,6,6,5
n62,6,4,3,4,3,6,8,9,4,9,4,5,3,7,6,1,10,4,3,0,4,9,1,9,1,2,3,4,8,2,2,0,0,2,1,10,1,4,2,8,0,8,10,7,9,10,8,10,1,9,10,10,7,2,7,9,1,6,7,5,7,9,2,10,3,8,6,6,6,5
n61,6,4,3,4,3,6,0,9,4,9,4,5,3,7,6,1,10,4,3,7,4,9,1,9,1,2,3,4,8,2,2,0,0,2,1,10,1,4,2,8,0,8,10,7,9,10,8,10,1,9,10,10,7,2,7,9,1,6,7,5,7,9,2,10,3,8,6,6,6,5
n66,6,4,3,4,3,6,10,9,4,0,0,7,3,7,6,1,10,4,4,2,4,4,1,9,1,2,3,4,8,2,2,0,0,2,1,10,0,4,2,8,0,8,10,8,9,10,8,10,1,9,10,10,1,2,7,9,1,6,7,5,7,9,2,10,3,8,6,6,6,5
n65,6,4,3,4,3,6,10,9,4,0,0,0,3,7,6,1,10,4,4,0,4,4,1,9,1,2,3,4,8,2,2,0,0,2,1,10,0,4,2,8,0,8,10,8,9,10,8,10,1,9,10,10,0,2,7,9,1,6,7,5,7,9,2,10,3,8,6,6,6,5
n68,6,4,3,4,3,6,0,9,4,0,7,0,3,7,6,1,10,4,4,0,4,4,1,9,1,2,3,4,8,2,2,0,4,2,1,10,0,4,2,8,0,8,10,8,9,10,8,10,1,9,10,10,0,2,7,9,1,6,7,5,7,9,2,10,3,8,6,6,6,5
