cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70
n16,10,5,3,6,0,9,0,4,0,6,9,7,5,2,5,3,7,7,7,9,3,2,0,0,0,4,2,4,7,0,10,1,10,10,0,3,0,9,0,0,9,8,0,2,3,8,4,9,2,2,2,0,9,6,8,1,8,8,8,8,2,7,10,0,1,7,10,6,4,1
n15,10,0,3,6,0,9,0,4,0,6,9,7,5,0,5,3,7,7,7,9,3,2,0,0,3,4,2,4,7,0,10,1,10,10,0,3,0,9,9,0,9,8,2,2,3,8,4,9,2,2,2,0,9,6,8,1,0,8,8,8,2,7,10,0,0,7,10,6,4,1
n18,10,0,3,6,0,9,0,4,9,2,9,7,5,0,5,3,7,7,7,9,3,2,2,0,8,4,2,4,7,9,10,1,10,10,0,3,0,0,2,0,9,8,0,2,3,8,4,9,2,2,2,0,9,6,8,1,2,8,8,8,2,7,10,0,0,7,10,9,4,0
n17,10,0,3,6,0,9,0,4,0,2,9,7,5,0,5,3,7,7,7,9,3,2,2,0,8,4,2,4,7,9,10,1,10,10,8,3,0,4,2,0,9,8,0,2,3,8,4,9,2,2,2,3,9,6,8,1,4,8,8,8,2,7,10,0,0,7,10,9,4,0
n22,10,0,3,6,0,9,0,4,0,0,9,7,5,0,5,3,7,7,7,9,3,2,0,3,10,4,2,4,7,0,10,1,10,10,7,3,0,4,0,0,9,8,0,2,3,8,4,9,2,2,2,0,9,6,8,1,2,8,8,8,0,7,10,2,0,7,10,0,4,0
n21,10,0,3,6,0,9,0,4,0,0,9,7,5,2,5,3,7,7,7,9,3,2,0,3,10,4,2,4,7,0,10,1,10,10,0,3,7,4,0,5,9,8,4,2,3,8,4,9,2,2,2,0,9,6,8,1,2,8,8,8,0,7,10,2,0,7,10,0,4,0
n24,10,0,3,6,3,9,0,4,5,0,9,7,5,0,5,3,7,7,7,9,3,2,0,3,10,4,2,4,7,6,10,1,10,10,0,3,4,4,0,10,9,8,0,2,3,8,4,9,2,2,2,0,9,6,8,1,0,8,8,8,3,7,10,2,0,7,10,2,4,0
n23,10,0,3,6,0,9,0,4,4,8,9,7,5,0,5,3,7,7,7,9,3,2,0,3,10,4,2,4,7,0,10,1,10,10,0,3,4,4,0,10,9,8,0,2,3,8,4,9,2,2,2,0,9,6,8,1,0,8,8,8,3,7,10,2,0,7,10,2,4,0
n30,10,7,0,6,0,9,5,4,0,0,9,7,5,1,10,3,7,7,9,9,3,2,4,0,6,4,2,4,7,0,10,8,10,10,0,3,2,0,7,3,9,3,10,2,3,8,4,9,10,2,2,0,9,0,8,1,0,8,8,8,5,7,10,0,0,7,10,0,4,7
n29,10,7,0,6,0,9,0,4,0,0,9,7,5,1,0,3,7,7,9,9,3,2,0,0,6,4,2,4,7,0,10,8,10,10,1,3,0,0,7,3,9,3,0,2,3,8,4,9,0,2,2,0,9,0,8,1,0,8,8,8,5,0,10,0,0,7,10,0,4,7
