cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50
n16,0,0,9,7,7,8,5,1,9,6,9,0,5,2,5,8,1,0,1,3,8,2,7,10,8,0,4,0,9,0,7,10,1,2,1,10,10,1,4,1,5,4,7,7,5,7,2,2,0,2
n15,0,0,9,7,7,8,5,1,9,6,9,0,5,2,5,8,1,1,0,3,8,2,7,10,8,0,4,1,9,0,7,0,1,2,1,10,10,1,4,1,5,4,7,7,5,7,2,2,0,2
n18,0,0,9,7,7,8,5,1,9,6,9,0,5,2,0,8,1,10,7,3,8,2,7,10,1,0,4,0,9,2,7,0,1,2,1,0,10,1,1,10,5,4,7,7,5,7,2,2,1,2
n17,0,0,9,7,7,8,5,0,9,6,9,0,5,2,0,8,1,10,7,3,8,2,7,10,1,7,4,0,9,2,7,0,1,2,1,0,10,1,0,0,5,4,7,7,5,7,2,2,0,2
n22,7,7,9,7,7,8,5,9,9,6,9,0,5,2,7,8,1,6,4,3,8,2,7,10,9,3,4,0,9,0,7,0,0,2,1,5,10,1,8,7,5,4,7,7,5,7,2,2,2,2
n21,7,7,9,7,7,8,5,9,9,6,9,0,5,2,5,8,1,6,4,3,8,2,7,10,9,3,4,0,9,0,7,0,0,2,1,5,10,1,8,7,5,4,7,7,5,7,2,2,2,2
n24,7,7,9,7,7,8,5,9,9,6,9,2,5,2,0,8,1,6,4,3,8,2,7,10,9,0,4,0,9,10,7,0,0,2,1,7,10,1,0,7,5,4,7,7,5,7,2,2,2,2
n23,7,7,9,7,7,8,5,9,9,6,9,0,5,2,0,8,1,6,4,3,8,2,7,10,9,0,4,0,9,10,7,0,0,2,1,0,10,1,0,7,5,4,7,7,5,7,2,2,2,2
n30,8,0,9,7,7,0,5,0,9,6,9,2,5,2,2,8,1,1,0,3,8,2,7,10,0,7,4,0,7,2,7,2,7,2,1,10,10,1,10,0,5,4,7,7,5,7,2,2,0,2
n29,8,0,9,7,7,6,5,2,9,6,9,2,5,2,0,8,1,1,0,3,8,2,7,10,0,7,4,0,0,2,7,0,7,2,1,10,10,1,10,2,5,4,7,7,5,7,2,2,5,2
n32,8,0,9,7,7,0,5,0,9,6,9,2,5,2,8,8,1,1,0,3,8,2,7,10,0,0,4,0,0,0,7,9,7,2,1,10,10,1,10,0,5,4,7,7,5,7,2,2,0,2
n31,8,0,9,7,7,0,5,0,9,6,9,2,5,2,7,8,1,1,0,3,8,2,7,10,0,0,4,0,0,0,7,0,7,2,1,10,10,1,10,0,5,4,7,7,5,7,2,2,0,2
n36,2,1,9,7,7,0,5,9,9,6,9,0,5,2,0,8,1,0,0,3,8,2,7,10,0,5,4,3,6,0,7,0,7,2,1,10,10,1,10,0,5,4,7,7,5,7,2,2,0,2
n35,0,1,9,7,7,0,5,0,9,6,9,0,5,2,0,8,1,0,0,3,8,2,7,10,0,8,4,3,6,0,7,0,7,2,1,10,10,1,10,0,5,4,7,7,5,7,2,2,0,2
n38,9,1,9,7,7,0,5,5,9,6,9,9,5,2,5,8,1,0,7,3,8,2,7,10,0,0,4,0,6,0,7,0,7,2,1,10,10,1,10,0,5,4,7,7,5,7,2,2,0,2
n37,9,1,9,7,7,0,5,5,9,6,9,10,5,2,0,8,1,5,7,3,8,2,7,10,0,0,4,0,6,0,7,0,7,2,1,10,10,1,10,0,5,4,7,7,5,7,2,2,0,2
n46,8,1,10,7,7,10,5,0,9,6,0,0,5,2,4,8,1,10,0,3,8,2,7,10,3,0,4,0,0,0,7,10,3,2,3,4,10,1,3,1,5,4,7,7,5,7,2,2,0,2
n45,8,1,10,7,7,0,5,4,9,6,0,0,5,2,4,8,1,10,0,3,8,2,7,10,3,0,4,2,0,10,7,10,0,2,0,4,10,1,3,1,5,4,7,7,5,7,2,2,2,2
n48,8,1,10,7,7,0,5,0,9,6,0,0,5,2,4,8,1,10,0,3,8,2,7,10,3,9,4,2,4,0,7,10,0,2,0,4,10,1,3,1,5,4,7,7,5,7,2,2,7,2
n47,8,1,10,7,7,0,5,0,9,6,0,0,5,2,4,8,1,10,0,3,8,2,7,10,3,9,4,2,10,0,7,10,0,2,5,4,10,1,3,1,5,4,7,7,5,7,2,2,7,2
n52,8,1,10,7,7,7,5,9,9,6,0,0,5,2,4,8,1,10,10,3,8,2,7,10,3,0,4,0,0,9,7,10,3,2,6,4,10,1,0,1,5,4,7,7,5,7,2,2,6,2
n51,8,1,10,7,7,7,5,9,9,6,0,0,5,2,4,8,1,10,10,3,8,2,7,10,3,0,4,10,10,9,7,10,3,2,6,4,10,1,0,1,5,4,7,7,5,7,2,2,6,2
n54,8,1,10,7,7,7,5,9,9,6,0,10,5,2,4,8,1,10,10,3,8,2,7,10,3,0,4,0,0,9,7,10,3,2,6,4,10,1,0,1,5,4,7,7,5,7,2,2,6,2
n53,8,1,10,7,7,7,5,9,9,6,0,10,5,2,4,8,1,10,10,3,8,2,7,10,3,10,4,2,0,9,7,10,3,2,6,4,10,1,0,1,5,4,7,7,5,7,2,2,6,2
n60,8,6,10,7,7,0,5,0,9,6,0,6,5,2,4,8,1,6,5,3,8,2,7,10,3,10,4,0,0,9,7,10,0,2,0,5,10,1,10,1,5,4,7,7,5,7,2,2,0,2
n59,8,6,10,7,7,0,5,3,9,6,0,6,5,2,4,8,1,6,5,3,8,2,7,10,3,10,4,0,0,9,7,10,0,2,9,5,10,1,10,1,5,4,7,7,5,7,2,2,0,2
n62,8,6,10,7,7,0,5,8,9,6,2,6,5,2,4,8,1,6,5,3,8,2,7,10,3,10,4,0,8,9,7,10,3,2,0,5,10,1,10,1,5,4,7,7,5,7,2,2,4,2
n61,8,6,10,7,7,0,5,8,9,6,2,6,5,2,4,8,1,6,5,3,8,2,7,10,3,10,4,0,8,9,7,10,0,2,0,5,10,1,10,1,5,4,7,7,5,7,2,2,4,2
n66,8,6,10,7,7,0,5,10,9,6,0,6,5,2,4,8,1,0,5,3,8,2,7,10,3,1,4,0,10,9,7,10,0,2,5,5,10,1,10,1,5,4,7,7,5,7,2,2,0,2
n65,8,6,10,7,7,7,5,0,9,6,0,6,5,2,4,8,1,0,5,3,8,2,7,10,3,1,4,0,10,9,7,10,0,2,5,5,10,1,10,1,5,4,7,7,5,7,2,2,0,2
n68,8,6,10,7,7,8,5,0,9,6,0,6,5,2,4,8,1,6,5,3,8,2,7,10,3,0,4,0,2,9,7,10,0,2,5,5,10,1,10,1,5,4,7,7,5,7,2,2,0,2
n67,8,6,10,7,7,8,5,10,9,6,0,6,5,2,4,8,1,6,5,3,8,2,7,10,3,9,4,0,2,9,7,10,0,2,5,5,10,1,10,1,5,4,7,7,5,7,2,2,0,2
