cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50
n16,0,4,3,3,9,10,1,9,6,0,7,1,7,9,0,3,5,4,9,5,9,9,0,8,1,6,4,3,0,7,5,5,3,0,1,0,0,7,10,7,2,0,7,3,5,8,3,6,7,5
n15,0,4,3,3,9,10,1,9,6,0,7,1,7,9,0,3,5,4,9,5,9,9,0,8,1,6,4,3,0,7,5,5,3,0,1,0,0,7,10,7,2,7,7,3,5,8,3,6,7,5
n18,0,4,3,3,9,10,1,9,6,0,7,1,0,0,0,3,5,4,9,5,9,9,0,8,1,3,4,3,0,7,5,5,3,0,1,0,0,7,10,7,2,0,7,3,5,8,3,6,7,5
n17,0,4,3,3,9,10,1,9,6,0,7,1,0,0,0,3,5,4,9,5,9,9,0,8,1,3,4,3,0,7,5,5,3,0,1,0,0,7,10,7,2,0,7,3,5,8,3,6,7,5
n22,2,4,3,3,9,10,1,9,6,0,7,1,5,0,0,3,5,0,9,5,2,9,0,8,1,2,4,3,0,7,5,5,3,10,0,0,2,7,10,7,2,1,7,3,5,8,3,6,7,5
n21,0,4,3,3,9,10,1,9,6,0,7,1,5,0,0,3,5,0,9,5,2,9,0,8,1,0,4,3,0,7,5,5,3,0,0,0,2,7,10,7,2,1,7,3,5,8,3,6,7,5
n24,3,4,3,3,9,10,1,9,6,0,7,1,5,0,9,3,5,0,9,5,2,9,2,8,1,10,4,3,3,7,5,5,3,0,0,2,0,7,10,7,2,8,7,3,5,8,3,6,7,5
n23,3,4,3,3,9,10,1,9,6,4,7,1,5,0,9,3,5,0,9,5,2,9,0,8,1,0,4,3,3,7,5,5,3,0,0,0,0,7,10,7,2,8,7,3,5,8,3,6,7,5
n30,7,4,3,3,9,1,1,9,6,0,7,1,7,9,0,3,5,0,9,5,0,9,0,8,1,0,4,3,0,7,5,5,3,2,0,0,5,7,10,7,2,5,7,3,5,8,3,6,7,5
n29,7,4,3,3,9,1,1,9,6,0,7,1,7,9,1,3,5,0,9,5,0,9,2,8,1,0,4,3,7,7,5,5,3,2,0,0,5,7,10,7,2,5,7,3,5,8,3,6,7,5
