cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50
n16,0,0,4,7,0,0,5,7,0,7,10,8,6,0,10,9,2,3,3,5,1,3,7,1,3,1,10,10,8,8,6,7,2,6,3,7,6,3,0,4,6,2,1,8,8,6,1,5,6,0
n15,0,0,4,7,0,1,5,7,0,7,10,8,6,0,10,9,2,3,3,5,1,3,7,1,3,1,10,10,8,8,3,7,2,6,0,7,6,3,0,4,6,2,1,8,8,6,1,0,6,0
n18,9,0,4,7,7,0,5,7,0,7,10,8,6,1,10,9,2,3,3,5,1,3,7,1,3,1,10,10,8,8,0,7,2,6,0,7,6,3,0,4,6,2,1,8,8,6,1,9,6,0
n17,9,10,4,7,7,0,5,7,0,7,10,8,6,1,10,9,2,3,3,5,1,3,7,1,3,1,10,10,8,8,0,7,2,6,0,7,6,3,10,4,6,2,1,8,8,6,1,0,6,0
n22,0,0,4,7,0,0,5,7,5,7,10,8,6,0,10,9,2,3,3,5,0,3,0,1,3,1,10,10,8,8,0,7,2,6,8,7,6,3,1,4,6,7,1,8,8,6,1,8,6,6
n21,0,6,4,7,0,0,5,7,5,7,10,8,6,0,10,9,2,3,3,5,0,3,0,1,3,1,10,10,8,8,0,7,2,6,8,7,6,3,1,4,6,7,1,8,8,6,1,8,6,6
n24,0,0,4,7,2,0,5,7,0,7,10,8,6,0,10,9,2,3,3,5,0,3,0,1,3,1,10,10,8,8,0,7,2,6,7,7,6,3,0,4,6,7,1,8,8,6,1,0,6,6
n23,0,0,4,7,2,0,5,7,0,7,10,8,6,0,10,9,2,3,3,5,0,3,0,1,3,1,10,10,8,8,0,7,2,6,0,7,6,3,0,4,6,7,1,8,8,6,1,0,6,6
n30,0,2,4,7,0,1,5,7,0,7,10,8,6,0,10,9,2,3,3,5,0,0,1,1,3,1,10,10,8,8,2,7,2,6,4,7,6,3,0,4,6,10,1,8,8,6,1,0,6,0
n29,0,2,4,7,0,1,5,7,0,7,10,8,6,0,10,9,2,3,3,5,0,0,1,1,3,1,10,10,8,8,2,7,2,6,4,7,6,3,0,4,6,10,1,8,8,6,1,0,6,0
n32,3,2,4,7,0,0,5,7,0,7,10,8,6,0,10,9,2,3,3,5,0,0,1,1,3,1,10,10,8,8,2,7,2,6,4,7,6,3,0,4,6,9,1,8,8,6,1,2,6,0
n31,0,2,4,7,0,0,5,7,0,7,10,8,6,0,10,9,2,3,3,5,0,0,1,1,3,1,10,10,8,8,2,7,2,6,4,7,6,3,0,4,6,0,1,8,8,6,1,2,6,0
