cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90
n16,3,5,1,7,4,0,8,1,0,6,7,8,3,0,7,8,2,7,6,2,1,7,0,3,1,1,4,6,2,9,4,8,1,5,10,9,5,6,0,7,8,10,0,10,3,6,5,8,4,6,2,7,10,9,6,9,5,3,0,1,4,3,6,1,7,8,8,5,3,2,1,2,10,7,1,9,0,2,6,4,6,2,4,2,7,8,6,2,0,3
n15,3,5,0,7,0,0,8,1,0,6,7,8,3,0,7,8,2,7,6,2,1,7,0,3,1,1,4,6,2,9,4,8,1,5,10,9,5,6,0,7,8,10,0,10,3,6,5,8,0,6,2,7,10,9,6,9,5,3,5,1,4,0,6,1,7,8,8,5,3,2,1,2,10,7,1,9,0,2,6,4,6,2,4,2,7,8,6,2,0,3
n18,3,5,4,7,8,0,8,1,0,6,0,8,3,0,7,8,2,7,6,2,1,7,0,3,1,1,4,6,0,9,4,8,1,5,10,0,5,6,5,7,8,10,0,10,3,6,5,8,0,6,2,7,10,9,6,0,5,3,5,1,4,0,6,1,7,8,8,5,0,2,1,2,10,7,0,9,0,2,6,4,6,2,4,2,7,8,6,2,0,3
n17,3,5,4,7,6,0,8,1,0,6,0,8,3,0,7,8,2,7,6,2,1,7,0,3,1,1,4,6,0,9,4,8,1,5,10,0,5,6,0,7,8,10,0,10,3,6,5,8,0,6,2,7,10,9,6,7,5,3,5,1,4,0,6,1,7,8,8,5,0,2,1,2,10,7,0,9,0,2,6,4,6,2,4,2,7,8,6,2,3,3
n22,3,5,2,7,0,3,8,1,0,6,1,8,3,6,7,8,2,7,6,2,1,7,0,3,1,1,4,6,0,9,4,8,1,5,10,3,0,6,0,7,8,10,1,10,3,6,5,8,0,6,2,7,9,9,6,0,5,3,2,1,4,10,6,1,7,8,8,0,0,2,1,2,10,7,0,9,6,2,6,4,6,2,4,2,7,8,6,2,1,3
n21,3,5,0,7,0,3,8,1,0,6,1,8,3,6,7,8,2,7,6,2,1,7,0,3,1,1,4,6,8,9,4,8,1,5,10,3,2,6,0,7,8,10,1,10,3,6,5,8,0,6,2,7,5,9,6,0,5,3,2,1,4,10,6,1,7,8,4,0,0,2,1,2,10,7,0,9,6,2,6,4,6,2,4,2,7,8,6,2,1,3
n24,3,5,0,7,0,3,8,1,8,6,1,8,3,0,7,8,2,7,6,2,1,7,0,3,1,1,4,6,6,9,4,8,1,5,10,3,9,6,0,7,8,10,0,10,3,6,5,8,7,6,2,7,6,9,6,0,5,3,0,1,4,8,6,1,7,8,8,4,0,2,1,2,10,7,0,9,6,2,6,4,6,2,4,2,7,8,6,2,1,3
n23,3,5,0,7,3,3,8,1,8,6,1,8,3,0,7,8,2,7,6,2,1,7,0,3,1,1,4,6,6,9,4,8,1,5,10,3,9,6,0,7,8,10,0,10,3,6,5,8,7,6,2,7,0,9,6,6,5,3,0,1,4,0,6,1,7,8,8,4,10,2,1,2,10,7,2,9,6,2,6,4,6,2,4,2,7,8,6,2,1,3
n30,3,8,2,7,9,0,1,1,0,6,0,8,3,0,7,8,2,7,6,2,1,7,0,3,1,1,4,6,9,9,4,8,1,5,10,0,9,6,0,7,7,10,9,3,3,10,5,8,5,6,2,7,7,9,5,7,5,3,9,1,4,0,6,1,7,8,0,0,0,2,0,2,10,7,0,9,7,2,6,4,6,2,4,2,7,8,6,2,5,3
n29,3,0,0,7,9,0,1,1,0,6,0,8,3,0,7,8,2,7,6,2,1,7,0,3,1,1,4,6,9,9,4,8,1,5,10,0,9,6,0,7,7,10,9,3,3,10,5,8,5,6,2,7,7,9,5,7,5,3,9,1,4,0,6,1,7,8,0,0,9,2,0,2,10,7,0,9,7,2,6,4,6,2,4,2,7,8,6,2,5,3
