cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50
n16,0,1,1,8,6,2,3,2,7,9,6,7,8,7,4,6,7,8,10,2,4,5,6,0,10,0,7,5,5,1,1,10,6,0,7,6,3,10,0,0,10,8,1,4,5,0,0,3,4,4
n15,0,1,1,0,6,0,3,2,8,9,6,7,8,7,4,6,7,8,10,2,4,5,6,0,10,1,7,5,5,1,1,10,6,0,7,6,3,8,0,0,0,8,1,4,5,7,0,3,4,4
n18,0,1,1,0,6,0,3,2,0,9,6,7,8,7,0,6,7,8,10,2,4,5,4,4,10,8,7,5,5,1,1,10,6,1,7,6,0,0,0,8,0,8,1,0,0,8,0,3,4,4
n17,0,1,1,0,6,0,3,2,0,9,6,7,8,7,0,6,7,8,10,2,4,5,0,0,10,8,7,5,5,1,1,10,6,1,7,6,0,0,0,0,9,8,1,0,0,0,0,3,4,4
n22,9,1,9,3,6,0,3,2,6,9,6,7,8,7,0,6,7,8,10,2,4,5,9,9,10,0,7,5,5,1,1,10,6,0,7,6,0,5,0,5,8,8,1,0,0,0,0,3,4,4
n21,9,1,9,3,6,0,3,2,0,9,6,7,8,7,10,6,7,8,10,2,4,5,9,0,10,0,7,5,5,1,1,10,6,0,7,6,0,5,0,0,0,8,1,0,0,1,0,3,4,4
n24,9,1,8,0,6,0,3,2,0,9,6,7,8,7,0,6,7,8,10,2,4,5,0,0,10,1,7,5,5,1,1,10,6,0,7,6,10,5,7,0,0,8,1,4,0,2,7,3,4,4
n23,9,1,8,0,6,0,3,2,0,9,6,7,8,7,0,6,7,8,10,2,4,5,0,0,10,0,7,5,5,1,1,10,6,0,7,6,10,5,7,10,8,8,1,4,0,2,0,3,4,4
n30,0,1,0,3,6,3,3,2,0,9,6,7,8,7,10,0,7,0,10,2,4,5,4,0,10,6,7,5,5,1,1,10,6,9,7,6,0,4,0,5,0,8,1,5,6,0,0,3,4,4
n29,0,1,0,3,6,0,3,2,0,9,6,7,8,7,10,0,7,0,10,2,4,5,0,8,10,0,7,5,5,1,1,10,6,9,7,6,5,4,5,5,0,8,1,5,6,0,0,3,4,4
n32,6,1,0,3,6,0,3,2,0,9,6,7,8,7,10,0,7,0,10,2,4,5,0,2,10,0,7,5,5,1,1,10,6,9,7,6,0,4,0,5,0,8,1,5,6,0,0,3,4,4
n31,6,1,8,3,6,0,3,2,0,9,6,7,8,7,10,0,7,0,10,2,4,5,0,0,10,0,7,5,5,1,1,10,6,9,7,6,0,4,4,5,0,8,1,5,6,0,0,3,4,4
n36,5,1,0,3,6,0,3,2,7,9,6,7,8,7,0,8,7,0,10,2,4,5,0,0,10,5,7,5,5,1,1,10,6,0,7,6,4,2,10,0,2,8,1,0,0,0,0,3,4,4
n35,5,1,0,3,6,0,3,2,7,9,6,7,8,7,0,8,7,0,10,2,4,5,0,9,10,5,7,5,5,1,1,10,6,0,7,6,4,0,0,0,2,8,1,0,4,4,0,3,4,4
n38,5,1,0,3,6,6,3,2,0,9,6,7,8,7,0,8,7,0,10,2,4,5,0,0,10,5,7,5,5,1,1,10,6,0,7,6,4,2,0,9,1,8,1,0,0,4,5,3,4,4
n37,5,1,0,3,6,6,3,2,5,9,6,7,8,7,0,8,7,0,10,2,4,5,0,0,10,5,7,5,5,1,1,10,6,0,7,6,4,2,0,0,8,8,1,3,0,0,0,3,4,4
n46,0,1,1,0,6,0,3,2,0,9,0,7,8,7,5,2,7,2,10,2,4,5,0,8,10,2,7,5,5,1,1,10,6,0,0,6,5,8,0,7,4,8,8,3,0,0,3,3,4,4
n45,0,1,1,10,6,0,3,2,0,9,0,7,8,7,5,2,7,2,10,2,4,5,0,8,10,2,7,5,5,1,1,10,6,4,0,6,5,8,1,7,4,8,8,3,0,0,3,3,4,4
n48,0,1,1,8,6,0,3,2,6,9,0,7,8,7,0,2,7,0,10,2,4,5,6,8,10,2,7,5,5,1,1,10,6,2,0,6,5,8,0,2,4,8,8,3,0,4,3,3,4,4
n47,0,1,1,8,6,0,3,2,6,9,10,7,8,7,0,2,7,0,10,2,4,5,0,8,10,2,7,5,5,1,1,10,6,0,0,6,5,8,0,2,4,8,8,3,0,0,3,3,4,4
n52,0,1,1,0,6,0,3,2,0,9,0,7,8,7,0,0,7,10,10,2,4,5,0,8,10,2,7,5,5,1,1,10,6,0,0,6,5,8,8,0,0,8,5,0,0,0,3,3,4,4
n51,0,1,1,2,6,0,3,2,0,9,0,7,8,7,1,0,7,10,10,2,4,5,0,8,10,2,7,5,5,1,1,10,6,0,0,6,5,8,0,0,0,8,5,0,0,0,3,3,4,4
n54,0,1,1,6,6,3,3,2,0,9,8,7,8,7,8,0,7,10,10,2,4,5,3,8,10,2,7,5,5,1,1,10,6,0,3,6,5,8,0,0,9,8,9,0,0,0,3,3,4,4
n53,0,1,1,6,6,3,3,2,1,9,3,7,8,7,0,0,7,10,10,2,4,5,0,8,10,2,7,5,5,1,1,10,6,0,3,6,5,8,0,0,0,8,9,0,0,7,3,3,4,4
n60,0,1,1,10,6,0,3,2,10,9,0,7,8,7,3,0,7,0,10,2,4,5,3,8,10,2,7,5,5,1,1,10,6,0,0,6,1,6,10,0,6,8,0,0,0,0,3,3,4,4
n59,0,1,1,10,6,0,3,2,10,9,0,7,8,7,3,0,7,0,10,2,4,5,3,8,10,2,7,5,5,1,1,10,6,0,0,6,1,6,0,0,0,8,0,0,0,0,3,3,4,4
n62,0,1,1,10,6,0,3,2,0,9,0,7,8,7,3,2,7,9,10,2,4,5,3,8,10,2,7,5,5,1,1,10,6,0,0,6,0,6,0,5,0,8,7,0,0,0,3,3,4,4
n61,0,1,1,10,6,0,3,2,0,9,0,7,8,7,3,0,7,9,10,2,4,5,3,8,10,2,7,5,5,1,1,10,6,0,0,6,0,6,0,5,0,8,7,10,0,1,3,3,4,4
n66,0,1,1,8,6,0,3,2,0,9,0,7,8,7,3,0,7,8,10,2,4,5,3,8,10,2,7,5,5,1,1,10,6,0,0,6,0,6,3,4,0,8,3,0,7,1,3,3,4,4
n65,0,1,1,8,6,0,3,2,0,9,0,7,8,7,3,0,7,8,10,2,4,5,3,8,10,2,7,5,5,1,1,10,6,0,0,6,0,6,3,4,0,8,3,10,7,1,3,3,4,4
n68,0,1,1,8,6,8,3,2,0,9,0,7,8,7,3,0,7,3,10,2,4,5,3,8,10,2,7,5,5,1,1,10,6,0,0,6,7,6,3,1,0,8,3,6,10,1,3,3,4,4
n67,0,1,1,8,6,0,3,2,0,9,0,7,8,7,3,0,7,3,10,2,4,5,3,8,10,2,7,5,5,1,1,10,6,0,8,6,0,6,3,1,0,8,3,6,10,1,3,3,4,4
n78,2,1,4,2,6,0,3,2,6,9,0,7,8,7,8,0,7,7,10,2,7,5,0,0,10,3,7,9,5,1,1,10,6,3,4,6,8,0,8,8,0,5,6,5,8,3,0,3,4,4
n77,2,1,4,2,6,0,3,2,6,9,0,7,8,7,0,0,7,7,10,2,7,5,8,0,10,3,7,0,5,1,1,10,6,3,4,6,8,2,8,8,0,5,6,5,8,3,0,3,4,4
n80,2,1,4,2,6,8,3,2,6,9,0,7,8,7,0,0,7,7,10,2,7,5,0,0,10,3,7,4,5,1,1,10,6,0,4,6,8,0,8,8,0,5,6,5,8,0,2,3,4,4
n79,2,1,4,2,6,9,3,2,6,9,7,7,8,7,0,5,7,7,10,2,7,5,0,0,10,3,7,4,5,1,1,10,6,0,4,6,8,0,8,8,0,5,6,5,8,10,0,3,4,4
n84,0,1,4,2,6,6,3,2,2,9,0,7,8,7,0,0,7,7,10,2,8,5,0,10,10,3,7,5,5,1,1,10,6,0,4,6,4,0,8,8,0,7,6,0,2,5,2,3,4,4
n83,0,1,4,2,6,0,3,2,2,9,0,7,8,7,0,0,7,7,10,2,8,5,0,10,10,3,7,0,5,1,1,10,6,0,4,6,0,6,8,8,0,7,6,0,2,0,2,3,4,4
n86,0,1,4,2,6,0,3,2,2,9,2,7,8,7,10,7,7,7,10,2,8,5,0,10,10,3,7,0,5,1,1,10,6,0,4,6,0,0,8,8,0,7,6,2,2,5,2,3,4,4
n85,0,1,4,2,6,0,3,2,2,9,0,7,8,7,10,5,7,7,10,2,8,5,0,10,10,3,7,0,5,1,1,10,6,0,4,6,0,0,8,8,0,7,6,0,2,0,2,3,4,4
n92,0,1,0,2,6,0,3,2,0,9,8,7,8,7,0,9,7,7,10,2,1,5,2,0,10,3,7,0,5,1,1,10,6,0,0,6,2,6,0,8,0,1,7,3,10,2,5,3,4,4
n91,0,1,0,2,6,0,3,2,10,9,8,7,8,7,0,9,7,7,10,2,1,5,2,0,10,3,7,0,5,1,1,10,6,0,0,6,2,6,0,8,3,1,7,3,10,2,8,3,4,4
n94,0,1,0,2,6,1,3,2,8,9,8,7,8,7,0,9,7,7,10,2,1,5,2,9,10,3,7,6,5,1,1,10,6,8,0,6,2,6,2,8,0,1,7,3,0,2,4,3,4,4
n93,2,1,0,2,6,0,3,2,0,9,8,7,8,7,0,9,7,7,10,2,1,5,2,0,10,3,7,6,5,1,1,10,6,8,10,6,2,6,0,8,0,1,7,3,0,2,4,3,4,4
n98,0,1,1,2,6,0,3,2,0,9,8,7,8,7,0,0,7,7,10,2,1,5,1,0,10,3,7,0,5,1,1,10,6,8,3,6,2,6,0,8,6,0,7,3,5,4,0,3,4,4
n97,0,1,1,2,6,0,3,2,0,9,8,7,8,7,0,3,7,7,10,2,1,5,0,0,10,3,7,0,5,1,1,10,6,8,3,6,2,6,0,8,6,0,7,3,5,4,0,3,4,4
n100,0,1,1,2,6,3,3,2,10,9,8,7,8,7,4,0,7,7,10,2,1,5,0,0,10,3,7,0,5,1,1,10,6,7,8,6,2,6,0,8,6,1,7,3,5,4,6,3,4,4
n99,0,1,1,2,6,3,3,2,10,9,8,7,8,7,4,0,7,7,10,2,1,5,5,0,10,3,7,2,5,1,1,10,6,7,8,6,2,6,0,8,6,0,7,3,5,4,6,3,4,4
n108,8,1,4,2,6,0,3,2,0,9,0,7,8,7,6,7,7,7,10,2,4,5,0,9,10,3,7,6,5,1,1,10,6,5,3,6,3,10,6,2,7,7,0,3,0,0,7,3,4,4
n107,8,1,4,2,6,0,3,2,1,9,0,7,8,7,0,0,7,7,10,2,4,5,0,9,10,3,7,6,5,1,1,10,6,5,3,6,3,10,4,2,7,7,0,0,5,0,7,3,4,4
n110,8,1,4,2,6,0,3,2,1,9,0,7,8,7,4,5,7,7,10,2,4,5,3,3,10,3,7,6,5,1,1,10,6,5,3,6,3,10,0,0,7,0,8,4,0,0,0,3,4,4
n109,8,1,4,2,6,0,3,2,0,9,0,7,8,7,4,5,7,7,10,2,4,5,0,0,10,3,7,6,5,1,1,10,6,5,3,6,3,10,6,0,7,0,0,4,0,0,0,3,4,4
n114,0,1,4,2,6,10,3,2,0,9,0,7,8,7,9,5,7,7,10,2,4,5,10,0,10,3,7,6,5,1,1,10,6,5,3,6,3,10,0,2,7,0,10,5,0,0,10,3,4,4
n113,6,1,4,2,6,0,3,2,0,9,9,7,8,7,9,5,7,7,10,2,4,5,10,0,10,3,7,6,5,1,1,10,6,5,3,6,3,10,0,2,7,0,0,5,0,0,0,3,4,4
n116,6,1,4,2,6,0,3,2,0,9,0,7,8,7,9,5,7,7,10,2,4,5,10,0,10,3,7,6,5,1,1,10,6,5,3,6,3,10,0,2,7,3,0,0,0,0,0,3,4,4
n115,0,1,4,2,6,0,3,2,1,9,1,7,8,7,9,5,7,7,10,2,4,5,10,0,10,3,7,6,5,1,1,10,6,5,3,6,3,10,0,2,7,3,2,0,0,0,0,3,4,4
n122,0,1,4,2,6,9,3,2,4,9,0,7,8,7,0,0,7,7,10,2,4,5,1,0,10,3,7,0,5,1,1,10,6,5,1,6,3,10,6,8,7,5,5,8,7,0,0,3,4,4
n121,7,1,4,2,6,9,3,2,4,9,6,7,8,7,0,1,7,7,10,2,4,5,1,3,10,3,7,8,5,1,1,10,6,5,0,6,3,10,6,8,7,0,5,8,7,0,0,3,4,4
n124,8,1,4,2,6,9,3,2,4,9,0,7,8,7,5,10,7,7,10,2,4,5,0,0,10,3,7,0,5,1,1,10,6,5,3,6,3,10,0,0,7,0,5,8,0,0,0,3,4,4
n123,8,1,4,2,6,9,3,2,4,9,0,7,8,7,5,10,7,7,10,2,4,5,0,0,10,3,7,0,5,1,1,10,6,5,0,6,3,10,9,0,7,0,5,8,0,3,0,3,4,4
n128,4,1,4,2,6,9,3,2,0,9,4,7,8,7,0,0,7,7,10,2,4,5,0,0,10,3,7,5,5,1,1,10,6,5,0,6,3,10,0,0,7,0,4,0,0,0,9,3,4,4
n127,4,1,4,2,6,9,3,2,0,9,4,7,8,7,0,0,7,7,10,2,4,5,0,0,10,3,7,5,5,1,1,10,6,5,0,6,3,10,0,0,7,0,4,2,0,0,0,3,4,4
n130,4,1,4,2,6,9,3,2,3,9,0,7,8,7,0,0,7,7,10,2,4,5,0,0,10,3,7,5,5,1,1,10,6,5,0,6,3,10,0,10,7,10,4,0,0,5,9,3,4,4
n129,4,1,4,2,6,9,3,2,3,9,0,7,8,7,0,0,7,7,10,2,4,5,0,0,10,3,7,5,5,1,1,10,6,5,3,6,3,10,0,10,7,0,4,0,0,5,0,3,4,4
n142,1,9,10,5,6,0,3,2,9,9,0,7,8,1,4,0,7,3,2,2,2,5,10,6,10,9,7,8,5,3,1,0,1,6,4,6,3,0,0,10,0,0,0,5,7,1,0,3,4,4
n141,0,9,10,5,6,0,3,2,9,9,0,7,8,1,4,5,7,3,2,2,2,5,10,6,10,9,7,8,5,3,1,0,2,6,4,6,0,0,0,10,9,0,0,5,7,1,0,3,4,4
n144,0,9,10,5,6,0,3,2,9,9,0,7,8,1,4,6,7,3,6,2,2,5,10,6,10,9,7,8,5,3,1,3,0,6,4,6,1,6,0,2,0,0,0,5,7,1,0,3,4,4
n143,4,9,10,5,6,0,3,2,9,9,0,7,8,1,4,6,7,3,6,2,2,5,10,6,10,9,7,8,5,3,1,3,0,6,4,6,1,6,0,2,0,0,8,5,7,1,0,3,4,4
n148,2,9,10,0,6,6,3,2,5,9,7,7,8,1,4,6,7,2,5,2,2,5,10,6,10,9,7,8,5,3,1,5,0,6,4,6,6,3,8,0,0,4,0,5,7,1,0,3,4,4
n147,2,9,10,0,6,0,3,2,0,9,7,7,8,1,4,6,7,2,5,2,2,5,10,6,10,9,7,8,5,3,1,5,0,6,4,6,6,0,8,10,0,1,0,5,7,1,0,3,4,4
n150,2,9,10,0,6,0,3,2,0,9,7,7,8,1,4,5,7,2,3,2,2,5,10,6,10,9,7,8,5,3,1,3,0,6,4,6,0,10,8,0,1,0,3,5,7,1,0,3,4,4
n149,2,9,10,0,6,0,3,2,2,9,7,7,8,1,4,5,7,2,3,2,2,5,10,6,10,9,7,8,5,3,1,0,9,6,4,6,0,9,8,0,0,0,3,5,7,1,0,3,4,4
n156,5,9,10,0,6,0,3,2,4,9,3,7,8,1,4,5,7,0,10,2,2,5,10,0,10,9,7,8,5,3,1,5,1,6,10,6,2,0,6,0,7,0,0,5,10,1,10,3,4,4
n155,5,9,10,0,6,0,3,2,0,9,3,7,8,1,4,5,7,0,10,2,2,5,10,0,10,9,7,8,5,3,1,5,0,6,10,6,2,0,6,1,7,0,0,5,10,1,10,3,4,4
n158,5,9,10,0,6,0,3,2,8,9,3,7,8,1,4,9,7,2,10,2,2,5,10,6,10,9,7,8,5,3,1,0,4,6,0,6,2,0,6,0,7,10,0,5,0,1,10,3,4,4
n157,5,9,10,0,6,0,3,2,8,9,3,7,8,1,4,9,7,2,10,2,2,5,10,0,10,9,7,8,5,3,1,0,0,6,0,6,2,0,6,0,7,10,0,5,0,1,10,3,4,4
