cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50
n16,4,0,0,9,4,2,6,4,5,1,6,9,0,2,7,0,6,2,5,5,10,8,3,0,0,9,2,8,0,0,10,10,9,5,4,4,2,9,0,4,10,7,9,7,0,5,2,6,5,7
n15,4,5,0,9,4,2,6,4,5,1,6,9,0,2,7,0,6,2,5,5,10,8,3,0,0,9,2,8,8,0,10,10,9,5,4,4,2,9,0,4,10,7,9,7,3,5,2,6,5,7
n18,4,0,0,9,4,2,0,4,5,1,6,9,5,2,7,8,6,2,5,5,10,8,3,10,0,9,2,8,0,1,10,10,9,5,4,4,2,9,0,4,10,7,9,7,0,5,2,6,5,7
n17,4,0,0,9,4,2,3,4,5,1,6,9,5,2,7,8,6,2,5,5,10,8,3,10,8,9,2,8,5,1,10,10,9,5,4,4,2,9,0,4,10,7,9,7,0,5,2,6,5,7
n22,4,0,4,9,4,2,0,5,5,1,6,9,0,2,7,0,6,2,5,0,0,8,3,0,0,9,2,8,0,3,10,10,0,5,4,4,2,9,0,4,10,7,9,7,7,5,2,9,5,7
n21,4,0,7,9,4,2,0,5,5,1,6,9,0,2,7,4,6,2,5,0,0,8,3,0,0,9,2,8,0,3,10,10,0,5,4,4,2,9,0,4,10,7,9,7,7,5,2,0,5,7
n24,4,9,0,9,4,2,0,0,5,1,6,9,6,2,7,0,6,2,5,7,3,8,3,5,0,9,2,8,0,3,10,10,0,5,4,4,2,9,0,4,10,7,9,7,7,5,2,0,5,7
n23,4,9,0,9,4,2,0,0,5,1,6,9,0,2,7,0,6,2,5,0,3,8,3,5,0,9,2,8,0,3,10,10,0,5,4,4,2,9,0,4,10,7,9,7,7,5,2,0,5,7
n30,4,8,0,9,4,2,5,0,5,1,6,9,6,2,7,0,6,2,5,0,10,8,3,1,6,9,2,8,2,0,0,0,8,9,4,4,2,9,2,4,10,7,9,7,10,5,2,7,3,7
n29,4,8,0,9,4,2,5,0,5,1,6,9,6,2,7,0,6,2,5,0,10,8,3,1,6,9,2,8,2,0,0,0,8,9,4,4,2,9,2,4,10,7,9,7,10,5,2,7,3,7
n32,4,7,0,9,4,2,5,0,5,1,6,9,6,2,7,0,6,2,5,0,0,8,3,0,6,9,2,8,2,5,0,0,8,9,4,4,2,9,0,4,10,7,9,7,10,5,2,7,2,7
n31,4,0,5,9,4,2,5,0,5,1,6,9,6,2,7,0,6,2,5,0,3,8,3,0,6,9,2,8,2,5,0,0,8,9,4,4,2,9,0,4,10,7,9,7,10,5,2,7,2,7
n36,4,0,4,9,4,2,5,0,5,1,6,9,6,2,7,4,6,2,5,8,0,8,3,0,6,9,2,8,2,0,0,0,0,1,4,4,2,9,7,4,10,7,9,7,10,5,2,7,9,7
n35,4,0,4,9,4,2,5,0,5,1,6,9,6,2,7,4,6,2,5,8,0,8,3,0,6,9,2,8,2,0,0,0,0,0,4,4,2,9,7,4,10,7,9,7,10,5,2,7,0,7
n38,4,9,1,9,4,2,5,0,5,1,6,9,6,2,7,6,6,2,5,8,8,8,3,0,6,9,2,8,2,0,0,10,3,7,4,4,2,9,0,4,10,7,9,7,10,5,2,7,3,7
n37,4,0,1,9,4,2,5,0,5,1,6,9,6,2,7,0,6,2,5,8,0,8,3,10,6,9,2,8,2,0,0,10,0,0,4,4,2,9,0,4,10,7,9,7,10,5,2,7,0,7
n46,4,0,0,9,4,2,5,8,5,1,6,9,8,2,7,0,6,2,5,5,0,6,0,9,10,0,2,5,4,8,9,0,9,0,0,4,2,9,3,4,10,7,9,7,6,5,2,3,0,7
n45,4,4,0,9,4,2,5,0,5,1,6,9,8,2,7,2,6,2,5,5,0,6,0,0,10,0,2,5,4,8,9,0,9,0,0,4,2,9,3,4,10,7,9,7,6,5,2,0,0,7
n48,4,0,0,9,4,2,5,3,5,1,6,9,8,2,7,0,6,2,5,5,0,6,0,6,0,8,2,4,4,0,9,10,0,0,8,4,2,9,3,4,10,7,9,7,0,5,2,10,6,7
n47,4,0,0,9,4,2,5,0,5,1,6,9,8,2,7,5,6,2,5,5,0,6,3,6,0,0,2,9,4,0,9,0,0,0,1,4,2,9,3,4,10,7,9,7,0,5,2,1,6,7
n52,4,10,3,9,4,2,5,5,5,1,6,9,0,2,7,0,6,2,5,5,0,6,0,0,1,0,2,0,4,6,0,7,0,9,4,4,2,9,3,4,10,7,9,7,10,5,2,6,0,7
n51,4,0,3,9,4,2,5,5,5,1,6,9,0,2,7,0,6,2,5,5,0,6,0,0,1,0,2,0,4,6,4,7,0,0,0,4,2,9,3,4,10,7,9,7,10,5,2,0,0,7
n54,4,0,3,9,4,2,5,0,5,1,6,9,0,2,7,4,6,2,5,5,1,6,2,0,1,8,2,0,4,0,4,7,9,0,0,4,2,9,3,4,10,7,9,7,8,5,2,0,7,7
n53,4,0,3,9,4,2,5,0,5,1,6,9,3,2,7,4,6,2,5,5,1,6,3,0,1,8,2,0,4,0,4,7,0,4,0,4,2,9,3,4,10,7,9,7,0,5,2,0,0,7
n60,4,3,1,9,4,2,4,3,5,1,6,9,0,2,7,10,6,2,5,5,0,6,0,0,4,0,2,2,4,7,0,0,0,6,0,4,2,9,3,4,10,7,9,7,0,5,2,10,0,7
