cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
n16,6,0,4,9,7,3,0,3,8,4,5,0,1,7,0,5,4,4,1,1,0,9,3,1,4,10,0,1,5,7
n15,6,2,4,9,7,3,0,3,8,4,0,0,1,7,0,5,4,4,1,1,0,9,3,1,4,10,0,1,5,7
n18,6,0,4,9,7,3,0,3,8,4,0,0,1,7,0,5,4,4,1,1,1,9,3,1,4,10,0,2,5,7
n17,6,0,4,9,7,3,5,3,8,4,1,0,1,7,0,5,4,4,1,1,1,9,3,1,4,10,0,2,5,7
n22,6,0,4,9,7,3,0,3,8,4,0,1,1,7,2,5,4,4,1,1,0,9,3,1,4,10,8,10,5,7
n21,6,0,4,9,7,3,0,3,8,4,0,1,1,7,2,5,4,4,1,1,0,9,3,1,4,10,8,10,5,7
n24,6,3,4,9,7,3,7,3,8,4,0,0,1,7,2,5,4,4,1,1,0,9,3,1,4,10,8,10,5,7
n23,6,0,4,9,7,3,7,3,8,4,0,0,1,7,2,5,4,4,1,1,0,9,3,1,4,10,8,10,5,7
n30,6,0,0,9,7,3,0,3,8,4,6,2,1,7,1,5,4,4,1,1,0,9,3,1,4,10,0,10,5,7
n29,6,0,0,9,7,3,0,3,8,4,6,2,1,7,1,5,4,4,1,1,9,9,3,1,4,10,0,0,5,7
n32,6,0,0,9,7,3,0,3,8,4,0,0,1,7,1,5,4,4,1,1,3,9,3,1,4,10,8,0,5,7
n31,6,0,0,9,7,3,3,3,8,4,0,0,1,7,1,5,4,4,1,1,3,9,3,1,4,10,8,0,5,7
n36,6,7,7,9,7,3,0,3,8,4,1,1,1,7,8,5,4,4,1,1,0,9,3,1,4,10,0,0,5,7
n35,6,7,7,9,7,3,0,3,8,4,8,0,1,7,8,5,4,4,1,1,0,9,3,1,4,10,0,0,5,7
n38,6,7,0,9,7,3,5,3,8,4,0,0,1,7,0,5,4,4,1,1,0,9,3,1,4,10,0,0,5,7
n37,6,7,0,9,7,3,5,3,8,4,8,0,1,7,9,5,4,4,1,1,0,9,3,1,4,10,0,0,5,7
n46,6,9,3,9,7,3,0,3,8,4,0,0,1,7,5,5,4,4,1,1,0,9,3,1,4,10,2,3,5,7
n45,6,9,0,9,7,3,0,3,8,4,0,0,1,7,5,5,4,4,1,1,0,9,3,1,4,10,2,3,5,7
n48,6,9,0,9,7,3,0,3,8,4,0,6,1,7,5,5,4,4,1,1,0,9,3,1,4,10,2,3,5,7
n47,6,9,0,9,7,3,0,3,8,4,0,6,1,7,5,5,4,4,1,1,0,9,3,1,4,10,2,3,5,7
n52,6,9,0,9,7,3,0,3,8,4,0,8,1,7,0,5,4,4,1,1,6,9,3,1,4,10,2,0,5,7
n51,6,9,2,9,7,3,0,3,8,4,0,0,1,7,0,5,4,4,1,1,6,9,3,1,4,10,2,0,5,7
n54,6,9,0,9,7,3,5,3,8,4,0,9,1,7,8,5,4,4,1,1,0,9,3,1,4,10,2,0,5,7
n53,6,9,0,9,7,3,5,3,8,4,0,9,1,7,8,5,4,4,1,1,9,9,3,1,4,10,2,0,5,7
n60,6,9,1,9,7,3,0,3,8,4,0,10,1,7,0,5,4,4,1,1,1,9,3,1,4,10,2,1,5,7
n59,6,9,1,9,7,3,0,3,8,4,6,10,1,7,0,5,4,4,1,1,1,9,3,1,4,10,2,1,5,7
n62,6,9,2,9,7,3,8,3,8,4,0,7,1,7,9,5,4,4,1,1,1,9,3,1,4,10,2,1,5,7
n61,6,9,0,9,7,3,0,3,8,4,0,1,1,7,9,5,4,4,1,1,1,9,3,1,4,10,2,1,5,7
n66,6,9,7,9,7,3,10,3,8,4,0,0,1,7,3,5,4,4,1,1,1,9,3,1,4,10,2,1,5,7
n65,6,9,7,9,7,3,0,3,8,4,0,0,1,7,3,5,4,4,1,1,1,9,3,1,4,10,2,1,5,7
n68,6,9,0,9,7,3,0,3,8,4,9,0,1,7,3,5,4,4,1,1,1,9,3,1,4,10,2,1,5,7
n67,6,9,0,9,7,3,10,3,8,4,9,0,1,7,3,5,4,4,1,1,1,9,3,1,4,10,2,1,5,7
n78,6,1,0,9,7,3,0,3,7,4,2,8,1,7,3,5,4,4,1,1,5,9,3,1,4,10,0,0,10,7
n77,6,1,0,9,7,3,0,3,7,4,2,8,1,7,3,5,4,4,1,1,5,9,3,1,4,10,0,0,10,7
n80,6,1,10,9,7,3,0,3,7,4,0,0,1,7,3,5,4,4,1,1,0,9,3,1,4,10,9,4,10,7
n79,6,1,0,9,7,3,2,3,7,4,0,0,1,7,3,5,4,4,1,1,5,9,3,1,4,10,0,4,10,7
n84,6,1,0,9,7,3,0,3,7,4,0,0,1,7,3,5,4,4,1,1,5,9,3,1,4,10,6,0,10,7
n83,6,1,0,9,7,3,0,3,7,4,0,0,1,7,3,5,4,4,1,1,5,9,3,1,4,10,2,10,10,7
n86,6,1,3,9,7,3,8,3,7,4,0,9,1,7,3,5,4,4,1,1,0,9,3,1,4,10,0,0,10,7
n85,6,1,3,9,7,3,8,3,7,4,0,9,1,7,3,5,4,4,1,1,0,9,3,1,4,10,9,5,10,7
n92,6,5,0,9,7,3,0,3,7,4,0,7,1,7,0,5,4,4,1,1,0,9,3,1,4,10,7,1,0,7
n91,6,5,0,9,7,3,7,3,7,4,4,7,1,7,0,5,4,4,1,1,0,9,3,1,4,10,5,1,3,7
n94,6,0,6,9,7,3,0,3,7,4,0,0,1,7,0,5,4,4,1,1,0,9,3,1,4,10,0,1,0,7
n93,6,0,0,9,7,3,0,3,7,4,0,0,1,7,0,5,4,4,1,1,0,9,3,1,4,10,0,1,0,7
n98,6,7,0,9,7,3,6,3,7,4,0,0,1,7,0,5,4,4,1,1,0,9,3,1,4,10,0,1,0,7
n97,6,7,0,9,7,3,6,3,7,4,0,0,1,7,0,5,4,4,1,1,7,9,3,1,4,10,0,1,10,7
n100,6,0,0,9,7,3,6,3,7,4,7,7,1,7,0,5,4,4,1,1,0,9,3,1,4,10,0,1,9,7
n99,6,0,0,9,7,3,6,3,7,4,7,7,1,7,0,5,4,4,1,1,0,9,3,1,4,10,0,1,9,7
n108,6,0,2,9,7,3,4,3,7,4,4,8,1,7,0,5,4,4,1,1,4,9,3,1,4,10,0,0,10,7
n107,6,0,2,9,7,3,4,3,7,4,4,8,1,7,1,5,4,4,1,1,4,9,3,1,4,10,0,0,10,7
n110,6,7,2,9,7,3,4,3,7,4,4,8,1,7,0,5,4,4,1,1,4,9,3,1,4,10,2,6,10,7
n109,6,0,2,9,7,3,4,3,7,4,4,8,1,7,3,5,4,4,1,1,4,9,3,1,4,10,2,5,10,7
n114,6,0,2,9,7,3,9,3,7,4,4,8,1,7,1,5,4,4,1,1,4,9,3,1,4,10,0,0,0,7
n113,6,0,2,9,7,3,9,3,7,4,4,8,1,7,1,5,4,4,1,1,4,9,3,1,4,10,0,0,0,7
n116,6,4,2,9,7,3,4,3,7,4,4,8,1,7,0,5,4,4,1,1,4,9,3,1,4,10,0,8,0,7
n115,6,4,2,9,7,3,4,3,7,4,4,8,1,7,0,5,4,4,1,1,4,9,3,1,4,10,9,8,0,7
n122,6,1,2,9,7,3,1,3,7,4,0,8,1,7,1,5,4,4,1,1,4,9,3,1,4,10,3,1,6,7
n121,6,1,2,9,7,3,1,3,7,4,0,8,1,7,1,5,4,4,1,1,4,9,3,1,4,10,3,0,6,7
n124,6,1,2,9,7,3,1,3,7,4,8,8,1,7,1,5,4,4,1,1,4,9,3,1,4,10,2,1,6,7
n123,6,1,2,9,7,3,1,3,7,4,0,8,1,7,1,5,4,4,1,1,4,9,3,1,4,10,2,8,6,7
n128,6,9,2,9,7,3,7,3,7,4,5,8,1,7,1,5,4,4,1,1,4,9,3,1,4,10,2,0,6,7
n127,6,9,2,9,7,3,0,3,7,4,5,8,1,7,1,5,4,4,1,1,4,9,3,1,4,10,2,0,6,7
n130,6,9,2,9,7,3,6,3,7,4,5,8,1,7,1,5,4,4,1,1,4,9,3,1,4,10,0,0,6,7
n129,6,9,2,9,7,3,0,3,7,4,5,8,1,7,1,5,4,4,1,1,4,9,3,1,4,10,0,0,6,7
n142,0,4,6,9,7,3,7,3,6,4,0,6,1,9,8,5,4,4,1,3,8,9,4,1,0,6,2,8,0,7
n141,0,4,6,9,7,3,7,3,6,4,0,6,1,0,0,5,4,4,1,3,8,9,4,1,0,6,2,0,0,7
n144,8,4,6,9,7,3,9,3,6,4,7,6,1,0,1,5,4,4,1,3,8,9,4,1,10,6,2,9,0,7
n143,8,4,6,9,7,3,0,3,6,4,7,6,1,0,1,5,4,4,1,3,8,9,4,1,10,6,2,0,0,7
