cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
n16,9,6,1,0,4,9,9,5,5,7,2,0,8,1,2,5,3,9,0,0,0,4,4,0,9,0,0,6,1,8
n15,9,6,1,0,4,9,9,5,5,7,2,0,8,1,2,5,3,9,0,0,0,4,4,7,9,0,0,6,1,8
n18,9,6,1,0,4,9,9,5,5,7,2,4,8,1,2,5,3,9,0,7,0,4,4,0,9,4,7,6,1,8
n17,9,6,1,0,4,9,9,5,5,7,2,4,8,1,2,5,3,9,0,0,0,4,4,0,9,4,7,6,1,8
n22,9,6,0,6,4,9,9,5,5,7,2,10,8,1,2,5,3,9,0,4,8,4,4,9,9,0,1,6,1,8
n21,9,6,0,6,4,9,9,5,5,7,2,0,8,1,2,5,3,9,0,0,0,4,4,9,9,0,1,6,1,8
n24,9,6,0,6,4,9,9,5,5,7,2,0,8,1,2,5,3,9,0,0,0,4,4,0,9,6,1,6,1,8
n23,9,6,0,6,4,9,9,5,5,7,2,1,8,1,2,5,3,9,0,0,0,4,4,0,9,0,1,6,1,8
n30,9,6,6,0,4,9,9,5,5,7,2,9,8,1,2,0,3,9,8,0,9,4,4,0,9,0,0,6,4,0
n29,9,6,6,0,4,9,9,5,5,7,2,9,8,1,2,0,3,9,1,0,9,4,4,0,9,5,0,6,4,0
n32,9,6,6,7,4,9,9,5,5,7,2,9,8,1,2,1,3,9,0,0,9,4,4,6,9,0,0,6,4,0
n31,9,6,6,0,4,9,9,5,5,7,2,9,8,1,2,0,3,9,10,0,9,4,4,6,9,0,0,6,4,0
n36,9,6,0,9,4,9,9,5,5,7,2,0,8,1,2,0,3,9,1,7,9,4,4,6,9,6,8,6,4,8
n35,9,6,0,0,4,9,9,5,5,7,2,0,8,1,2,0,3,9,0,7,9,4,4,6,9,6,8,6,4,8
n38,9,6,3,0,4,9,9,5,5,7,2,0,8,1,2,5,3,9,1,7,9,4,4,8,9,6,8,6,4,8
n37,9,6,0,0,4,9,9,5,5,7,2,0,8,1,2,5,3,9,0,7,9,4,4,8,9,6,8,6,4,8
n46,9,6,0,0,4,9,9,5,5,7,2,8,8,1,2,5,3,9,0,0,10,4,4,0,9,0,0,6,6,2
n45,9,6,0,0,4,9,9,5,5,7,2,8,8,1,2,5,3,9,0,0,10,4,4,9,9,0,8,6,6,0
n48,9,6,0,1,4,9,9,5,5,7,2,8,8,1,2,0,3,9,3,7,10,4,4,0,9,0,10,6,6,0
n47,9,6,0,1,4,9,9,5,5,7,2,8,8,1,2,0,3,9,3,0,10,4,4,0,9,5,10,6,6,0
n52,9,6,0,0,4,9,9,5,5,7,2,8,8,1,2,0,3,9,0,9,10,4,4,9,9,0,9,6,6,0
n51,9,6,0,0,4,9,9,5,5,7,2,8,8,1,2,0,3,9,0,9,10,4,4,5,9,0,0,6,6,0
n54,9,6,0,9,4,9,9,5,5,7,2,8,8,1,2,0,3,9,0,9,10,4,4,5,9,6,0,6,6,0
n53,9,6,0,9,4,9,9,5,5,7,2,8,8,1,2,0,3,9,0,9,10,4,4,10,9,0,0,6,6,1
n60,9,6,2,0,4,9,9,5,5,7,2,8,8,1,2,0,3,9,0,5,10,4,4,6,9,10,7,6,6,4
n59,9,6,2,0,4,9,9,5,5,7,2,8,8,1,2,0,3,9,0,5,10,4,4,6,9,10,7,6,6,4
n62,9,6,2,7,4,9,9,5,5,7,2,8,8,1,2,8,3,9,0,5,10,4,4,6,9,6,7,6,6,4
n61,9,6,2,0,4,9,9,5,5,7,2,8,8,1,2,8,3,9,0,5,10,4,4,6,9,6,7,6,6,4
n66,9,6,2,6,4,9,9,5,5,7,2,8,8,1,2,10,3,9,0,5,10,4,4,6,9,0,7,6,6,4
n65,9,6,2,6,4,9,9,5,5,7,2,8,8,1,2,10,3,9,0,5,10,4,4,6,9,0,7,6,6,4
n68,9,6,2,6,4,9,9,5,5,7,2,8,8,1,2,10,3,9,0,5,10,4,4,6,9,0,7,6,6,4
n67,9,6,2,6,4,9,9,5,5,7,2,8,8,1,2,10,3,9,0,5,10,4,4,6,9,0,7,6,6,4
n78,9,6,0,0,4,9,9,5,5,8,2,6,10,1,2,8,3,6,9,7,7,4,4,5,0,3,3,6,10,3
n77,9,6,0,0,4,9,9,5,5,8,2,6,10,1,2,0,3,6,9,7,7,4,4,5,0,3,3,6,0,3
n80,9,6,0,0,4,9,9,5,5,8,2,6,10,1,2,0,3,6,9,7,7,4,4,5,0,3,3,6,7,3
n79,9,6,0,0,4,9,9,5,5,8,2,6,10,1,2,0,3,6,9,7,7,4,4,5,0,3,3,6,1,3
n84,9,6,1,4,4,9,9,5,5,1,2,6,10,1,2,0,3,6,0,7,7,4,4,5,7,10,3,6,4,3
n83,9,6,1,4,4,9,9,5,5,1,2,6,10,1,2,0,3,6,0,7,7,4,4,5,0,10,3,6,4,3
n86,9,6,1,1,4,9,9,5,5,1,2,6,10,1,2,8,3,6,0,7,7,4,4,5,0,10,3,6,0,3
n85,9,6,1,1,4,9,9,5,5,1,2,6,10,1,2,8,3,6,0,7,7,4,4,5,0,10,3,6,0,3
n92,9,6,0,0,4,9,9,5,5,0,2,1,10,1,2,4,3,10,5,7,7,4,4,0,0,0,3,6,7,3
n91,9,6,0,0,4,9,9,5,5,0,2,0,10,1,2,4,3,3,5,7,7,4,4,0,0,0,3,6,7,3
n94,9,6,0,0,4,9,9,5,5,0,2,0,10,1,2,4,3,4,5,7,7,4,4,0,0,0,3,6,7,3
n93,9,6,0,3,4,9,9,5,5,0,2,0,10,1,2,4,3,8,5,7,7,4,4,0,10,0,3,6,7,3
n98,9,6,9,0,4,9,9,5,5,0,2,0,10,1,2,0,3,3,5,7,7,4,4,0,0,6,3,6,7,3
n97,9,6,0,0,4,9,9,5,5,0,2,0,10,1,2,0,3,3,5,7,7,4,4,0,0,0,3,6,7,3
n100,9,6,0,0,4,9,9,5,5,2,2,4,10,1,2,0,3,3,5,7,7,4,4,10,0,2,3,6,7,3
n99,9,6,0,0,4,9,9,5,5,0,2,4,10,1,2,0,3,3,5,7,7,4,4,0,0,2,3,6,7,3
n108,9,6,7,0,4,9,9,5,5,9,2,6,0,1,2,5,3,0,0,6,7,4,4,10,0,7,3,6,0,3
n107,9,6,7,0,4,9,9,5,5,9,2,6,0,1,2,5,3,7,2,6,7,4,4,10,0,7,3,6,0,3
n110,9,6,7,8,4,9,9,5,5,9,2,6,0,1,2,0,3,0,4,6,7,4,4,10,0,7,3,6,9,3
n109,9,6,7,8,4,9,9,5,5,9,2,6,0,1,2,0,3,0,4,6,7,4,4,10,0,7,3,6,9,3
n114,9,6,7,6,4,9,9,5,5,9,2,6,7,1,2,5,3,0,8,5,7,4,4,10,10,7,3,6,0,3
n113,9,6,7,6,4,9,9,5,5,9,2,6,7,1,2,5,3,5,8,5,7,4,4,10,0,7,3,6,8,3
n116,9,6,7,7,4,9,9,5,5,9,2,6,7,1,2,10,3,0,8,5,7,4,4,10,0,7,3,6,0,3
n115,9,6,7,0,4,9,9,5,5,9,2,6,7,1,2,10,3,6,8,0,7,4,4,10,0,7,3,6,0,3
n122,9,6,0,3,4,9,9,5,5,7,2,6,10,1,2,0,3,9,1,7,7,4,4,8,5,8,3,6,0,3
n121,9,6,0,3,4,9,9,5,5,7,2,6,10,1,2,6,3,9,1,7,7,4,4,8,5,8,3,6,0,3
n124,9,6,0,3,4,9,9,5,5,7,2,6,10,1,2,10,3,9,1,7,7,4,4,8,5,8,3,6,3,3
n123,9,6,0,3,4,9,9,5,5,7,2,6,10,1,2,0,3,9,1,7,7,4,4,8,5,8,3,6,3,3
n128,9,6,10,0,4,9,9,5,5,7,2,6,10,1,2,0,3,0,0,0,7,4,4,8,9,0,3,6,8,3
n127,9,6,10,0,4,9,9,5,5,7,2,6,0,1,2,0,3,0,0,0,7,4,4,8,9,1,3,6,8,3
n130,9,6,3,0,4,9,9,5,5,7,2,6,1,1,2,0,3,2,0,0,7,4,4,8,9,4,3,6,8,3
n129,9,6,6,0,4,9,9,5,5,7,2,6,0,1,2,0,3,0,0,9,7,4,4,8,9,0,3,6,8,3
n142,9,6,3,9,4,9,9,2,5,10,2,5,1,1,2,3,3,10,10,6,6,4,4,7,0,5,2,6,6,0
n141,9,6,3,9,4,9,9,2,5,4,2,5,1,1,2,3,3,10,0,6,6,4,4,0,0,5,2,6,6,0
n144,9,6,3,9,4,9,9,2,5,4,2,5,1,1,2,0,3,10,0,6,6,4,4,10,0,5,2,6,6,0
n143,9,6,3,9,4,9,9,2,5,0,2,5,1,1,2,0,3,10,0,6,6,4,4,0,0,5,2,6,6,0
n148,9,6,3,9,4,9,9,2,5,0,2,5,1,1,2,0,3,10,4,6,6,4,4,0,2,5,2,6,6,0
n147,9,6,3,9,4,9,9,2,5,0,2,5,1,1,2,0,3,10,4,6,6,4,4,0,0,5,2,6,6,0
n150,9,6,3,9,4,9,9,2,5,0,2,5,1,1,2,7,3,10,4,6,6,4,4,0,0,5,2,6,6,10
n149,9,6,3,9,4,9,9,2,5,0,2,5,1,1,2,1,3,10,4,6,6,4,4,0,0,5,2,6,6,0
n156,9,6,3,9,4,9,9,0,5,0,2,7,1,1,2,0,3,0,0,6,6,4,4,0,0,5,2,6,6,7
n155,9,6,3,9,4,9,9,4,5,0,2,7,1,1,2,0,3,0,9,6,6,4,4,0,0,5,2,6,6,7
n158,9,6,3,9,4,9,9,0,5,0,2,7,1,1,2,0,3,0,0,6,6,4,4,10,0,5,2,6,6,7
n157,9,6,3,9,4,9,9,0,5,0,2,7,1,1,2,0,3,0,0,6,6,4,4,10,1,5,2,6,6,7
n162,9,6,3,9,4,9,9,9,5,0,2,0,1,1,2,7,3,0,4,6,6,4,4,0,6,5,2,6,6,0
n161,9,6,3,9,4,9,9,9,5,0,2,0,1,1,2,7,3,0,4,6,6,4,4,0,6,5,2,6,6,0
n164,9,6,3,9,4,9,9,7,5,0,2,0,1,1,2,7,3,10,4,6,6,4,4,0,6,5,2,6,6,0
n163,9,6,3,9,4,9,9,7,5,0,2,10,1,1,2,7,3,2,4,6,6,4,4,0,6,5,2,6,6,0
n172,9,6,5,9,4,9,9,4,5,7,2,5,1,1,2,0,3,4,0,5,6,4,4,0,0,5,2,6,8,0
n171,9,6,5,9,4,9,9,4,5,7,2,5,1,1,2,0,3,4,0,5,6,4,4,0,0,5,2,6,0,0
n174,9,6,5,9,4,9,9,4,5,7,2,5,1,1,2,9,3,0,0,5,6,4,4,4,0,5,2,6,0,0
n173,9,6,5,9,4,9,9,4,5,7,2,5,1,1,2,0,3,0,0,5,6,4,4,4,0,5,2,6,0,6
n178,9,6,5,9,4,9,9,0,5,7,2,5,1,1,2,0,3,0,4,5,6,4,4,1,0,5,2,6,9,0
n177,9,6,5,9,4,9,9,0,5,7,2,5,1,1,2,0,3,0,4,5,6,4,4,0,0,5,2,6,9,0
n180,9,6,5,9,4,9,9,6,5,7,2,5,1,1,2,4,3,0,9,5,6,4,4,0,0,5,2,6,0,5
n179,9,6,5,9,4,9,9,6,5,7,2,5,1,1,2,4,3,0,9,5,6,4,4,0,0,5,2,6,2,5
n186,9,6,10,9,4,9,9,7,5,7,2,7,1,1,2,1,3,10,7,0,6,4,4,0,4,5,2,6,3,2
n185,9,6,0,9,4,9,9,7,5,7,2,0,1,1,2,1,3,10,7,9,6,4,4,0,4,5,2,6,3,2
n188,9,6,0,9,4,9,9,7,5,7,2,0,1,1,2,1,3,10,7,0,6,4,4,0,4,5,2,6,3,4
n187,9,6,9,9,4,9,9,7,5,7,2,0,1,1,2,1,3,10,7,0,6,4,4,0,4,5,2,6,3,4
n192,9,6,0,9,4,9,9,7,5,7,2,10,1,1,2,1,3,5,7,0,6,4,4,0,4,5,2,6,5,0
n191,9,6,1,9,4,9,9,7,5,7,2,10,1,1,2,1,3,0,7,0,6,4,4,0,4,5,2,6,0,0
n194,9,6,0,9,4,9,9,7,5,7,2,10,1,1,2,1,3,5,7,6,6,4,4,0,4,5,2,6,0,0
n193,9,6,0,9,4,9,9,7,5,7,2,10,1,1,2,1,3,5,7,6,6,4,4,7,4,5,2,6,0,0
n204,9,6,8,4,4,9,9,0,5,1,2,0,1,1,2,0,3,0,1,4,6,4,4,0,0,10,0,6,5,0
n203,9,6,8,4,4,9,9,0,5,1,2,0,1,1,2,0,3,0,1,4,6,4,4,0,0,10,0,6,5,0
n206,9,6,8,4,4,9,9,7,5,1,2,5,1,1,2,3,3,0,1,4,6,4,4,7,0,10,0,6,5,0
n205,9,6,8,4,4,9,9,10,5,1,2,0,1,1,2,0,3,0,1,4,6,4,4,0,0,10,10,6,5,0
n210,9,6,8,4,4,9,9,3,5,1,2,10,1,1,2,8,3,0,4,4,6,4,4,0,7,10,2,6,5,0
n209,9,6,8,4,4,9,9,0,5,1,2,0,1,1,2,8,3,0,4,4,6,4,4,0,7,10,0,6,5,0
n212,9,6,8,4,4,9,9,0,5,1,2,1,1,1,2,0,3,0,4,4,6,4,4,2,7,10,0,6,5,0
n211,9,6,8,4,4,9,9,0,5,1,2,1,1,1,2,0,3,0,4,4,6,4,4,0,7,10,7,6,5,0
