cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
n16,4,10,3,8,6,0,8,6,4,2,8,10,7,4,9,7,1,1,0,0,1,9,0,0,5,9,4,6,10,9
n15,4,10,0,8,6,0,8,6,4,2,8,10,7,4,9,7,1,1,0,0,1,9,0,1,5,9,4,6,10,9
n18,4,10,0,8,6,0,8,6,4,2,8,10,7,4,9,7,1,1,0,0,1,9,4,0,5,9,4,6,10,9
n17,4,10,0,8,6,0,8,6,4,2,8,10,7,4,9,7,1,1,0,3,1,9,4,10,5,9,4,6,10,9
n22,4,7,0,8,6,7,0,6,4,2,8,10,7,4,9,7,1,1,4,0,1,9,0,0,5,9,4,6,10,9
n21,4,7,0,8,6,7,0,6,4,2,8,10,7,4,9,7,1,1,4,0,1,9,0,0,5,9,4,6,10,9
n24,4,7,7,8,6,6,0,6,4,2,8,10,7,4,9,7,1,1,0,0,1,9,0,0,5,9,4,6,10,9
n23,4,7,7,8,6,0,0,6,4,2,8,10,7,4,9,7,1,1,0,0,1,9,0,9,5,9,4,6,10,9
n30,4,0,0,8,6,1,0,6,4,2,8,10,7,4,0,7,1,1,8,0,1,9,0,0,5,9,4,6,10,9
n29,4,0,0,8,6,1,5,6,4,2,8,10,7,4,0,7,1,1,8,0,1,9,0,0,5,9,4,6,10,9
n32,4,0,0,8,6,1,0,6,4,2,8,10,7,4,10,7,1,1,8,3,1,9,0,5,5,9,4,6,10,9
n31,4,0,0,8,6,1,9,6,4,2,8,10,7,4,0,7,1,1,8,4,1,9,8,0,5,9,4,6,10,9
n36,4,0,0,8,6,6,10,6,4,2,8,10,7,4,0,7,1,1,0,0,1,9,10,0,5,9,4,6,10,9
n35,4,0,6,8,6,6,10,6,4,2,8,10,7,4,0,7,1,1,0,0,1,9,0,0,5,9,4,6,10,9
n38,4,0,1,8,6,6,10,6,4,2,8,10,7,4,0,7,1,1,0,0,1,9,0,9,5,9,4,6,10,9
n37,4,2,0,8,6,6,10,6,4,2,8,10,7,4,0,7,1,1,0,0,1,9,0,9,5,9,4,6,10,9
n46,4,5,6,8,0,10,10,6,4,2,8,10,7,10,0,7,1,1,0,0,1,9,0,9,5,9,4,7,8,9
n45,4,5,6,8,0,10,10,6,4,2,8,10,7,10,0,7,1,1,0,0,1,9,0,0,5,9,4,7,0,9
n48,4,5,6,8,9,10,10,6,4,2,8,10,7,10,0,7,1,1,5,0,1,9,2,0,5,9,4,7,0,9
n47,4,5,6,8,0,10,10,6,4,2,8,10,7,10,0,7,1,1,0,0,1,9,2,4,5,9,4,7,0,9
n52,4,5,7,8,9,10,10,6,4,2,8,10,7,10,0,7,1,1,6,0,1,9,0,0,5,9,4,7,0,9
n51,4,5,7,8,9,10,10,6,4,2,8,10,7,10,0,7,1,1,6,0,1,9,0,1,5,9,4,7,0,9
n54,4,5,7,8,0,10,10,6,4,2,8,10,7,10,0,7,1,1,6,10,1,9,0,0,5,9,4,7,0,9
n53,4,5,7,8,0,10,10,6,4,2,8,10,7,10,0,7,1,1,6,10,1,9,0,0,5,9,4,7,0,9
n60,4,5,0,8,1,8,10,6,4,2,8,10,7,0,1,7,1,1,0,0,1,9,2,9,5,9,4,7,0,9
n59,4,5,0,8,1,8,10,6,4,2,8,10,7,0,1,7,1,1,5,9,1,9,0,9,5,9,4,7,0,9
n62,4,5,0,8,1,8,10,6,4,2,8,10,7,0,1,7,1,1,0,0,1,9,4,9,5,9,4,7,0,9
n61,4,5,0,8,1,8,10,6,4,2,8,10,7,0,1,7,1,1,0,0,1,9,4,9,5,9,4,7,0,9
n66,4,5,0,8,1,0,10,6,4,2,8,10,7,10,0,7,1,1,8,1,1,9,0,9,5,9,4,7,0,9
n65,4,5,0,8,1,0,10,6,4,2,8,10,7,10,0,7,1,1,8,1,1,9,0,9,5,9,4,7,0,9
n68,4,5,0,8,1,0,10,6,4,2,8,10,7,10,8,7,1,1,8,0,1,9,0,0,5,9,4,7,0,9
n67,4,5,0,8,1,0,10,6,4,2,8,10,7,10,8,7,1,1,8,0,1,9,3,0,5,9,4,7,0,9
n78,4,8,0,8,2,3,9,10,4,2,8,10,7,0,3,7,1,1,0,10,1,8,7,1,5,9,4,5,3,6
n77,4,8,0,8,2,3,9,10,4,2,8,10,7,0,3,7,1,1,0,10,1,8,7,1,5,9,4,5,3,6
n80,4,8,7,8,2,3,9,10,4,2,8,10,7,1,3,7,1,1,0,10,1,8,7,1,5,9,4,0,3,6
n79,4,8,7,8,2,3,9,10,4,2,8,10,7,0,3,7,1,1,0,10,1,8,7,1,5,9,4,0,3,6
n84,4,8,0,8,10,3,9,0,4,2,8,10,7,0,3,7,1,1,9,0,1,8,7,1,5,9,4,0,3,6
n83,4,8,0,8,10,3,9,0,4,2,8,10,7,0,3,7,1,1,9,0,1,8,7,1,5,9,4,0,3,6
n86,4,8,0,8,10,3,9,2,4,2,8,10,7,0,3,7,1,1,0,4,1,8,7,1,5,9,4,0,3,6
n85,4,8,0,8,10,3,9,2,4,2,8,10,7,7,3,7,1,1,0,4,1,8,7,1,5,9,4,0,3,6
n92,4,8,0,8,2,3,5,2,4,2,8,10,7,0,3,7,1,1,0,0,1,8,7,1,5,9,4,0,3,6
n91,4,8,0,8,2,3,5,2,4,2,8,10,7,0,3,7,1,1,8,0,1,8,7,1,5,9,4,8,3,6
n94,4,8,0,8,2,3,5,2,4,2,8,10,7,0,3,7,1,1,0,0,1,8,7,1,5,9,4,8,3,6
n93,4,8,0,8,2,3,5,2,4,2,8,10,7,0,3,7,1,1,6,0,1,8,7,1,5,9,4,8,3,6
n98,4,8,0,8,2,3,5,2,4,2,8,10,7,0,3,7,1,1,10,0,1,8,7,1,5,9,4,2,3,6
n97,4,8,2,8,2,3,5,2,4,2,8,10,7,0,3,7,1,1,10,0,1,8,7,1,5,9,4,2,3,6
n100,4,8,0,8,2,3,5,2,4,2,8,10,7,0,3,7,1,1,10,0,1,8,7,1,5,9,4,2,3,6
n99,4,8,0,8,2,3,5,2,4,2,8,10,7,0,3,7,1,1,10,0,1,8,7,1,5,9,4,2,3,6
n108,4,2,5,8,0,3,1,9,4,2,8,10,7,3,3,7,1,1,6,10,1,1,9,1,5,9,4,0,3,0
n107,4,0,5,8,0,3,1,9,4,2,8,10,7,3,3,7,1,1,6,0,1,1,0,1,5,9,4,0,3,0
n110,4,0,0,8,4,3,1,9,4,2,8,10,7,3,3,7,1,1,6,0,1,1,6,1,5,9,4,0,3,0
n109,4,0,0,8,0,3,1,9,4,2,8,10,7,3,3,7,1,1,6,0,1,1,0,1,5,9,4,0,3,0
n114,4,9,0,8,0,3,1,9,4,2,8,10,7,0,3,7,1,1,6,0,1,0,10,1,5,9,4,0,3,0
n113,4,9,0,8,0,3,1,9,4,2,8,10,7,0,3,7,1,1,6,0,1,6,10,1,5,9,4,10,3,0
n116,4,0,0,8,0,3,1,9,4,2,8,10,7,0,3,7,1,1,6,0,1,0,0,1,5,9,4,0,3,0
n115,4,0,0,8,8,3,1,9,4,2,8,10,7,0,3,7,1,1,6,0,1,0,0,1,5,9,4,0,3,0
n122,4,8,1,8,0,3,1,9,4,2,8,10,7,1,3,7,1,1,0,0,1,1,0,1,5,9,4,8,3,0
n121,4,8,1,8,0,3,1,9,4,2,8,10,7,0,3,7,1,1,0,0,1,1,0,1,5,9,4,0,3,0
n124,4,10,1,8,0,3,1,9,4,2,8,10,7,1,3,7,1,1,0,0,1,5,0,1,5,9,4,0,3,0
n123,4,0,1,8,1,3,1,9,4,2,8,10,7,0,3,7,1,1,0,0,1,5,7,1,5,9,4,0,3,0
n128,4,0,7,8,0,3,1,9,4,2,8,10,7,0,3,7,1,1,4,0,1,0,2,1,5,9,4,0,3,10
n127,4,0,7,8,9,3,1,9,4,2,8,10,7,0,3,7,1,1,0,0,1,0,2,1,5,9,4,0,3,10
n130,4,0,4,8,0,3,1,9,4,2,8,10,7,0,3,7,1,1,0,0,1,0,0,1,5,9,4,0,3,10
n129,4,0,4,8,0,3,1,9,4,2,8,10,7,0,3,7,1,1,0,4,1,0,0,1,5,9,4,0,3,10
n142,6,9,8,8,4,2,0,5,4,3,8,8,7,9,7,5,1,1,0,5,1,0,0,7,5,8,4,1,8,1
n141,6,9,0,8,4,2,10,5,4,0,8,8,7,9,7,5,1,1,0,5,1,0,0,7,5,8,4,1,8,1
n144,6,9,0,8,4,2,0,5,4,0,8,8,7,9,7,5,1,1,0,5,1,0,9,7,5,8,4,1,8,1
n143,6,9,2,8,4,2,0,5,4,0,8,8,7,9,7,5,1,1,0,5,1,0,9,7,5,8,4,1,8,1
n148,6,9,8,8,4,0,0,5,4,10,8,8,7,9,7,5,1,1,2,5,1,0,3,7,5,8,4,1,8,1
n147,6,9,8,8,4,2,0,5,4,10,8,8,7,9,7,5,1,1,2,5,1,0,0,7,5,8,4,1,8,1
n150,6,9,8,8,4,9,0,5,4,6,8,8,7,9,7,5,1,1,0,5,1,9,4,7,5,8,4,1,8,1
