cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50
n16,3,1,2,8,2,0,7,9,0,4,1,2,2,1,3,3,6,7,4,0,0,9,4,9,6,8,0,8,4,7,0,10,3,0,9,3,3,5,2,9,0,9,6,6,2,2,2,1,0,0
n15,3,1,2,8,2,0,0,9,0,4,1,2,2,1,3,3,6,7,4,0,0,9,4,9,6,8,0,8,4,7,0,10,3,0,9,0,3,5,2,9,0,9,6,6,2,2,2,1,0,0
n18,3,1,2,8,2,4,0,9,10,4,1,2,7,1,3,3,6,7,4,0,2,9,4,9,6,8,0,8,4,7,0,10,3,10,9,0,3,5,2,9,0,9,6,6,2,2,2,1,0,0
n17,3,1,2,8,2,4,0,9,0,4,1,2,0,1,3,3,6,7,4,0,2,9,4,9,6,8,0,8,4,7,5,10,3,7,9,0,3,5,2,9,0,9,6,6,2,2,2,1,0,0
n22,3,0,2,8,2,0,3,9,1,10,1,2,3,1,3,3,6,7,4,0,0,9,4,9,6,8,8,8,4,7,0,10,3,4,9,1,3,5,2,9,8,9,6,6,2,2,2,1,0,6
n21,3,4,2,8,2,0,3,9,1,10,1,2,3,1,3,3,6,7,4,0,10,9,4,9,6,8,8,8,4,7,0,10,3,4,9,1,3,5,2,9,0,9,6,6,2,2,2,1,0,6
n24,3,0,2,8,2,0,4,9,2,10,1,2,3,1,3,3,6,7,4,0,8,9,4,9,6,8,8,8,4,7,0,10,3,0,9,1,3,5,2,9,0,9,6,6,2,2,2,1,8,0
n23,3,2,2,8,2,0,4,9,2,10,1,2,3,1,3,3,6,7,4,0,0,9,4,9,6,8,8,8,4,7,0,10,3,0,9,1,3,5,2,9,0,9,6,6,2,2,2,1,8,0
n30,3,3,2,8,2,0,8,9,6,0,1,2,5,1,3,3,1,7,4,0,10,9,4,9,0,8,7,8,4,7,0,10,3,10,9,4,3,5,2,9,0,9,6,6,2,2,0,1,4,0
n29,3,3,2,8,2,0,8,9,6,0,1,2,5,1,3,3,1,7,4,0,10,9,4,9,0,8,7,8,4,7,0,10,3,10,9,4,3,5,2,9,0,9,6,6,2,2,0,1,4,0
n32,3,3,2,8,2,0,8,9,6,3,1,2,5,1,3,3,1,7,4,0,0,9,4,9,0,8,7,8,4,7,10,10,3,6,9,4,3,5,2,9,0,9,6,6,2,2,0,1,0,0
n31,3,3,2,8,2,9,8,9,6,0,1,2,5,1,3,3,1,7,4,1,10,9,4,9,0,8,7,8,4,7,0,10,3,0,9,4,3,5,2,9,0,9,6,6,2,2,0,1,0,0
n36,3,4,2,3,2,0,0,9,6,0,1,2,0,1,3,3,1,7,4,0,0,9,4,9,8,8,8,8,4,7,0,10,3,0,9,0,3,5,2,9,0,9,6,6,2,2,6,1,0,0
n35,3,4,2,3,2,9,4,9,6,0,1,2,8,1,3,3,1,7,4,5,9,9,4,9,8,8,0,8,4,7,0,10,3,0,9,0,3,5,2,9,0,9,6,6,2,2,0,1,0,0
n38,3,4,2,3,2,0,0,9,6,8,1,2,0,1,3,3,1,7,4,1,3,9,4,9,0,8,1,8,4,7,0,10,3,0,9,0,3,5,2,9,0,9,6,6,2,2,0,1,8,0
n37,3,4,2,3,2,0,10,9,6,0,1,2,0,1,3,3,1,7,4,1,2,9,4,9,0,8,0,8,4,7,0,10,3,9,9,0,3,5,2,9,0,9,6,6,2,2,0,1,8,0
n46,3,8,2,5,2,0,9,9,0,0,1,2,9,1,3,3,10,7,4,7,2,9,4,9,0,8,1,8,4,0,0,10,3,4,9,0,3,5,2,9,2,9,6,6,2,3,0,1,0,10
n45,3,8,2,5,2,4,9,9,0,0,1,2,9,1,3,3,6,7,4,7,2,9,4,9,0,8,1,8,4,0,7,10,3,4,9,0,3,5,2,9,4,9,6,6,2,3,0,1,0,10
n48,3,8,2,0,2,0,0,9,2,6,1,2,9,1,3,3,0,7,4,7,2,9,4,9,0,8,1,8,4,0,0,10,3,4,9,0,3,5,2,9,0,9,6,6,2,0,0,1,0,0
n47,3,8,2,0,2,2,0,9,2,6,1,2,9,1,3,3,6,7,4,7,2,9,4,9,0,8,1,8,4,0,0,10,3,4,9,4,3,5,2,9,2,9,6,6,2,0,0,1,0,0
n52,3,8,2,0,2,6,5,9,2,0,1,2,9,1,3,3,0,7,4,7,2,9,4,9,1,8,6,8,4,5,1,10,3,0,9,10,3,5,2,9,10,9,6,6,2,0,0,1,9,9
n51,3,8,2,10,2,0,5,9,2,0,1,2,9,1,3,3,0,7,4,7,2,9,4,9,0,8,0,8,4,5,1,10,3,0,9,9,3,5,2,9,0,9,6,6,2,0,0,1,9,0
n54,3,8,2,0,2,2,0,9,4,9,1,2,9,1,3,3,3,7,4,7,2,9,4,9,0,8,0,8,4,5,1,10,3,0,9,0,3,5,2,9,0,9,6,6,2,0,0,1,9,10
n53,3,8,2,0,2,0,0,9,4,9,1,2,9,1,3,3,3,7,4,7,2,9,4,9,0,8,5,8,4,5,1,10,3,0,9,0,3,5,2,9,0,9,6,6,2,10,4,1,9,0
n60,3,8,2,4,2,3,6,9,3,0,1,2,9,1,3,3,0,7,4,7,6,9,4,9,2,8,6,8,4,3,5,10,3,5,9,6,3,5,2,9,0,9,6,6,2,5,10,1,0,5
n59,3,8,2,4,2,3,6,9,3,0,1,2,9,1,3,3,0,7,4,7,6,9,4,9,2,8,0,8,4,3,0,10,3,5,9,6,3,5,2,9,0,9,6,6,2,0,10,1,6,5
n62,3,8,2,4,2,3,6,9,3,4,1,2,9,1,3,3,4,7,4,7,6,9,4,9,2,8,0,8,4,3,0,10,3,5,9,6,3,5,2,9,0,9,6,6,2,6,0,1,0,5
n61,3,8,2,4,2,3,6,9,3,0,1,2,9,1,3,3,0,7,4,7,6,9,4,9,2,8,0,8,4,3,2,10,3,5,9,6,3,5,2,9,5,9,6,6,2,6,0,1,1,5
n66,3,8,2,4,2,3,0,9,0,10,1,2,9,1,3,3,0,7,4,7,6,9,4,9,2,8,0,8,4,0,9,10,3,5,9,0,3,5,2,9,6,9,6,6,2,0,0,1,3,7
n65,3,8,2,4,2,3,0,9,0,10,1,2,9,1,3,3,8,7,4,7,6,9,4,9,2,8,0,8,4,0,5,10,3,5,9,0,3,5,2,9,6,9,6,6,2,0,0,1,0,7
n68,3,8,2,4,2,3,0,9,0,10,1,2,9,1,3,3,0,7,4,7,8,9,4,9,2,8,4,8,4,0,9,10,3,5,9,0,3,5,2,9,0,9,6,6,2,0,0,1,0,0
n67,3,8,2,4,2,3,0,9,0,10,1,2,9,1,3,3,0,7,4,7,0,9,4,9,2,8,4,8,4,0,0,10,3,5,9,0,3,5,2,9,0,9,6,6,2,0,0,1,0,0
n78,0,2,2,8,2,6,10,9,3,2,1,2,9,0,3,8,5,7,4,0,5,9,4,9,0,0,0,8,4,5,5,10,0,9,9,3,3,5,2,9,0,5,6,6,2,4,2,1,5,0
n77,0,2,2,8,2,6,10,9,3,2,1,2,9,0,3,0,5,7,4,0,5,9,4,9,7,0,0,8,4,5,5,10,0,9,9,3,0,5,2,9,0,5,6,6,2,4,0,1,5,0
n80,0,2,2,8,2,6,10,9,3,2,1,2,9,7,3,0,5,7,4,0,5,9,4,9,0,1,0,8,4,5,5,10,8,9,9,3,0,5,2,9,0,5,6,6,2,4,0,1,5,6
n79,0,2,2,8,2,6,10,9,3,2,1,2,9,7,3,0,5,7,4,2,5,9,4,9,0,0,7,8,4,5,5,10,8,9,9,3,0,5,2,9,0,5,6,6,2,4,0,1,5,6
n84,7,2,2,8,2,6,10,9,3,0,1,2,9,3,3,0,5,7,4,6,5,9,4,9,0,0,8,8,4,5,5,10,7,9,9,3,10,5,2,9,0,5,6,6,2,4,9,1,0,0
n83,7,2,2,8,2,6,10,9,3,2,1,2,9,3,3,0,5,7,4,6,5,9,4,9,0,0,8,8,4,5,5,10,7,9,9,3,10,5,2,9,7,5,6,6,2,4,2,1,0,0
n86,0,2,2,8,2,6,10,9,3,0,1,2,9,3,3,0,5,7,4,6,5,9,4,9,0,2,8,8,4,5,5,10,0,9,9,3,5,5,2,9,0,5,6,6,2,4,0,1,0,0
n85,0,2,2,8,2,6,10,9,3,0,1,2,9,3,3,0,5,7,4,6,5,9,4,9,8,0,8,8,4,5,5,10,0,9,9,3,10,5,2,9,0,5,6,6,2,4,0,1,0,3
n92,9,2,2,3,2,6,10,9,3,0,1,2,9,1,3,0,5,7,4,2,5,9,4,9,0,0,9,8,4,5,5,10,0,0,9,3,3,5,2,9,0,5,6,6,2,4,8,1,2,5
n91,9,2,2,0,2,6,10,9,3,0,1,2,9,0,3,0,5,7,4,2,5,9,4,9,0,10,9,8,4,5,5,10,5,9,9,3,0,5,2,9,0,5,6,6,2,4,8,1,2,5
n94,9,2,2,0,2,6,10,9,3,8,1,2,9,0,3,0,5,7,4,2,5,9,4,9,3,0,9,8,4,5,5,10,9,0,9,3,5,5,2,9,0,5,6,6,2,4,8,1,2,5
n93,9,2,2,0,2,6,10,9,3,8,1,2,9,0,3,0,5,7,4,2,5,9,4,9,3,4,9,8,4,5,5,10,0,0,9,3,0,5,2,9,0,5,6,6,2,4,8,1,2,5
n98,9,2,2,0,2,6,10,9,3,0,1,2,9,0,3,0,5,7,4,7,5,9,4,9,6,0,9,8,4,5,5,10,6,4,9,3,7,5,2,9,0,5,6,6,2,4,8,1,3,5
n97,9,2,2,0,2,6,10,9,3,0,1,2,9,1,3,8,5,7,4,7,5,9,4,9,6,0,9,8,4,5,5,10,9,4,9,3,7,5,2,9,0,5,6,6,2,4,8,1,3,5
n100,9,2,2,0,2,6,10,9,3,1,1,2,9,9,3,0,5,7,4,7,5,9,4,9,6,0,9,8,4,5,5,10,10,4,9,3,7,5,2,9,0,5,6,6,2,4,8,1,0,5
n99,9,2,2,0,2,6,10,9,3,0,1,2,9,9,3,0,5,7,4,7,5,9,4,9,6,0,9,8,4,5,5,10,0,4,9,3,7,5,2,9,0,5,6,6,2,4,8,1,2,5
n108,0,2,2,4,2,4,10,9,0,0,1,2,9,6,3,0,4,7,4,9,0,9,4,9,5,10,1,8,4,5,5,10,1,7,9,3,3,5,2,9,9,0,6,6,2,4,0,1,0,5
n107,0,2,2,4,2,4,10,9,0,0,1,2,9,6,3,0,4,7,4,9,0,9,4,9,5,10,1,8,4,5,5,10,1,7,9,3,3,5,2,9,9,5,6,6,2,4,0,1,9,5
n110,0,2,2,4,2,4,10,9,0,0,1,2,9,6,3,3,0,7,4,9,0,9,4,9,4,10,5,8,4,5,5,10,1,7,9,3,9,5,2,9,9,0,6,6,2,4,8,1,0,5
n109,0,2,2,4,2,4,10,9,0,0,1,2,9,6,3,3,10,7,4,9,0,9,4,9,4,10,5,8,4,5,5,10,1,7,9,3,9,5,2,9,9,0,6,6,2,4,0,1,0,5
n114,0,2,2,4,2,4,10,9,0,0,1,2,9,8,3,0,0,7,4,9,5,9,4,9,0,10,10,8,4,5,5,10,10,7,9,3,0,5,2,9,0,3,6,6,2,4,0,1,0,0
n113,0,2,2,4,2,4,10,9,0,0,1,2,9,3,3,0,0,7,4,9,5,9,4,9,0,10,0,8,4,5,5,10,10,7,9,3,0,5,2,9,0,5,6,6,2,4,0,1,0,0
n116,0,2,2,4,2,4,10,9,0,0,1,2,9,0,3,7,0,7,4,9,0,9,4,9,9,10,10,8,4,5,5,10,0,7,9,3,9,5,2,9,0,0,6,6,2,4,0,1,3,0
n115,0,2,2,4,2,4,10,9,0,0,1,2,9,0,3,7,0,7,4,9,0,9,4,9,0,10,10,8,4,5,5,10,0,7,9,3,9,5,2,9,0,2,6,6,2,4,0,1,0,0
n122,7,2,2,4,2,4,10,9,7,0,1,2,9,0,3,0,0,7,4,9,0,9,4,9,0,0,10,8,4,5,5,10,0,7,9,3,6,5,2,9,0,5,6,6,2,4,0,1,0,9
n121,7,2,2,4,2,4,10,9,7,0,1,2,9,0,3,0,0,7,4,9,0,9,4,9,0,0,10,8,4,5,5,10,0,7,9,3,0,5,2,9,1,5,6,6,2,4,0,1,2,9
n124,7,2,2,2,2,4,10,9,7,2,1,2,9,6,3,0,0,7,4,9,0,9,4,9,2,0,10,8,4,5,5,10,8,7,9,3,0,5,2,9,0,5,6,6,2,4,0,1,0,9
n123,7,2,2,2,2,4,10,9,7,2,1,2,9,6,3,0,0,7,4,9,0,9,4,9,2,0,10,8,4,5,5,10,8,7,9,3,0,5,2,9,0,5,6,6,2,4,0,1,0,9
n128,7,2,2,7,2,4,10,9,0,0,1,2,9,0,3,9,0,7,4,9,0,9,4,9,0,0,10,8,4,5,5,10,8,7,9,3,0,5,2,9,0,5,6,6,2,4,10,1,1,9
n127,7,2,2,7,2,4,10,9,2,1,1,2,9,0,3,9,0,7,4,9,9,9,4,9,0,9,10,8,4,5,5,10,8,7,9,3,0,5,2,9,0,5,6,6,2,4,10,1,1,9
n130,7,2,2,0,2,4,10,9,0,1,1,2,9,0,3,9,0,7,4,9,0,9,4,9,10,0,10,8,4,5,5,10,0,7,9,3,0,5,2,9,3,5,6,6,2,4,0,1,1,9
n129,7,2,2,0,2,4,10,9,0,1,1,2,9,0,3,9,0,7,4,9,0,9,4,9,10,0,10,8,4,5,5,10,0,7,9,3,0,5,2,9,0,5,6,6,2,4,0,1,1,9
n142,0,10,2,1,2,0,10,9,5,0,0,2,0,10,3,4,2,0,4,3,0,9,0,9,0,10,5,8,4,1,1,10,6,1,9,2,0,1,2,9,4,9,6,6,2,10,7,10,10,4
n141,0,0,2,1,2,0,10,9,5,0,0,2,0,10,3,4,2,6,4,3,0,9,0,9,0,10,5,8,4,1,1,10,6,1,9,2,0,1,2,9,4,9,6,6,2,10,7,10,10,4
n144,2,2,2,1,2,0,10,9,5,0,0,2,7,10,3,4,9,0,4,3,3,9,0,9,10,10,5,8,4,1,1,10,6,0,9,4,1,1,2,0,4,9,6,6,2,2,7,10,10,4
n143,7,0,2,1,2,0,10,9,5,0,9,2,7,10,3,4,0,0,4,3,7,9,0,9,10,0,5,8,4,1,1,10,6,0,9,4,5,1,2,0,4,9,6,6,2,2,7,10,10,4
n148,0,5,2,1,2,4,0,9,5,7,0,2,0,10,3,4,0,9,7,3,0,9,1,9,10,0,5,8,4,1,10,10,7,0,9,1,0,1,2,7,0,9,6,6,2,9,7,10,10,4
n147,0,0,2,1,2,0,0,9,5,7,0,2,0,10,3,4,0,9,7,3,0,9,1,9,10,0,5,8,4,1,10,10,0,0,9,1,0,1,2,7,5,9,6,6,2,9,7,10,10,4
n150,0,0,2,1,2,0,0,9,5,0,8,2,0,10,3,4,0,0,0,3,0,9,1,9,10,0,5,8,4,1,7,10,0,0,9,1,0,1,2,5,9,9,6,6,2,9,7,10,10,4
n149,0,0,2,1,2,0,7,9,5,0,0,2,0,10,3,4,0,0,0,3,0,9,1,9,10,0,5,8,4,1,0,10,6,0,9,1,0,1,2,5,9,9,6,6,2,9,7,10,10,4
n156,0,7,2,1,2,8,3,9,5,6,4,2,10,10,3,4,0,3,9,3,9,9,0,9,0,1,5,8,4,1,6,10,8,0,9,0,7,1,2,0,6,9,6,6,2,1,7,10,1,4
