cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50
n16,5,2,4,9,4,7,3,1,0,2,5,7,4,6,7,1,1,5,7,7,1,8,9,2,0,0,9,4,9,0,0,5,8,4,1,5,3,6,6,0,10,3,0,7,10,8,5,3,3,10
n15,5,2,4,9,4,7,3,1,0,2,5,7,4,6,7,1,1,5,7,7,1,8,9,2,0,0,9,4,9,0,0,5,8,4,1,5,3,6,0,0,10,3,0,7,10,8,0,3,3,10
n18,5,2,4,9,4,7,3,1,0,2,0,7,4,6,7,1,1,5,7,7,1,8,9,2,0,9,9,4,9,0,2,5,8,0,1,5,3,6,0,8,10,3,0,7,10,8,9,3,3,10
n17,5,2,4,9,4,7,3,1,0,2,0,7,4,6,7,1,1,5,7,7,1,8,9,2,0,9,9,4,9,0,2,5,8,0,1,5,3,6,5,8,10,3,0,7,10,8,0,3,3,10
n22,5,2,4,9,4,7,0,1,4,2,7,4,4,6,7,1,1,5,7,7,1,8,9,2,0,0,0,4,9,2,2,5,8,0,1,5,3,6,0,5,10,3,6,7,10,8,4,3,3,10
n21,5,2,4,9,4,7,0,1,0,2,7,0,4,6,7,1,1,5,7,7,1,8,9,2,0,0,0,4,9,0,2,5,8,9,1,5,3,6,0,5,10,3,6,7,10,8,0,3,3,10
n24,5,2,4,9,4,7,0,1,2,2,0,0,4,6,7,1,1,5,7,7,1,8,9,2,0,3,7,4,9,0,2,5,8,3,1,5,3,6,4,0,10,3,0,7,10,8,8,3,3,10
n23,5,2,4,9,4,7,0,1,6,2,0,0,4,6,7,1,1,5,7,7,1,8,9,2,0,3,0,4,9,0,2,5,8,0,1,5,3,6,4,0,10,3,0,7,10,8,0,3,3,10
n30,5,2,4,9,4,7,6,1,7,2,0,0,4,6,7,1,1,5,7,7,1,8,1,2,0,0,0,4,9,5,9,5,8,6,1,5,3,6,0,0,10,3,0,7,2,8,0,3,3,10
n29,5,2,4,9,4,7,6,1,7,2,0,0,4,6,7,1,1,5,7,7,1,8,1,2,0,0,0,4,9,5,9,5,8,6,1,5,3,6,3,3,10,3,6,7,2,8,1,3,3,10
n32,5,2,4,9,4,7,8,1,7,2,0,4,4,6,7,1,1,5,7,7,1,8,1,2,0,0,5,4,9,5,9,5,8,1,1,5,3,6,0,7,10,3,0,7,5,8,10,3,3,10
