cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
n16,0,5,5,9,3,9,8,0,1,0,2,9,7,10,9,4,0,5,8,5,2,1,0,7,7,10,1,6,3,0
n15,0,5,5,9,3,9,8,0,1,0,2,9,7,10,9,4,4,5,8,5,2,1,0,7,7,10,0,6,3,0
n18,0,5,5,9,3,0,8,0,1,0,2,9,7,10,9,4,3,5,8,5,2,1,0,7,7,10,4,6,0,3
n17,0,5,5,9,3,1,8,5,1,0,2,9,7,10,9,4,0,5,8,5,2,1,0,7,7,10,7,6,0,0
n22,0,5,5,9,3,1,8,4,1,0,0,9,7,10,9,4,0,5,8,5,2,1,0,7,7,10,7,6,0,9
n21,0,5,5,9,3,1,8,4,1,0,0,9,7,10,9,4,0,5,8,5,2,1,0,7,7,10,7,6,0,9
n24,0,5,5,9,3,1,8,8,1,4,0,9,7,10,9,0,5,5,8,5,2,1,0,7,7,10,0,6,0,0
n23,0,5,5,9,3,1,8,2,1,0,0,9,7,10,9,2,5,5,8,5,2,1,0,7,7,10,0,6,0,0
n30,0,5,5,9,3,10,8,1,1,0,6,9,7,10,9,9,9,5,8,5,2,10,0,7,7,10,10,6,1,2
n29,0,5,5,9,3,10,8,1,1,0,6,9,7,10,9,9,0,5,8,5,2,10,3,7,7,10,10,6,1,2
n32,0,5,5,9,3,0,8,1,1,0,0,9,7,10,9,9,0,5,8,5,2,10,2,7,7,10,10,6,1,0
n31,0,5,5,9,3,0,8,1,1,0,0,9,7,10,9,9,0,5,8,5,2,10,2,7,7,10,10,6,1,8
n36,0,5,5,9,3,0,8,3,1,0,7,9,7,10,9,0,0,5,8,5,2,10,0,7,7,10,10,6,1,0
n35,0,5,5,9,3,5,8,3,1,0,7,9,7,10,9,0,0,5,8,5,2,10,0,7,7,10,10,6,1,0
n38,0,5,5,9,3,0,8,3,1,4,0,9,7,10,9,2,0,5,8,5,2,10,0,7,7,10,10,6,1,0
n37,0,5,5,9,3,0,8,3,1,4,0,9,7,10,9,2,0,5,8,5,2,10,10,7,7,10,10,6,1,0
n46,7,5,5,9,0,0,8,6,1,0,6,9,7,7,9,0,6,5,8,1,2,2,10,7,7,8,1,6,10,1
n45,7,5,5,9,8,0,8,6,1,0,6,9,7,0,9,0,6,5,8,1,2,2,10,7,7,8,1,6,10,1
n48,0,5,5,9,0,0,8,6,1,0,6,9,7,0,9,0,0,5,8,1,2,2,10,7,7,8,1,6,10,1
n47,0,5,5,9,0,2,8,6,1,0,6,9,7,1,9,0,0,5,8,1,2,2,10,7,7,8,1,6,10,1
n52,0,5,5,9,2,8,8,6,1,3,6,9,7,0,9,2,5,5,8,1,2,2,10,7,7,8,0,6,10,1
n51,10,5,5,9,2,8,8,6,1,0,6,9,7,3,9,2,5,5,8,1,2,2,10,7,7,8,0,6,10,1
n54,6,5,5,9,0,0,8,6,1,0,6,9,7,4,9,2,0,5,8,1,2,2,10,7,7,8,9,6,10,1
n53,6,5,5,9,3,0,8,6,1,0,6,9,7,0,9,2,0,5,8,1,2,2,10,7,7,8,0,6,10,1
n60,8,5,5,9,1,0,8,6,1,0,6,9,7,0,9,10,0,5,8,1,2,6,0,7,7,0,0,6,10,8
n59,0,5,5,9,1,0,8,6,1,0,6,9,7,0,9,10,0,5,8,1,2,6,0,7,7,0,0,6,10,8
n62,0,5,5,9,1,3,8,6,1,7,6,9,7,0,9,10,6,5,8,1,2,6,0,7,7,0,10,6,10,8
n61,0,5,5,9,1,3,8,6,1,7,6,9,7,0,9,10,0,5,8,1,2,6,0,7,7,7,10,6,10,8
n66,2,5,5,9,7,4,8,6,1,0,6,9,7,2,9,10,0,5,8,1,2,6,10,7,7,0,0,6,10,8
n65,2,5,5,9,0,4,8,6,1,0,6,9,7,0,9,10,0,5,8,1,2,6,0,7,7,0,0,6,10,8
n68,2,5,5,9,0,4,8,6,1,0,6,9,7,2,9,10,0,5,8,1,2,6,0,7,7,0,0,6,10,8
n67,2,5,5,9,9,4,8,6,1,0,6,9,7,0,9,10,0,5,8,1,2,6,0,7,7,0,0,6,10,8
n78,9,5,5,2,10,6,8,2,1,6,3,9,7,0,9,3,6,5,8,0,0,2,0,7,7,0,0,6,0,4
n77,0,5,5,2,10,6,8,2,1,6,3,9,7,0,9,3,0,5,8,0,0,2,0,7,7,0,0,6,0,4
n80,0,5,5,2,10,6,8,2,1,6,3,9,7,0,9,0,2,5,8,5,0,2,0,7,7,0,4,6,0,4
n79,1,5,5,2,10,6,8,2,1,6,3,9,7,0,9,0,1,5,8,0,0,2,4,7,7,0,0,6,0,4
n84,0,5,5,2,10,6,8,2,1,5,3,9,7,0,9,3,3,5,8,0,3,5,1,7,7,8,0,6,0,4
n83,0,5,5,2,10,6,8,2,1,0,3,9,7,0,9,3,3,5,8,0,3,0,1,7,7,0,7,6,0,4
n86,0,5,5,2,10,6,8,2,1,0,3,9,7,5,9,3,3,5,8,8,3,0,0,7,7,0,0,6,0,4
n85,0,5,5,2,10,6,8,2,1,0,3,9,7,5,9,3,3,5,8,0,3,0,0,7,7,0,0,6,0,4
n92,9,5,5,5,10,6,8,2,1,5,3,9,7,0,9,0,4,5,8,0,1,8,6,7,7,0,0,6,1,4
n91,9,5,5,5,10,6,8,2,1,0,3,9,7,0,9,0,4,5,8,0,0,8,6,7,7,10,0,6,0,4
n94,9,5,5,5,10,6,8,2,1,0,3,9,7,0,9,0,5,5,8,0,0,8,6,7,7,0,0,6,0,4
n93,9,5,5,5,10,6,8,2,1,0,3,9,7,0,9,0,5,5,8,0,0,8,6,7,7,0,0,6,0,4
n98,9,5,5,5,10,6,8,2,1,8,3,9,7,0,9,0,0,5,8,0,0,8,6,7,7,0,0,6,0,4
n97,9,5,5,5,10,6,8,2,1,8,3,9,7,0,9,5,0,5,8,3,0,8,6,7,7,0,0,6,0,4
n100,9,5,5,5,10,6,8,2,1,8,3,9,7,9,9,0,0,5,8,0,0,8,6,7,7,0,0,6,0,4
n99,9,5,5,5,10,6,8,2,1,8,3,9,7,6,9,0,0,5,8,0,0,8,6,7,7,0,0,6,7,4
n108,8,5,5,0,0,0,8,6,1,4,10,9,7,1,9,0,0,5,8,9,0,0,4,7,7,2,8,6,2,0
n107,8,5,5,0,5,0,8,8,1,0,10,9,7,1,9,0,4,5,8,9,0,5,0,7,7,2,8,6,2,8
n110,8,5,5,4,6,3,8,0,1,10,0,9,7,1,9,0,0,5,8,9,5,0,0,7,7,5,8,6,2,0
n109,8,5,5,4,6,3,8,0,1,0,0,9,7,1,9,0,0,5,8,9,0,6,9,7,7,0,8,6,2,0
n114,8,5,5,0,0,0,8,0,1,0,10,9,7,9,9,4,5,5,8,8,7,2,7,7,7,4,2,6,2,3
n113,8,5,5,0,0,0,8,0,1,0,10,9,7,9,9,2,5,5,8,8,3,2,7,7,7,4,2,6,2,3
n116,8,5,5,2,0,0,8,0,1,0,0,9,7,9,9,0,0,5,8,8,9,2,7,7,7,4,0,6,2,0
n115,8,5,5,0,5,0,8,0,1,0,0,9,7,9,9,0,0,5,8,8,0,2,7,7,7,4,0,6,2,0
n122,1,5,5,0,10,7,8,0,1,1,0,9,7,5,9,0,3,5,8,1,9,2,9,7,7,0,1,6,2,6
n121,1,5,5,0,10,7,8,4,1,0,0,9,7,5,9,0,3,5,8,1,9,2,9,7,7,0,1,6,2,0
n124,1,5,5,6,10,7,8,0,1,0,8,9,7,5,9,0,3,5,8,1,0,0,9,7,7,5,1,6,6,0
n123,1,5,5,0,10,7,8,0,1,0,0,9,7,5,9,0,3,5,8,1,0,0,9,7,7,5,1,6,6,0
n128,0,5,5,0,10,3,8,2,1,0,0,9,7,5,9,0,0,5,8,4,4,2,9,7,7,2,1,6,2,0
n127,0,5,5,0,10,3,8,2,1,0,0,9,7,5,9,0,0,5,8,0,4,2,9,7,7,2,1,6,2,10
n130,0,5,5,0,10,0,8,9,1,0,5,9,7,5,9,0,2,5,8,0,0,2,9,7,7,0,1,6,0,8
n129,1,5,5,6,10,0,8,9,1,0,3,9,7,5,9,0,0,5,8,0,0,2,9,7,7,5,1,6,0,0
n142,3,5,5,9,6,3,8,6,1,0,4,9,7,0,9,6,5,10,8,1,6,0,1,7,7,7,6,6,1,7
n141,0,5,5,9,6,0,8,6,1,0,4,9,7,0,9,6,5,10,8,1,6,6,1,7,7,7,6,6,0,7
n144,0,5,5,9,6,0,8,6,1,5,4,9,7,0,9,6,5,10,8,1,6,0,1,7,7,7,6,6,0,7
n143,9,5,5,9,6,0,8,6,1,5,4,9,7,0,9,6,5,10,8,1,6,0,1,7,7,7,6,6,0,7
n148,0,5,5,9,6,2,8,6,1,5,4,9,7,0,9,6,5,10,8,1,6,0,1,7,7,7,6,6,0,7
n147,0,5,5,9,6,2,8,6,1,5,4,9,7,8,9,6,5,10,8,1,6,0,1,7,7,7,6,6,0,7
n150,0,5,5,9,6,2,8,6,1,5,4,9,7,0,9,6,5,10,8,1,6,3,1,7,7,7,6,6,0,7
n149,0,5,5,9,6,2,8,6,1,5,4,9,7,0,9,6,5,10,8,1,6,3,1,7,7,7,6,6,0,7
n156,4,5,5,9,6,9,8,6,1,1,0,9,7,6,9,5,5,10,8,1,6,0,1,7,7,7,6,6,0,7
n155,4,5,5,9,6,9,8,6,1,1,1,9,7,6,9,5,5,10,8,1,6,0,1,7,7,7,6,6,0,7
n158,4,5,5,9,6,9,8,6,1,1,0,9,7,0,9,5,5,10,8,1,6,0,1,7,7,7,6,6,0,7
n157,4,5,5,9,6,9,8,6,1,1,0,9,7,0,9,5,5,10,8,1,6,0,1,7,7,7,6,6,0,7
n162,0,5,5,9,6,9,8,6,1,0,0,9,7,3,9,5,5,10,8,1,6,0,1,7,7,7,6,6,6,7
n161,0,5,5,9,6,9,8,6,1,0,0,9,7,3,9,5,5,10,8,1,6,0,1,7,7,7,6,6,6,7
n164,0,5,5,9,6,9,8,6,1,3,6,9,7,3,9,5,5,10,8,1,6,0,1,7,7,7,6,6,6,7
n163,2,5,5,9,6,9,8,6,1,0,0,9,7,3,9,5,5,10,8,1,6,0,1,7,7,7,6,6,6,7
n172,6,5,5,9,6,0,8,6,1,9,0,9,7,8,9,6,1,1,8,1,3,2,0,7,7,7,6,6,0,7
n171,6,5,5,9,6,4,8,6,1,9,0,9,7,8,9,6,1,1,8,1,3,0,0,7,7,7,6,6,0,7
n174,5,5,5,9,6,0,8,6,1,9,10,9,7,5,9,6,0,1,8,1,3,1,0,7,7,7,6,6,0,7
n173,5,5,5,9,6,0,8,6,1,9,10,9,7,5,9,6,0,1,8,1,3,0,0,7,7,7,6,6,0,7
n178,0,5,5,9,6,5,8,6,1,9,0,9,7,2,9,6,0,1,8,1,0,8,6,7,7,7,6,6,0,7
n177,0,5,5,9,6,5,8,6,1,9,0,9,7,2,9,6,0,1,8,1,8,10,0,7,7,7,6,6,0,7
n180,8,5,5,9,6,0,8,6,1,9,0,9,7,2,9,6,2,1,8,1,0,0,0,7,7,7,6,6,0,7
n179,8,5,5,9,6,0,8,6,1,9,0,9,7,2,9,6,2,1,8,1,0,0,0,7,7,7,6,6,0,7
n186,3,5,5,9,6,6,8,6,1,2,4,9,7,0,9,0,5,1,8,1,8,6,6,7,7,7,6,6,7,7
n185,3,5,5,9,6,6,8,6,1,2,4,9,7,0,9,0,2,1,8,1,8,6,6,7,7,7,6,6,8,7
n188,3,5,5,9,6,6,8,6,1,0,4,9,7,4,9,1,7,1,8,1,8,6,6,7,7,7,6,6,0,7
n187,3,5,5,9,6,6,8,6,1,0,4,9,7,4,9,1,0,1,8,1,8,6,6,7,7,7,6,6,1,7
n192,0,5,5,9,6,0,8,6,1,4,0,9,7,0,9,8,10,1,8,1,8,0,6,7,7,7,6,6,0,7
n191,0,5,5,9,6,0,8,6,1,4,2,9,7,0,9,0,0,1,8,1,8,0,6,7,7,7,6,6,5,7
n194,0,5,5,9,6,0,8,6,1,0,0,9,7,9,9,0,4,1,8,1,8,0,6,7,7,7,6,6,10,7
n193,0,5,5,9,6,0,8,6,1,0,0,9,7,0,9,0,4,1,8,1,8,2,6,7,7,7,6,6,0,7
n204,0,5,5,2,9,0,8,0,1,2,8,9,7,8,9,0,4,5,8,2,1,0,4,7,7,8,6,6,0,7
n203,0,5,5,2,9,0,8,0,1,2,8,9,7,8,9,0,4,0,8,2,1,8,4,7,7,8,6,6,4,7
n206,0,5,5,2,0,0,8,0,1,2,8,9,7,8,9,0,4,0,8,2,1,4,4,7,7,8,6,6,0,7
n205,0,5,5,2,0,0,8,0,1,2,8,9,7,8,9,0,4,0,8,2,1,4,4,7,7,8,6,6,1,7
n210,0,5,5,2,4,0,8,0,1,2,8,9,7,0,9,10,4,0,8,2,1,0,4,7,7,8,6,6,6,7
n209,0,5,5,2,4,0,8,5,1,2,8,9,7,0,9,0,4,0,8,2,1,0,4,7,7,8,6,6,6,7
n212,0,5,5,2,4,1,8,0,1,2,8,9,7,0,9,6,4,0,8,2,1,0,4,7,7,8,6,6,1,7
n211,0,5,5,2,4,1,8,0,1,2,8,9,7,0,9,10,4,0,8,2,1,0,4,7,7,8,6,6,1,7
n218,8,5,5,2,0,0,8,10,1,2,8,9,7,0,9,2,4,2,8,2,6,7,4,7,7,0,6,6,0,7
n217,8,5,5,2,0,0,8,10,1,2,8,9,7,0,9,2,4,2,8,2,6,7,4,7,7,0,6,6,0,7
n220,8,5,5,2,0,0,8,10,1,2,8,9,7,0,9,0,4,2,8,2,6,7,4,7,7,0,6,6,0,7
n219,8,5,5,2,6,0,8,10,1,2,8,9,7,0,9,0,4,2,8,2,6,7,4,7,7,0,6,6,3,7
n224,8,5,5,2,9,4,8,6,1,2,8,9,7,0,9,0,4,2,8,2,0,7,4,7,7,5,6,6,0,7
n223,8,5,5,2,9,5,8,6,1,2,8,9,7,0,9,0,4,2,8,2,0,7,4,7,7,5,6,6,0,7
n226,8,5,5,2,9,0,8,6,1,2,8,9,7,0,9,0,4,2,8,2,0,7,4,7,7,5,6,6,0,7
n225,8,5,5,2,9,0,8,6,1,2,8,9,7,0,9,0,4,2,8,2,0,7,4,7,7,5,6,6,0,7
n234,0,5,5,2,6,5,8,5,1,0,8,9,7,5,9,4,4,0,8,2,0,0,4,7,7,0,6,6,5,7
n233,0,5,5,2,6,5,8,5,1,0,8,9,7,5,9,4,4,0,8,2,0,0,4,7,7,0,6,6,5,7
n236,3,5,5,2,0,5,8,5,1,0,8,9,7,5,9,0,4,0,8,2,8,2,4,7,7,0,6,6,5,7
n235,0,5,5,2,0,5,8,5,1,0,8,9,7,0,9,7,4,0,8,2,8,2,4,7,7,0,6,6,5,7
n240,0,5,5,2,0,5,8,5,1,5,8,9,7,4,9,0,4,8,8,2,10,0,4,7,7,0,6,6,5,7
n239,0,5,5,2,0,5,8,5,1,5,8,9,7,4,9,0,4,8,8,2,10,2,4,7,7,0,6,6,5,7
n242,4,5,5,2,0,5,8,5,1,0,8,9,7,0,9,0,4,4,8,2,10,0,4,7,7,6,6,6,5,7
n241,4,5,5,2,0,5,8,5,1,5,8,9,7,8,9,0,4,0,8,2,10,5,4,7,7,6,6,6,5,7
n248,0,5,5,2,1,5,8,5,1,1,8,9,7,0,9,0,4,0,8,2,1,3,4,7,7,2,6,6,8,7
n247,0,5,5,2,1,5,8,5,1,1,8,9,7,0,9,0,4,0,8,2,1,3,4,7,7,2,6,6,8,7
n250,0,5,5,2,1,5,8,5,1,1,8,9,7,0,9,0,4,6,8,2,0,3,4,7,7,2,6,6,0,7
n249,1,5,5,2,1,5,8,5,1,1,8,9,7,0,9,10,4,6,8,2,4,3,4,7,7,2,6,6,0,7
n254,1,5,5,2,1,5,8,5,1,2,8,9,7,0,9,8,4,10,8,2,4,3,4,7,7,2,6,6,4,7
n253,1,5,5,2,1,5,8,5,1,2,8,9,7,0,9,8,4,10,8,2,4,3,4,7,7,2,6,6,4,7
n256,0,5,5,2,1,5,8,5,1,2,8,9,7,0,9,0,4,10,8,2,4,3,4,7,7,2,6,6,4,7
n255,0,5,5,2,1,5,8,5,1,0,8,9,7,0,9,0,4,10,8,2,4,3,4,7,7,2,6,6,4,7
n270,7,7,10,3,4,8,8,2,3,6,10,6,7,8,9,0,4,6,8,3,4,0,10,0,7,9,7,10,5,0
n269,7,7,10,3,4,8,8,2,3,6,10,6,7,8,9,0,4,6,8,3,4,0,10,0,7,9,7,0,5,0
n272,7,7,10,3,4,8,8,2,0,6,10,6,7,8,9,0,4,6,8,3,4,4,10,0,7,9,7,0,0,8
n271,7,7,10,3,4,8,8,2,0,6,10,6,7,8,9,0,4,6,8,3,4,0,10,0,7,9,7,0,6,0
n276,7,7,3,3,4,8,8,2,0,6,10,6,7,8,9,0,4,6,8,3,4,7,10,0,7,9,7,6,7,0
n275,7,7,3,3,4,8,8,2,0,6,10,6,7,8,9,0,4,6,8,3,4,7,10,9,7,9,7,0,7,1
n278,7,7,3,3,4,8,8,2,0,6,10,6,7,8,9,0,4,6,8,3,4,7,10,0,7,9,7,0,7,0
n277,7,7,3,3,4,8,8,2,0,6,10,6,7,8,9,9,4,6,8,3,4,7,10,0,7,9,7,0,7,0
n284,7,7,4,3,4,8,8,2,5,6,10,0,7,0,9,0,4,6,8,9,7,0,10,3,7,9,7,0,1,0
n283,7,7,4,3,4,8,8,2,5,6,10,0,7,0,9,0,4,6,8,9,7,0,10,3,7,9,7,9,1,0
n286,7,7,4,3,4,8,8,2,5,6,10,2,7,0,9,0,4,6,8,0,7,0,10,10,7,9,7,0,1,2
n285,7,7,4,3,4,8,8,2,5,6,10,0,7,9,9,6,4,6,8,0,7,0,10,0,7,9,7,0,1,2
n290,7,7,4,3,4,8,8,2,5,6,10,3,7,8,9,0,4,6,8,0,7,9,10,6,7,9,7,0,1,0
n289,7,7,4,3,4,8,8,2,5,6,10,3,7,8,9,0,4,6,8,0,7,9,10,6,7,9,7,0,1,1
n292,7,7,4,3,4,8,8,2,5,6,10,0,7,2,9,0,4,6,8,0,7,1,10,6,7,9,7,0,1,0
n291,7,7,4,3,4,8,8,2,5,6,10,0,7,2,9,3,4,6,8,0,7,1,10,6,7,9,7,0,1,0
n300,7,8,0,6,4,8,8,2,9,6,10,4,7,3,9,0,4,5,8,1,0,0,10,8,7,9,7,0,0,5
n299,7,8,0,6,4,8,8,2,9,6,10,4,7,3,9,6,4,0,8,1,0,0,10,8,7,9,7,0,0,10
n302,7,8,0,6,4,8,8,2,0,6,10,4,7,3,9,10,4,0,8,1,0,0,10,8,7,9,7,0,0,0
n301,7,8,0,6,4,8,8,2,0,6,10,4,7,3,9,0,4,10,8,1,2,0,10,8,7,9,7,0,0,0
n306,7,8,0,6,4,8,8,2,0,6,10,0,7,3,9,0,4,0,8,1,7,9,10,8,7,9,7,0,2,0
n305,7,8,0,6,4,8,8,2,0,6,10,0,7,3,9,0,4,0,8,1,7,9,10,8,7,9,7,0,2,0
n308,7,8,0,6,4,8,8,2,0,6,10,0,7,3,9,0,4,0,8,1,7,9,10,8,7,9,7,1,2,0
n307,7,8,0,6,4,8,8,2,0,6,10,0,7,3,9,3,4,0,8,1,7,9,10,8,7,9,7,1,2,0
n314,7,0,0,7,4,8,8,2,4,6,10,1,7,10,9,0,4,3,8,0,0,0,10,0,7,9,7,9,3,5
n313,7,0,0,7,4,8,8,2,9,6,10,1,7,10,9,0,4,3,8,0,0,0,10,0,7,9,7,9,3,5
n316,7,10,0,0,4,8,8,2,0,6,10,1,7,10,9,4,4,3,8,0,10,0,10,0,7,9,7,9,3,5
n315,7,0,0,0,4,8,8,2,0,6,10,1,7,10,9,4,4,3,8,0,10,0,10,0,7,9,7,9,3,5
n320,7,0,0,0,4,8,8,2,0,6,10,1,7,10,9,0,4,5,8,0,0,4,10,0,7,9,7,9,3,5
n319,7,0,0,0,4,8,8,2,0,6,10,1,7,10,9,0,4,0,8,0,0,4,10,0,7,9,7,9,3,5
n322,7,0,3,0,4,8,8,2,0,6,10,1,7,10,9,0,4,0,8,0,0,4,10,0,7,9,7,9,3,5
n321,7,0,0,0,4,8,8,2,0,6,10,1,7,10,9,10,4,4,8,0,0,4,10,0,7,9,7,9,3,5
