cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50
n16,0,0,10,3,7,0,1,4,0,6,8,0,4,2,7,9,8,3,0,0,9,0,8,3,7,1,10,3,0,0,4,4,3,2,2,0,3,2,1,0,4,6,5,8,8,1,7,6,4,5
n15,3,0,10,3,7,1,0,4,3,6,8,0,4,2,7,9,8,3,0,0,9,0,8,3,7,1,10,3,0,0,4,4,3,2,2,0,3,2,1,0,4,6,5,8,8,1,7,6,4,5
n18,0,0,10,3,7,0,0,4,0,6,8,0,4,2,7,9,8,3,0,0,9,0,8,3,7,1,10,3,0,0,4,4,3,2,2,0,3,2,2,0,4,6,5,8,8,1,7,6,4,5
n17,0,0,10,3,7,0,10,4,0,6,8,0,4,2,7,9,8,3,4,0,9,2,8,3,7,1,10,3,0,0,4,4,3,2,2,0,3,2,0,0,4,6,5,8,8,1,7,6,4,5
n22,6,9,10,3,7,3,0,4,0,6,8,8,4,2,7,9,8,3,3,0,9,0,8,3,7,1,10,3,0,7,4,4,0,4,2,5,3,2,2,0,4,6,5,8,8,1,7,6,4,5
n21,6,9,10,3,7,3,0,4,0,6,8,8,4,2,7,9,8,3,0,0,9,0,8,3,7,1,10,3,0,7,4,4,0,4,2,5,3,2,2,0,4,6,5,8,8,1,7,6,4,5
n24,6,9,10,3,7,3,2,4,0,6,8,8,4,2,7,9,8,3,10,0,9,4,8,3,7,1,10,3,0,9,4,4,3,7,2,5,3,2,2,8,4,6,5,8,8,1,7,6,4,5
n23,6,9,10,3,7,3,2,4,0,6,8,8,4,2,7,9,8,3,0,0,9,0,8,3,7,1,10,3,0,9,4,4,3,7,2,5,3,2,2,0,4,6,5,8,8,1,7,6,4,5
n30,0,9,10,0,7,5,6,4,0,6,8,1,0,2,7,9,8,3,0,10,9,0,8,3,7,1,10,3,4,4,4,4,3,5,2,7,3,2,1,0,4,6,5,8,8,1,7,6,4,5
n29,0,0,10,0,7,5,6,4,0,6,8,1,0,2,7,9,8,3,0,0,9,0,8,3,7,1,10,3,4,0,4,4,3,5,2,7,3,2,1,0,4,6,5,8,8,1,7,6,4,5
n32,6,0,10,0,7,0,6,4,0,6,8,1,8,2,7,9,8,3,0,0,9,0,8,3,7,1,10,3,0,10,4,4,3,5,2,7,3,2,0,9,4,6,5,8,8,1,7,6,4,5
n31,6,2,10,0,7,0,6,4,0,6,8,1,0,2,7,9,8,3,4,0,9,0,8,3,7,1,10,3,0,0,4,4,3,5,2,7,3,2,5,9,4,6,5,8,8,1,7,6,4,5
n36,0,0,10,10,7,10,6,4,7,6,8,1,0,2,7,9,8,3,4,0,9,0,8,3,7,1,10,3,7,0,4,4,3,5,2,7,3,2,7,0,4,6,5,8,8,1,7,6,4,5
n35,0,0,10,5,7,10,6,4,7,6,8,1,0,2,7,9,8,3,0,0,9,2,8,3,7,1,10,3,7,8,4,4,3,5,2,7,3,2,0,0,4,6,5,8,8,1,7,6,4,5
n38,10,0,10,0,7,0,6,4,0,6,8,1,0,2,7,9,8,3,0,5,9,1,8,3,7,1,10,3,7,10,4,4,3,5,2,7,3,2,10,6,4,6,5,8,8,1,7,6,4,5
n37,10,0,10,0,7,0,6,4,0,6,8,1,0,2,7,9,8,3,0,5,9,0,8,3,7,1,10,3,7,10,4,4,3,5,2,7,3,2,0,0,4,6,5,8,8,1,7,6,4,5
n46,8,6,0,0,7,3,0,4,0,7,8,6,7,2,7,9,8,3,3,10,9,6,8,3,7,4,10,3,5,3,4,4,2,5,2,0,3,0,4,0,4,9,3,8,5,1,7,0,4,6
n45,8,6,0,0,7,3,5,4,6,7,8,6,9,2,7,9,8,3,3,10,9,6,8,3,7,4,10,3,0,3,4,4,2,5,2,0,3,0,4,7,4,9,3,8,5,1,7,7,4,6
n48,8,6,0,0,7,3,1,4,0,7,8,6,0,2,7,9,8,3,3,10,9,6,8,3,7,4,10,3,0,3,4,4,2,5,2,0,3,3,3,0,4,6,3,8,8,1,7,9,4,6
n47,8,6,0,0,7,3,0,4,0,7,8,6,7,2,7,9,8,3,3,10,9,6,8,3,7,4,10,3,0,3,4,4,2,5,2,0,3,7,0,0,4,0,3,8,8,1,7,0,4,6
n52,8,6,0,0,7,0,2,4,6,0,8,6,0,2,7,9,8,3,3,10,9,6,8,3,7,4,10,3,10,3,4,4,0,0,2,0,3,0,1,0,4,0,0,8,0,1,7,0,4,7
n51,8,6,0,9,7,0,2,4,6,3,8,6,0,2,7,9,8,3,3,10,9,6,8,3,7,4,10,3,10,3,4,4,0,0,2,0,3,0,1,0,4,0,0,8,8,1,7,10,4,7
n54,8,6,0,0,7,0,2,4,6,0,8,6,0,2,7,9,8,3,3,10,9,6,8,3,7,4,10,3,0,3,4,4,0,0,2,0,3,4,1,0,4,0,0,8,6,1,7,3,4,7
