cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
n16,7,5,4,7,9,6,3,0,3,2,3,4,8,6,0,3,0,6,8,0,4,5,9,10,7,7,8,5,6,3
n15,7,5,4,7,9,6,3,0,3,2,3,4,8,6,7,3,0,6,8,0,4,5,9,10,7,7,8,5,6,3
n18,7,5,4,7,9,6,3,8,3,2,3,4,8,6,0,3,0,6,8,0,4,5,9,10,7,7,8,5,6,3
n17,7,5,4,7,9,6,3,8,3,2,3,4,8,6,0,3,0,6,8,0,4,5,9,10,7,7,8,5,6,3
n22,7,5,4,7,9,6,10,4,3,2,3,4,8,6,0,3,0,6,8,0,4,5,9,10,7,7,8,5,6,3
n21,7,5,4,7,9,6,0,4,3,2,3,4,8,6,0,3,0,6,8,0,4,5,9,10,7,7,8,5,6,3
n24,7,5,4,7,9,6,0,4,3,2,3,4,8,6,9,3,0,6,8,0,4,5,9,10,7,7,8,5,6,3
n23,7,5,4,7,9,6,4,4,3,2,3,4,8,6,9,3,0,6,8,5,4,5,9,10,7,7,8,5,6,3
n30,7,4,4,7,9,6,2,10,3,2,3,4,8,6,2,3,6,6,8,10,4,5,9,10,7,7,8,5,6,3
n29,7,4,4,7,9,6,2,10,3,2,3,4,8,6,0,3,6,6,8,10,4,5,9,10,7,7,8,5,6,3
n32,7,4,4,7,9,6,3,10,3,2,3,4,8,6,3,3,0,6,8,10,4,5,9,10,7,7,8,5,6,3
n31,7,4,4,7,9,6,0,10,3,2,3,4,8,6,3,3,0,6,8,10,4,5,9,10,7,7,8,5,6,3
n36,7,0,4,7,9,6,0,10,3,2,3,4,8,6,2,3,0,6,8,0,4,5,9,10,7,7,8,5,6,3
n35,7,0,4,7,9,6,9,10,3,2,3,4,8,6,2,3,0,6,8,0,4,5,9,10,7,7,8,5,6,3
n38,7,3,4,7,9,6,0,10,3,2,3,4,8,6,0,3,0,6,8,0,4,5,9,10,7,7,8,5,6,3
n37,7,2,4,7,9,6,0,10,3,2,3,4,8,6,0,3,0,6,8,0,4,5,9,10,7,7,8,5,6,3
n46,7,6,4,7,9,6,1,2,3,2,3,4,8,6,8,2,0,6,4,1,4,5,3,10,7,7,8,10,6,3
n45,7,0,4,7,9,6,1,2,3,2,3,4,8,6,8,2,0,6,4,1,4,5,3,10,7,7,8,10,6,3
n48,7,8,4,7,9,6,1,2,3,2,3,4,8,6,8,2,0,6,0,1,4,5,3,10,7,7,8,10,6,3
n47,7,8,4,7,9,6,1,2,3,2,3,4,8,6,8,2,0,6,0,1,4,5,3,10,7,7,8,10,6,3
n52,7,0,4,7,9,6,0,2,3,2,3,4,8,6,8,2,2,6,5,1,4,5,3,10,7,7,8,10,6,3
n51,7,0,4,7,9,6,3,2,3,2,3,4,8,6,8,2,2,6,5,1,4,5,3,10,7,7,8,10,6,3
n54,7,0,4,7,9,6,0,2,3,2,3,4,8,6,8,2,0,6,0,1,4,5,3,10,7,7,8,10,6,3
n53,7,0,4,7,9,6,0,2,3,2,3,4,8,6,8,2,0,6,0,1,4,5,3,10,7,7,8,10,6,3
n60,7,8,4,7,9,6,0,2,3,2,3,4,8,6,2,0,5,6,0,1,4,5,3,10,7,7,8,7,6,3
n59,7,8,4,7,9,6,5,2,3,2,3,4,8,6,0,3,5,6,0,1,4,5,3,10,7,7,8,7,6,3
n62,7,0,4,7,9,6,0,2,3,2,3,4,8,6,0,2,5,6,6,1,4,5,3,10,7,7,8,7,6,3
n61,7,0,4,7,9,6,0,2,3,2,3,4,8,6,0,0,5,6,6,1,4,5,3,10,7,7,8,7,6,3
n66,7,10,4,7,9,6,4,2,3,2,3,4,8,6,0,0,5,6,0,1,4,5,3,10,7,7,8,0,6,3
n65,7,10,4,7,9,6,4,2,3,2,3,4,8,6,0,0,5,6,1,1,4,5,3,10,7,7,8,0,6,3
n68,7,0,4,7,9,6,4,2,3,2,3,4,8,6,6,10,5,6,0,1,4,5,3,10,7,7,8,0,6,3
n67,7,6,4,7,9,6,4,2,3,2,3,4,8,6,0,0,5,6,0,1,4,5,3,10,7,7,8,0,6,3
n78,7,2,4,7,9,6,1,4,3,2,6,4,8,6,7,10,7,6,0,2,10,5,0,10,7,7,8,10,6,3
n77,7,2,4,7,9,6,1,4,3,2,6,4,8,6,7,10,7,6,0,2,10,5,1,10,7,7,8,10,6,3
n80,7,2,4,7,9,6,1,4,3,2,0,4,8,6,7,10,7,6,7,2,10,5,0,10,7,7,8,10,6,3
n79,7,2,4,7,9,6,1,4,3,2,0,4,8,6,7,10,7,6,7,2,10,5,3,10,7,7,8,10,6,3
n84,7,0,4,7,9,6,1,4,3,2,0,4,8,6,7,10,7,6,2,2,10,5,0,10,7,7,8,10,6,3
n83,7,0,4,7,9,6,1,4,3,2,0,4,8,6,7,10,7,6,2,2,10,5,0,10,7,7,8,10,6,3
n86,7,5,4,7,9,6,1,4,3,2,0,4,8,6,7,10,7,6,2,2,10,5,3,10,7,7,8,10,6,3
n85,7,0,4,7,9,6,1,4,3,2,0,4,8,6,7,10,7,6,2,2,10,5,3,10,7,7,8,10,6,3
n92,7,1,4,7,9,6,0,4,3,2,0,4,8,6,7,10,7,6,9,2,5,5,0,10,7,7,8,6,6,3
n91,7,0,4,7,9,6,0,4,3,2,0,4,8,6,7,10,7,6,9,2,5,5,0,10,7,7,8,6,6,3
n94,7,0,4,7,9,6,7,4,3,2,0,4,8,6,7,10,7,6,9,2,0,5,0,10,7,7,8,6,6,3
n93,7,0,4,7,9,6,0,4,3,2,0,4,8,6,7,10,7,6,9,2,0,5,0,10,7,7,8,6,6,3
n98,7,1,4,7,9,6,4,4,3,2,0,4,8,6,7,10,7,6,9,2,0,5,0,10,7,7,8,6,6,3
n97,7,1,4,7,9,6,4,4,3,2,0,4,8,6,7,10,7,6,9,2,0,5,0,10,7,7,8,6,6,3
n100,7,1,4,7,9,6,4,4,3,2,7,4,8,6,7,10,7,6,9,2,0,5,4,10,7,7,8,6,6,3
n99,7,1,4,7,9,6,4,4,3,2,10,4,8,6,7,10,7,6,9,2,0,5,3,10,7,7,8,6,6,3
n108,7,3,4,7,9,6,0,4,3,2,2,4,8,6,3,3,7,6,9,2,7,5,3,10,7,7,8,8,6,3
