cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90
n16,7,2,0,10,3,4,9,3,10,6,2,9,8,10,3,10,0,8,5,4,0,7,5,4,8,9,8,5,2,10,5,8,8,0,2,7,7,3,9,0,4,7,4,8,7,0,0,8,0,8,6,1,5,6,5,4,4,9,2,8,8,10,3,0,8,10,5,10,2,9,6,3,0,1,5,10,5,5,6,5,6,1,1,8,5,4,7,0,9,3
n15,7,2,0,10,3,4,9,3,10,0,2,9,8,10,3,10,1,8,5,4,0,7,5,4,8,9,8,5,0,10,5,8,8,0,2,7,7,3,9,0,4,7,4,8,7,0,0,8,9,8,6,0,5,6,5,0,4,9,2,8,8,10,3,0,8,10,5,10,2,9,6,5,0,1,5,10,5,5,6,0,6,1,1,8,5,4,7,0,9,3
n18,7,2,0,0,3,4,9,3,10,7,0,9,8,10,3,0,1,8,5,4,0,7,5,4,8,9,8,5,0,10,8,8,8,0,2,7,7,3,0,0,4,7,4,8,7,0,4,8,0,8,6,0,5,0,5,0,4,9,2,8,8,10,3,1,8,10,5,10,2,9,6,2,9,1,5,10,5,5,6,0,6,1,1,0,5,4,7,9,9,3
n17,7,2,0,0,3,4,9,3,10,7,7,9,8,10,3,9,1,8,5,4,0,7,5,4,8,9,8,5,0,10,0,8,8,0,2,7,7,3,0,0,4,7,4,8,7,0,4,8,0,8,6,0,5,0,5,0,4,9,2,8,8,10,3,1,8,10,5,10,2,9,6,7,9,1,5,10,5,5,6,0,6,1,1,0,5,4,7,1,9,3
n22,7,2,0,3,3,4,9,3,10,8,0,9,4,10,3,10,0,8,5,4,6,7,5,4,8,9,8,5,0,10,3,8,8,4,2,7,7,0,0,0,4,7,4,8,7,8,6,8,5,8,6,0,5,3,5,9,4,9,2,8,8,10,3,0,8,10,5,10,2,9,6,0,1,1,5,10,5,5,6,10,6,1,1,0,5,4,7,6,0,3
n21,7,2,8,3,3,4,9,3,10,8,0,9,0,10,3,10,0,8,5,4,6,7,5,4,8,9,8,5,0,10,0,8,8,0,2,7,7,0,7,3,4,7,4,8,7,0,6,8,5,8,6,0,5,3,5,9,4,9,2,8,8,10,3,7,8,10,5,10,2,9,6,0,1,1,5,10,5,5,6,10,6,1,1,0,5,4,7,0,7,3
n24,7,2,0,4,3,4,9,3,10,8,0,9,0,10,3,10,2,8,5,4,0,7,5,4,8,9,8,5,7,10,3,8,8,0,2,7,7,0,5,8,4,7,4,8,7,0,6,8,0,8,6,0,5,0,5,0,4,9,2,8,8,10,3,0,8,10,5,10,2,9,6,0,0,1,5,10,5,5,6,10,6,1,1,2,5,4,7,0,0,3
n23,7,2,0,4,3,4,9,3,10,8,0,9,0,10,3,10,2,8,5,4,0,7,5,4,8,9,8,5,7,10,3,8,8,0,2,7,7,0,5,8,4,7,4,8,7,0,6,8,0,8,6,0,5,0,5,0,4,9,2,8,8,10,3,0,8,10,5,10,2,9,6,0,0,1,5,10,5,5,6,10,6,1,1,2,5,4,7,0,5,3
n30,7,2,0,10,3,4,9,3,10,6,3,9,6,10,3,0,0,8,5,4,4,7,5,4,8,9,8,5,1,10,0,8,8,9,10,7,7,0,5,3,4,7,4,8,0,1,6,8,0,8,6,0,0,6,5,0,4,9,2,8,8,10,3,4,8,10,6,10,2,9,6,5,7,1,5,10,5,5,6,0,6,9,0,0,5,4,7,4,9,3
n29,7,2,0,10,3,4,9,3,10,6,0,9,6,10,3,0,0,8,5,4,4,7,5,4,8,9,8,5,1,10,0,8,8,9,10,7,7,9,0,3,4,7,4,8,0,1,0,8,0,8,6,8,0,6,5,0,4,9,2,8,8,10,3,4,8,10,6,10,2,0,6,5,7,1,5,10,5,5,6,0,6,9,0,0,5,4,7,4,9,3
