cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
n16,5,8,7,2,3,10,10,5,4,6,2,4,1,0,9,0,7,5,0,9,4,2,3,1,3,6,2,8,5,4
n15,5,0,7,2,3,10,10,5,4,6,2,4,1,9,9,0,7,5,0,0,4,2,3,1,3,6,2,8,5,4
n18,5,5,7,2,3,10,10,5,4,6,2,4,1,0,9,2,7,5,0,0,4,2,3,1,3,6,2,8,5,4
n17,5,5,7,2,3,10,10,5,4,6,2,4,1,5,9,2,7,5,6,8,4,2,3,1,3,6,2,8,5,4
n22,5,0,7,2,3,10,10,0,4,6,2,4,1,6,9,10,7,5,0,5,4,2,3,1,3,6,2,8,5,4
n21,5,0,7,2,3,10,10,10,4,6,2,4,1,0,9,10,7,5,0,5,4,2,3,1,3,6,2,8,5,4
n24,5,6,7,2,3,10,10,0,4,6,2,4,1,3,9,0,7,5,0,5,4,2,3,1,3,6,2,8,5,4
n23,5,6,7,2,3,10,10,0,4,6,2,4,1,3,9,5,7,5,0,5,4,2,3,1,3,6,2,8,5,4
n30,5,0,7,2,3,10,10,2,4,6,2,4,0,0,9,0,7,5,7,0,4,2,3,1,9,0,2,8,5,4
n29,5,0,7,2,3,10,10,2,4,6,2,4,4,1,9,0,7,5,7,0,4,2,3,1,9,3,2,8,5,4
n32,5,0,7,2,3,10,10,2,4,6,2,4,0,0,9,0,7,5,7,0,4,2,3,1,9,0,2,8,5,4
n31,5,7,7,2,3,10,10,2,4,6,2,4,0,0,9,0,7,5,7,0,4,2,3,1,9,0,2,8,5,4
n36,5,8,7,2,3,10,10,9,4,6,2,4,10,2,9,0,7,5,7,0,4,2,3,1,4,0,2,8,5,4
n35,5,8,7,2,3,10,10,9,4,6,2,4,10,0,9,0,7,5,7,7,4,2,3,1,4,0,2,8,5,4
n38,5,8,7,2,3,10,10,0,4,6,2,4,7,0,9,0,7,5,7,0,4,2,3,1,4,0,2,8,5,4
n37,5,8,7,2,3,10,10,0,4,6,2,4,0,0,9,0,7,5,7,0,4,2,3,1,4,6,2,8,5,4
n46,5,10,7,2,3,10,10,10,7,6,2,4,3,2,9,0,0,5,2,8,4,2,3,1,3,6,2,8,5,4
n45,5,10,7,2,3,10,10,0,7,6,2,4,3,2,9,0,0,5,2,8,4,2,3,1,3,6,2,8,5,4
n48,5,10,7,2,3,10,10,0,7,6,2,4,3,2,9,10,0,5,2,8,4,2,3,1,3,6,2,8,5,4
n47,5,10,7,2,3,10,10,0,7,6,2,4,3,2,9,10,0,5,2,8,4,2,3,1,3,6,2,8,5,4
n52,5,10,7,2,3,10,10,10,7,6,2,4,0,2,9,0,8,5,1,8,4,2,3,1,3,6,2,8,5,4
n51,5,10,7,2,3,10,10,10,7,6,2,4,0,2,9,0,8,5,1,8,4,2,3,1,3,6,2,8,5,4
n54,5,10,7,2,3,10,10,10,7,6,2,4,0,2,9,0,8,5,1,8,4,2,3,1,3,6,2,8,5,4
n53,5,10,7,2,3,10,10,10,7,6,2,4,0,2,9,0,8,5,0,8,4,2,3,1,3,6,2,8,5,4
n60,5,10,7,2,3,10,10,4,7,6,2,4,6,0,9,0,0,5,3,8,4,2,3,1,0,6,2,8,5,4
n59,5,10,7,2,3,10,10,0,7,6,2,4,6,0,9,0,6,5,3,8,4,2,3,1,0,6,2,8,5,4
n62,5,10,7,2,3,10,10,0,7,6,2,4,6,0,9,0,0,5,3,8,4,2,3,1,0,6,2,8,5,4
n61,5,10,7,2,3,10,10,0,7,6,2,4,6,0,9,0,0,5,3,8,4,2,3,1,8,6,2,8,5,4
n66,5,10,7,2,3,10,10,2,7,6,2,4,2,2,9,1,10,5,0,8,4,2,3,1,0,6,2,8,5,4
n65,5,10,7,2,3,10,10,2,7,6,2,4,0,2,9,0,2,5,0,8,4,2,3,1,0,6,2,8,5,4
n68,5,10,7,2,3,10,10,2,7,6,2,4,7,4,9,8,0,5,0,8,4,2,3,1,10,6,2,8,5,4
n67,5,10,7,2,3,10,10,2,7,6,2,4,0,0,9,8,0,5,0,8,4,2,3,1,0,6,2,8,5,4
n78,5,6,7,0,3,10,10,9,3,10,3,4,6,0,9,9,1,5,0,6,4,2,3,1,4,1,0,8,5,4
n77,5,6,7,8,3,10,10,9,3,10,3,4,6,0,9,9,1,5,0,6,4,2,3,1,4,1,7,8,5,4
n80,5,6,7,0,3,10,10,9,0,10,3,4,6,5,9,1,1,5,6,6,4,2,3,1,4,1,0,8,5,4
n79,5,6,7,0,3,10,10,9,6,10,3,4,6,5,9,1,1,5,6,6,4,2,3,1,4,1,0,8,5,4
n84,5,6,7,0,3,10,10,9,0,10,3,4,6,7,9,0,0,5,0,3,4,2,3,1,4,10,0,8,5,4
n83,5,6,7,0,3,10,10,9,0,10,3,4,6,7,9,0,0,5,0,3,4,2,3,1,4,10,0,8,5,4
n86,5,6,7,0,3,10,10,9,0,10,3,4,6,0,9,0,0,5,0,0,4,2,3,1,4,10,5,8,5,4
n85,5,6,7,5,3,10,10,9,0,10,3,4,6,8,9,0,0,5,0,0,4,2,3,1,4,10,5,8,5,4
n92,5,6,7,9,3,10,10,9,3,10,3,4,6,4,9,0,0,5,3,6,4,2,3,1,3,0,0,8,5,4
n91,5,6,7,9,3,10,10,9,3,10,3,4,6,4,9,0,0,5,3,6,4,2,3,1,0,0,0,8,5,4
n94,5,6,7,0,3,10,10,9,3,10,3,4,6,4,9,0,0,5,3,6,4,2,3,1,0,0,0,8,5,4
n93,5,6,7,0,3,10,10,9,3,10,3,4,6,4,9,0,0,5,3,6,4,2,3,1,0,0,0,8,5,4
n98,5,6,7,0,3,10,10,9,3,10,3,4,6,4,9,0,0,5,3,0,4,2,3,1,10,1,8,8,5,4
