cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
n16,5,1,4,0,7,0,5,7,4,10,4,4,9,2,4,5,9,5,1,0,0,8,0,4,3,10,5,0,6,10
n15,5,1,0,0,0,2,5,7,4,10,4,4,9,2,4,5,9,5,1,0,0,8,0,4,3,10,5,0,6,10
n18,5,1,0,0,2,0,5,7,4,10,4,4,9,2,4,5,9,5,1,8,0,8,6,4,3,10,5,0,6,10
n17,5,1,0,0,2,5,5,7,4,10,4,4,9,2,4,5,9,5,1,8,1,8,6,4,3,10,5,0,6,10
n22,5,1,0,0,1,2,5,0,4,10,4,4,9,2,4,7,9,5,1,10,1,0,0,4,3,10,5,0,6,10
n21,5,1,0,0,1,2,5,0,4,10,4,4,9,2,4,7,9,5,1,10,1,0,0,4,3,10,5,0,6,10
n24,5,1,0,0,7,7,5,0,4,10,4,4,9,2,4,7,9,5,1,0,0,0,0,4,3,10,5,5,6,10
n23,5,1,0,6,7,0,5,0,4,10,4,4,9,2,4,7,9,5,1,10,0,0,0,4,3,10,5,5,6,10
n30,5,1,0,0,0,5,5,10,4,10,4,4,9,2,4,0,4,5,1,8,0,1,10,4,0,10,5,5,6,10
n29,5,1,0,0,0,5,5,10,4,10,4,4,9,2,4,0,4,5,1,8,0,1,10,4,0,10,5,7,6,10
n32,5,1,10,0,2,5,5,10,4,10,4,4,9,2,4,0,4,5,1,8,0,1,10,4,0,10,5,1,6,10
n31,5,1,10,0,2,5,5,10,4,10,4,4,9,2,4,0,4,5,1,8,0,1,10,4,0,10,5,0,6,10
n36,5,1,9,5,0,5,5,10,4,10,4,4,9,2,4,4,4,5,1,8,9,10,10,4,6,10,5,0,6,10
n35,5,1,9,5,0,5,5,10,4,10,4,4,9,2,4,4,4,5,1,8,0,0,10,4,6,10,5,0,6,10
n38,5,1,0,5,0,5,5,10,4,10,4,4,9,2,4,4,4,5,1,8,5,6,10,4,0,10,5,0,6,10
n37,5,1,0,5,0,5,5,10,4,10,4,4,9,2,4,4,4,5,1,8,5,0,10,4,0,10,5,0,6,10
n46,5,1,1,3,10,10,5,0,4,10,4,4,9,2,2,8,0,5,1,7,0,8,0,4,2,10,6,0,6,10
n45,5,1,1,3,10,10,5,0,4,10,4,4,9,2,2,8,0,5,1,7,0,8,0,4,2,10,6,4,6,10
n48,5,1,1,3,10,10,5,0,4,10,4,4,9,2,8,8,1,5,1,7,0,8,4,4,2,10,6,5,6,10
n47,5,1,1,3,10,10,5,0,4,10,4,4,9,2,8,8,0,5,1,7,0,8,4,4,2,10,6,0,6,10
n52,5,1,1,3,10,10,5,7,4,10,4,4,9,2,0,8,5,5,1,7,0,8,8,4,2,10,6,0,6,10
n51,5,1,1,3,10,10,5,7,4,10,4,4,9,2,0,8,5,5,1,7,2,8,8,4,2,10,6,0,6,10
n54,5,1,1,3,10,10,5,7,4,10,4,4,9,2,4,8,5,5,1,7,0,8,3,4,2,10,6,0,6,10
n53,5,1,1,3,10,10,5,7,4,10,4,4,9,2,0,8,0,5,1,7,0,8,3,4,2,10,6,0,6,10
n60,5,1,6,3,10,7,5,0,4,10,4,4,9,2,4,0,9,5,1,10,6,8,1,4,2,10,6,0,6,10
n59,5,1,6,3,10,7,5,0,4,10,4,4,9,2,0,0,9,5,1,10,6,8,1,4,2,10,6,0,6,10
n62,5,1,6,3,10,7,5,0,4,10,4,4,9,2,5,0,9,5,1,10,0,8,1,4,2,10,6,3,6,10
n61,5,1,6,3,10,7,5,0,4,10,4,4,9,2,0,1,9,5,1,10,0,8,1,4,2,10,6,3,6,10
n66,5,1,0,3,10,0,5,2,4,10,4,4,9,2,0,0,0,5,1,1,0,8,8,4,2,10,6,0,6,10
n65,5,1,0,3,10,0,5,2,4,10,4,4,9,2,0,0,0,5,1,0,8,8,8,4,2,10,6,0,6,10
n68,5,1,3,3,10,2,5,2,4,10,4,4,9,2,0,0,0,5,1,0,2,8,8,4,2,10,6,0,6,10
n67,5,1,0,3,10,2,5,2,4,10,4,4,9,2,0,3,0,5,1,6,2,8,8,4,2,10,6,8,6,10
n78,5,1,9,0,10,3,5,0,7,10,4,4,4,3,0,1,5,5,1,4,9,3,5,4,4,10,10,0,6,10
n77,5,1,9,5,10,3,5,0,7,10,4,4,4,0,0,1,0,5,1,4,9,3,2,4,4,10,10,0,6,10
n80,5,1,9,0,10,3,5,0,7,10,4,4,4,0,9,1,3,5,1,0,9,3,0,4,4,10,10,0,6,10
n79,5,1,9,5,10,3,5,0,7,10,4,4,4,0,9,1,3,5,1,0,9,3,0,4,4,10,10,0,6,10
n84,5,1,9,0,0,1,5,0,0,10,4,4,0,0,0,8,4,5,1,0,9,3,0,4,4,10,10,0,6,10
n83,5,1,9,0,0,1,5,8,0,10,4,4,0,0,0,8,4,5,1,0,9,3,0,4,4,10,10,0,6,10
n86,5,1,9,0,0,1,5,0,0,10,4,4,3,0,9,8,0,5,1,0,9,3,0,4,4,10,10,0,6,10
n85,5,1,9,0,9,1,5,0,8,10,4,4,0,0,9,8,3,5,1,0,9,3,0,4,4,10,10,2,6,10
n92,5,1,0,0,0,10,5,9,4,10,4,4,10,0,0,0,5,5,1,0,9,3,8,4,4,10,10,9,6,10
n91,5,1,0,7,4,10,5,9,0,10,4,4,10,10,9,0,5,5,1,0,9,3,8,4,4,10,10,9,6,10
n94,5,1,5,0,1,10,5,9,0,10,4,4,10,5,9,0,5,5,1,7,9,3,8,4,4,10,10,9,6,10
n93,5,1,5,0,0,10,5,9,8,10,4,4,10,0,9,0,5,5,1,7,9,3,8,4,4,10,10,9,6,10
n98,5,1,6,10,9,5,5,8,2,10,4,4,0,0,4,0,5,5,1,0,9,3,8,4,4,10,10,0,6,10
n97,5,1,0,10,0,5,5,8,2,10,4,4,0,0,4,0,5,5,1,0,9,3,8,4,4,10,10,0,6,10
n100,5,1,0,10,0,0,5,8,0,10,4,4,7,0,4,0,5,5,1,0,9,3,8,4,4,10,10,5,6,10
n99,5,1,0,10,0,0,5,8,0,10,4,4,8,0,4,0,5,5,1,5,9,3,8,4,4,10,10,0,6,10
n108,5,1,9,7,1,0,5,7,0,10,4,4,9,10,1,0,7,5,1,10,9,3,1,4,4,10,9,7,6,10
n107,5,1,9,7,1,0,5,7,0,10,4,4,9,0,1,0,0,5,1,10,9,3,1,4,4,10,9,0,6,10
n110,5,1,9,7,1,0,5,7,0,10,4,4,8,9,0,8,8,5,1,10,9,3,1,4,4,10,9,10,6,10
n109,5,1,9,7,1,0,5,7,3,10,4,4,4,9,0,0,8,5,1,10,9,3,1,4,4,10,9,10,6,10
n114,5,1,9,7,1,4,5,7,1,10,4,4,5,5,5,6,4,5,1,10,9,3,1,4,4,10,0,1,6,10
n113,5,1,9,7,1,4,5,7,1,10,4,4,5,5,5,6,4,5,1,10,9,3,1,4,4,10,0,1,6,10
n116,5,1,9,7,1,0,5,7,0,10,4,4,5,5,5,6,4,5,1,10,9,3,1,4,4,10,6,0,6,10
n115,5,1,9,7,1,0,5,7,0,10,4,4,5,5,5,6,4,5,1,10,9,3,1,4,4,10,6,7,6,10
n122,5,1,6,0,1,1,5,6,6,10,4,4,0,10,8,6,9,5,1,0,9,3,1,4,4,10,7,0,6,10
n121,5,1,6,0,1,0,5,6,6,10,4,4,1,10,8,6,9,5,1,0,9,3,1,4,4,10,7,0,6,10
n124,5,1,0,7,1,0,5,6,6,10,4,4,0,10,8,6,9,5,1,0,9,3,1,4,4,10,8,9,6,10
n123,5,1,0,7,1,0,5,6,6,10,4,4,4,10,8,6,9,5,1,0,9,3,1,4,4,10,8,0,6,10
n128,5,1,0,0,1,1,5,6,0,10,4,4,0,2,8,6,9,5,1,5,9,3,1,4,4,10,0,7,6,10
n127,5,1,0,0,1,1,5,6,0,10,4,4,0,0,8,6,9,5,1,5,9,3,1,4,4,10,0,7,6,10
n130,5,1,0,9,1,1,5,6,2,10,4,4,0,0,8,6,9,5,1,0,9,3,1,4,4,10,0,0,6,10
n129,5,1,0,6,1,1,5,6,2,10,4,4,0,0,8,6,9,5,1,0,9,3,1,4,4,10,0,0,6,10
n142,5,1,1,2,4,8,5,6,8,2,4,4,10,3,8,6,7,5,4,1,8,0,8,4,10,8,6,5,6,2
