cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
n16,5,0,3,2,4,10,5,1,0,8,10,4,10,0,2,6,0,9,1,2,8,2,4,3,6,0,2,0,1,3
n15,5,0,3,2,4,10,5,1,0,8,10,4,10,4,2,6,0,9,1,2,8,2,4,3,6,0,2,0,1,3
n18,5,0,3,2,4,10,5,1,0,8,10,4,10,6,2,6,0,9,1,2,8,2,4,3,6,2,2,0,1,3
n17,5,0,3,2,4,10,5,1,0,8,10,4,10,0,2,6,0,9,1,2,8,2,4,3,6,2,2,0,1,3
n22,5,0,3,2,4,10,5,1,2,8,10,4,10,3,2,6,9,9,1,2,8,2,4,3,0,0,2,0,1,3
n21,5,0,3,2,4,10,5,1,2,8,10,4,10,7,2,6,9,9,1,2,8,2,4,3,0,0,2,0,1,3
n24,5,1,3,2,4,10,5,1,2,8,10,4,10,5,2,6,0,9,1,2,8,2,4,3,0,8,2,0,1,3
n23,5,1,3,2,4,10,5,1,2,8,10,4,10,5,2,6,0,9,1,2,8,2,4,3,0,0,2,0,1,3
n30,5,4,3,2,4,6,5,1,7,8,10,4,10,7,2,6,6,9,1,2,8,2,4,3,7,10,2,0,1,3
n29,5,4,3,2,4,6,5,1,7,8,10,4,10,1,2,6,0,9,1,2,8,2,4,3,7,10,2,0,1,3
n32,5,0,3,2,4,6,5,1,0,8,10,4,10,0,2,6,0,9,1,2,8,2,4,3,0,10,2,0,1,3
n31,5,8,3,2,4,6,5,1,0,8,10,4,10,0,2,6,0,9,1,2,8,2,4,3,0,10,2,0,1,3
n36,5,0,3,2,4,10,5,1,0,8,10,4,10,0,2,6,0,9,1,2,8,2,4,3,1,10,2,0,1,3
n35,5,0,3,2,4,10,5,1,0,8,10,4,10,3,2,6,0,9,1,2,8,2,4,3,0,10,2,0,1,3
n38,5,0,3,2,4,10,5,1,0,8,10,4,10,4,2,6,0,9,1,2,8,2,4,3,0,10,2,4,1,3
n37,5,0,3,2,4,0,5,1,9,8,10,4,10,4,2,6,0,9,1,2,8,2,4,3,0,10,2,4,1,3
n46,5,0,3,2,4,8,5,1,1,8,10,4,10,0,2,6,4,9,1,0,8,5,4,3,10,0,2,7,1,3
n45,5,0,3,2,4,8,5,1,1,8,10,4,10,0,2,6,4,9,1,0,8,5,4,3,10,0,2,7,1,3
n48,5,0,3,2,4,8,5,1,1,8,10,4,10,0,2,6,4,9,1,0,8,5,4,3,0,5,2,7,1,3
n47,5,6,3,2,4,8,5,1,1,8,10,4,10,0,2,6,4,9,1,0,8,5,4,3,0,0,2,7,1,3
n52,5,0,3,2,4,8,5,1,5,8,10,4,10,9,2,6,0,9,1,0,8,0,4,3,0,8,2,7,1,3
n51,5,6,3,2,4,0,5,1,10,8,10,4,10,0,2,6,0,9,1,0,8,0,4,3,4,5,2,7,1,3
n54,5,0,3,2,4,4,5,1,0,8,10,4,10,8,2,6,9,9,1,0,8,0,4,3,10,0,2,7,1,3
n53,5,0,3,2,4,3,5,1,0,8,10,4,10,8,2,6,9,9,1,7,8,0,4,3,10,0,2,7,1,3
n60,5,6,3,2,4,0,5,1,6,8,10,4,10,0,2,6,3,9,1,0,8,0,4,3,1,10,2,0,1,3
n59,5,6,3,2,4,0,5,1,6,8,10,4,10,0,2,6,3,9,1,0,8,0,4,3,1,10,2,0,1,3
n62,5,6,3,2,4,0,5,1,6,8,10,4,10,2,2,6,3,9,1,0,8,0,4,3,1,0,2,1,1,3
