cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70
n16,10,6,7,1,0,0,10,8,2,9,6,9,0,6,5,6,8,2,3,0,9,6,1,1,7,0,7,8,9,3,2,3,9,0,3,8,4,2,8,7,6,10,0,5,9,2,4,7,10,1,8,9,1,1,9,3,4,0,4,0,3,0,3,0,0,4,4,10,8,0
n15,10,6,7,1,0,0,10,0,2,9,6,9,0,6,5,6,8,2,3,0,9,6,1,1,7,0,7,8,9,3,2,3,9,0,3,8,4,2,8,7,6,10,0,5,9,2,4,7,10,1,8,9,1,1,9,3,4,0,4,0,3,0,3,0,0,4,4,10,8,0
n18,10,6,7,1,0,0,10,6,2,9,6,9,0,6,5,6,8,2,3,0,9,6,1,1,7,2,7,8,9,3,2,3,9,1,3,8,0,2,8,7,0,10,0,5,9,2,4,7,10,1,8,9,1,1,9,3,4,0,4,1,3,3,3,0,4,4,4,10,8,5
n17,10,6,7,1,0,1,10,3,2,9,6,9,10,6,5,6,8,2,3,1,9,6,1,1,7,0,7,8,9,3,2,3,9,1,3,8,0,2,8,7,0,10,4,5,9,2,4,7,10,1,8,9,1,1,9,3,4,8,4,0,3,3,3,7,0,4,4,10,8,5
n22,10,6,7,2,6,0,10,0,2,9,6,9,0,6,5,6,8,2,3,0,9,6,1,1,7,0,7,8,9,3,2,3,9,1,3,8,1,2,8,7,0,10,0,5,9,2,4,7,0,1,8,9,1,1,9,5,4,0,4,0,3,4,3,0,8,4,4,10,8,5
n21,10,6,7,2,0,0,10,0,2,9,6,9,0,6,5,6,8,2,3,0,9,6,1,1,7,0,7,8,9,3,2,3,9,1,3,8,1,2,8,7,0,10,0,5,9,2,4,7,0,1,8,9,1,1,9,0,4,0,4,5,3,0,3,0,8,4,4,10,8,5
n24,10,6,7,2,0,5,10,0,2,9,6,9,0,6,5,6,8,2,3,0,9,6,1,1,7,0,7,8,9,3,2,3,9,1,3,8,1,2,8,7,3,10,0,5,9,2,4,7,0,1,8,9,1,1,9,0,4,0,4,0,3,0,3,0,8,4,4,10,8,5
n23,10,6,7,2,0,5,10,0,2,9,6,9,0,6,5,6,8,2,3,0,9,6,1,1,7,0,7,8,9,3,2,3,9,1,3,8,1,2,8,7,3,10,0,5,9,2,4,7,2,1,8,9,1,1,9,0,4,0,4,0,3,0,3,0,8,4,4,10,8,5
n30,10,6,7,7,1,0,10,0,2,9,6,9,0,6,5,6,8,2,3,1,9,6,1,1,7,0,7,8,9,3,2,3,7,1,3,8,1,2,8,7,0,10,1,5,9,2,4,7,0,1,8,0,1,1,9,0,4,10,4,0,3,0,3,0,0,4,4,10,3,8
n29,10,6,7,7,1,0,10,0,2,9,6,9,0,6,5,6,8,2,3,1,9,6,1,1,7,1,7,8,9,3,2,3,7,1,3,8,8,2,8,7,0,10,1,5,9,2,4,7,0,1,8,0,1,1,9,0,4,10,4,0,3,0,3,0,0,4,4,10,3,0
