cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70
n16,1,9,10,5,6,8,7,1,4,0,5,0,8,5,10,1,5,0,2,0,0,0,8,3,3,6,2,8,0,9,4,7,1,5,9,6,0,8,0,5,7,8,9,5,9,6,5,9,5,10,1,2,5,1,0,1,7,8,1,5,5,0,4,1,6,0,0,10,10,6
n15,1,9,10,5,6,8,7,1,4,0,5,0,8,5,10,1,5,0,2,0,0,0,8,3,3,0,2,8,0,0,4,7,1,5,9,6,0,8,0,5,7,8,9,5,9,6,5,9,5,10,1,2,5,1,0,1,7,8,1,5,5,0,4,1,6,6,0,10,10,6
n18,1,9,10,5,6,8,7,1,4,0,5,0,8,5,10,1,5,0,2,0,2,0,8,3,3,9,2,8,0,0,4,8,1,5,9,6,0,0,0,5,7,8,9,5,9,6,5,9,5,10,1,2,5,1,0,1,7,8,1,5,5,0,4,1,6,0,0,10,10,6
n17,1,9,10,5,6,8,7,1,4,0,5,2,8,5,10,1,5,0,2,7,2,0,8,3,3,0,2,8,6,0,4,8,1,5,9,6,0,4,0,5,7,8,9,5,9,6,5,9,5,10,1,2,5,1,5,1,7,8,1,5,5,6,4,1,6,0,0,10,10,6
n22,1,9,10,5,0,8,7,1,4,0,5,0,8,5,10,1,5,0,2,10,0,3,0,0,3,0,2,8,0,0,4,5,1,5,9,6,4,2,0,5,7,8,9,5,0,0,5,9,5,10,1,2,5,1,6,6,7,8,1,5,5,2,4,1,6,1,9,10,10,6
n21,1,9,10,5,10,8,7,1,4,0,5,0,8,5,10,1,5,7,2,0,2,3,2,0,3,9,2,8,0,0,4,5,1,5,9,6,4,2,0,5,7,8,9,5,0,9,5,9,5,10,1,2,5,1,6,6,7,8,1,5,5,2,4,1,6,1,9,10,10,6
n24,1,9,10,5,0,8,7,1,4,6,5,0,8,5,10,1,5,0,2,0,0,0,0,5,3,0,2,8,3,0,4,5,1,5,9,6,4,0,0,5,7,8,9,5,0,0,5,9,5,10,1,2,5,1,0,6,7,8,1,5,5,0,4,1,6,0,9,10,10,6
n23,1,9,10,5,0,8,7,1,4,0,5,0,8,5,10,1,5,0,2,0,0,0,0,5,3,0,2,8,0,0,4,5,1,5,9,6,4,0,0,5,7,8,9,5,9,0,5,9,5,10,1,2,5,1,0,6,7,8,1,5,5,0,4,1,6,0,9,10,10,6
n30,1,9,10,5,6,0,7,1,4,5,5,0,8,5,10,1,5,0,2,1,6,0,0,0,3,0,2,8,8,2,4,0,1,5,9,9,10,5,7,5,7,8,9,5,7,0,5,9,5,10,1,9,5,1,1,8,7,8,1,5,5,0,4,1,6,0,5,10,10,0
n29,1,9,10,5,6,0,7,1,4,0,5,0,8,5,10,1,5,0,2,1,0,7,0,0,3,0,2,0,8,2,4,0,1,5,9,9,10,5,7,5,7,8,9,5,7,0,5,9,5,10,1,9,5,1,1,8,7,8,1,5,5,0,4,1,6,0,5,10,10,0
n32,1,9,10,5,6,0,7,1,4,0,5,9,8,5,10,1,5,0,2,1,0,10,4,0,3,6,2,0,8,2,4,0,1,5,9,0,10,0,0,5,7,8,9,5,7,0,5,9,5,10,1,9,5,1,4,8,7,8,1,5,5,0,4,1,6,0,5,10,10,5
n31,1,9,10,5,6,0,7,1,4,0,5,9,8,5,10,1,5,0,2,1,0,0,4,0,3,0,2,0,8,2,4,0,1,5,9,0,10,0,0,5,7,8,9,5,7,0,5,9,5,10,1,9,5,1,4,8,7,8,1,5,5,0,4,1,6,0,5,10,10,0
n36,1,9,10,5,5,0,7,1,4,1,5,0,8,5,10,1,5,6,2,1,1,10,5,0,3,0,2,7,0,2,4,1,1,5,9,0,10,9,4,5,7,8,9,5,4,0,5,9,5,10,1,9,5,1,10,1,7,8,1,5,5,0,4,1,6,8,5,10,10,0
n35,1,9,10,5,0,0,7,1,4,1,5,0,8,5,10,1,5,0,2,1,1,10,7,0,3,0,2,7,0,0,4,1,1,5,9,0,10,0,4,5,7,8,9,5,0,0,5,9,5,10,1,9,5,1,10,1,7,8,1,5,5,0,4,1,6,8,5,10,10,0
n38,1,9,10,5,0,0,7,1,4,10,5,0,8,5,10,1,5,5,2,1,1,10,0,0,3,9,2,7,0,5,4,10,1,5,9,0,10,0,8,5,7,8,9,5,7,0,5,9,5,10,1,9,5,1,0,0,7,8,1,5,5,0,4,1,6,8,5,10,10,0
n37,1,9,10,5,0,0,7,1,4,10,5,0,8,5,10,1,5,5,2,1,1,10,0,0,3,10,2,7,0,4,4,7,1,5,9,0,10,2,0,5,7,8,9,5,7,0,5,9,5,10,1,9,5,1,10,0,7,8,1,5,5,0,4,1,6,8,5,10,10,0
n46,1,9,10,5,0,0,7,1,4,1,5,3,8,5,10,1,0,3,2,0,0,0,9,5,3,0,2,3,0,8,4,0,1,5,9,0,7,0,0,5,7,8,9,6,5,0,5,9,5,10,1,1,5,8,10,10,0,8,1,5,5,2,4,1,6,0,1,10,10,0
n45,1,9,10,5,0,0,7,1,4,1,5,3,8,5,10,1,0,3,2,1,0,0,9,5,3,6,2,3,0,8,4,2,1,5,9,0,7,0,0,5,7,8,9,6,5,0,5,9,5,10,1,1,5,8,10,10,0,8,1,5,5,10,4,1,6,0,0,10,10,0
n48,1,9,10,5,0,8,7,1,4,0,5,3,8,5,10,1,0,3,2,0,0,0,9,0,3,0,2,6,0,8,4,10,1,5,9,0,7,0,8,5,7,8,9,6,5,1,5,9,5,10,1,1,5,8,10,10,0,8,1,5,5,1,4,1,6,0,0,10,10,0
n47,1,9,10,5,5,0,7,1,4,0,5,3,8,5,10,1,0,3,2,0,0,0,9,0,3,0,2,6,0,8,4,0,1,5,9,0,7,0,8,5,7,8,9,6,5,0,5,9,5,10,1,1,5,8,10,10,0,8,1,5,5,1,4,1,6,0,9,10,10,0
n52,1,9,10,5,0,9,7,1,4,2,5,3,8,5,10,1,0,3,2,5,0,0,9,2,3,0,2,0,10,8,4,6,1,5,9,0,7,0,0,5,7,8,9,6,5,0,5,9,5,10,1,1,5,0,10,2,8,8,1,5,5,0,4,1,6,0,1,10,10,1
n51,1,9,10,5,0,9,7,1,4,0,5,3,8,5,10,1,10,3,2,5,0,6,9,2,3,0,2,0,10,8,4,6,1,5,9,5,7,0,0,5,7,8,9,6,5,0,5,9,5,10,1,1,5,0,10,2,6,8,1,5,5,0,4,1,6,4,1,10,10,1
n54,1,9,10,5,0,9,7,1,4,0,5,3,8,5,10,1,6,3,2,0,0,0,9,2,3,5,2,7,10,8,4,6,1,5,9,0,7,0,0,5,7,8,9,6,5,0,5,9,5,10,1,1,5,0,10,0,0,8,1,5,5,0,4,1,6,0,1,10,10,0
n53,1,9,10,5,4,9,7,1,4,5,5,3,8,5,10,1,6,3,2,0,0,0,9,2,3,5,2,7,10,8,4,6,1,5,9,0,7,0,0,5,7,8,9,6,5,0,5,9,5,10,1,1,5,6,10,10,2,8,1,5,5,7,4,1,6,0,1,10,10,7
n60,1,9,10,5,0,0,7,1,4,9,5,3,8,5,10,1,6,3,2,0,4,0,1,0,3,8,2,10,1,1,4,7,1,5,9,10,7,0,0,5,7,8,9,6,5,4,5,9,5,10,1,1,5,1,8,0,4,8,1,5,5,10,4,1,6,0,9,10,10,3
n59,1,9,10,5,0,0,7,1,4,9,5,3,8,5,10,1,6,3,2,0,4,0,1,0,3,8,2,10,1,1,4,7,1,5,9,10,7,0,5,5,7,8,9,6,5,4,5,9,5,10,1,1,5,0,8,0,4,8,1,5,5,10,4,1,6,0,9,10,10,3
n62,1,9,10,5,0,0,7,1,4,9,5,3,8,5,10,1,6,3,2,10,0,0,2,1,3,8,2,10,1,1,4,0,1,5,9,10,7,0,0,5,7,8,9,6,5,4,5,9,5,10,1,1,5,0,8,0,4,8,1,5,5,10,4,1,6,0,9,10,10,3
n61,1,9,10,5,8,0,7,1,4,9,5,3,8,5,10,1,6,3,2,0,0,0,2,1,3,8,2,10,1,1,4,0,1,5,9,10,7,0,0,5,7,8,9,6,5,4,5,9,5,10,1,1,5,0,8,0,4,8,1,5,5,10,4,1,6,2,9,10,10,3
n66,1,9,10,5,2,0,7,1,4,0,5,3,8,5,10,1,6,3,2,7,10,1,0,0,3,2,2,0,1,1,4,9,1,5,9,1,7,8,6,5,7,8,9,6,5,4,5,9,5,10,1,1,5,1,8,0,4,8,1,5,5,10,4,1,6,0,9,10,10,3
n65,1,9,10,5,2,0,7,1,4,0,5,3,8,5,10,1,6,3,2,7,10,1,0,0,3,8,2,0,1,1,4,9,1,5,9,1,7,8,6,5,7,8,9,6,5,4,5,9,5,10,1,1,5,1,8,0,4,8,1,5,5,10,4,1,6,0,9,10,10,3
n68,1,9,10,5,0,0,7,1,4,0,5,3,8,5,10,1,6,3,2,7,10,1,0,0,3,0,2,0,1,1,4,0,1,5,9,1,7,0,9,5,7,8,9,6,5,4,5,9,5,10,1,1,5,0,8,0,4,8,1,5,5,10,4,1,6,0,9,10,10,3
n67,1,9,10,5,0,0,7,1,4,0,5,3,8,5,10,1,6,3,2,7,10,1,0,0,3,0,2,0,1,1,4,0,1,5,9,1,7,3,9,5,7,8,9,6,5,4,5,9,5,10,1,1,5,0,8,0,4,8,1,5,5,10,4,1,6,2,9,10,10,3
