cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90
n16,1,10,5,9,3,6,1,7,0,10,0,0,8,0,7,10,4,0,9,0,6,9,6,2,1,0,10,6,4,5,7,3,2,6,3,10,6,2,8,8,4,1,1,10,1,9,4,1,2,6,6,0,3,6,6,5,7,9,3,3,9,1,2,8,0,0,2,10,9,4,5,6,3,4,9,3,2,8,0,8,9,0,1,3,10,7,6,2,0,9
n15,1,10,5,9,3,6,1,7,0,10,6,0,8,0,7,10,4,1,9,0,6,9,6,2,1,6,10,6,4,5,7,3,2,6,3,10,6,0,8,8,4,1,0,10,1,9,4,1,2,6,6,9,3,6,6,5,7,9,3,3,9,1,2,8,0,0,2,10,9,4,5,6,3,4,9,3,2,8,0,8,9,2,1,3,10,7,6,0,0,9
n18,1,10,5,9,0,6,1,7,0,10,0,7,8,7,7,0,4,0,9,0,6,9,6,2,1,0,10,6,4,5,7,3,2,6,3,10,6,0,8,8,4,0,0,10,1,9,4,1,2,6,6,0,3,6,6,5,7,9,3,0,9,1,2,8,0,0,2,10,9,4,5,6,7,4,9,3,2,8,1,0,9,0,1,3,10,7,6,0,0,9
n17,1,10,5,9,0,6,1,7,0,10,0,0,8,1,7,4,4,0,9,0,6,9,6,2,1,0,10,6,4,5,7,3,2,6,3,10,6,0,8,8,4,0,0,10,1,9,4,1,2,6,6,0,3,6,6,5,7,9,3,0,9,1,2,8,0,0,2,10,9,4,5,6,0,4,9,3,2,8,1,0,9,0,1,3,10,7,6,0,0,9
n22,1,10,5,9,9,6,1,7,3,10,0,0,8,0,7,7,4,0,0,10,6,9,6,2,1,0,10,6,4,5,7,3,0,6,3,10,6,10,8,8,4,0,8,0,1,9,4,1,2,6,8,2,3,6,6,5,7,9,3,0,9,1,2,8,7,0,2,10,9,4,5,6,8,4,9,3,2,8,2,0,9,1,1,3,10,0,6,0,0,9
n21,1,10,5,9,0,6,1,7,3,10,0,0,8,0,7,7,4,0,0,0,6,9,6,2,1,10,10,6,4,5,7,3,0,6,3,10,6,10,8,8,4,6,8,0,1,9,4,1,2,6,8,2,3,6,6,5,7,9,3,1,9,1,2,8,7,0,2,10,9,4,5,6,8,4,9,3,2,8,2,0,9,0,1,3,10,0,6,0,0,9
n24,1,10,5,9,0,6,1,7,3,10,0,0,8,0,7,0,4,0,0,0,6,9,6,2,1,0,10,6,4,5,7,3,0,6,3,10,6,10,8,8,4,0,8,0,1,9,4,1,2,6,0,2,3,6,6,5,7,9,3,0,9,1,2,8,7,0,2,10,9,4,5,6,5,4,9,3,2,8,3,0,9,9,1,3,10,0,6,0,5,9
n23,1,10,5,9,0,6,1,7,3,10,10,0,8,0,7,0,4,0,7,0,6,9,6,2,1,0,10,6,4,5,7,3,0,6,3,10,6,10,8,8,4,0,8,0,1,9,4,1,2,6,0,2,3,6,6,5,7,9,3,0,9,1,2,8,7,0,2,10,9,4,5,6,5,4,9,3,2,8,0,0,9,9,1,3,10,0,6,0,5,9
n30,1,10,5,9,0,6,1,7,2,10,0,9,8,3,7,2,4,0,7,7,0,9,6,2,1,0,10,6,4,9,7,3,0,6,3,10,6,2,8,8,4,5,3,0,1,9,4,1,2,6,0,3,3,6,6,5,7,9,3,2,0,1,2,8,0,2,2,10,9,4,5,6,4,4,9,10,2,8,0,3,0,7,1,3,10,0,6,0,10,9
n29,1,10,5,9,0,6,1,7,2,10,0,9,8,3,7,2,4,8,7,7,0,9,6,2,1,0,10,6,4,0,7,3,0,6,3,10,6,2,8,8,4,5,3,0,1,9,4,1,2,6,1,3,3,6,6,5,7,9,3,2,0,1,2,8,0,2,2,10,9,4,5,6,4,4,9,10,2,8,0,3,1,7,1,3,10,0,6,0,10,9
