cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90
n37,6,0,8,0,8,8,4,5,0,5,5,0,8,9,9,0,9,0,3,8,3,4,5,6,3,8,3,10,6,6,6,9,0,1,8,9,9,10,5,5,5,6,10,1,6,6,6,0,5,8,10,8,5,0,4,2,3,6,0,9,0,10,8,5,8,10,1,7,5,2,3,0,7,6,4,4,2,1,10,10,0,10,4,1,2,7,6,5,5,1
n46,7,8,0,5,8,0,4,5,0,5,5,0,9,9,6,3,9,0,3,8,3,4,0,6,4,8,3,10,6,7,6,0,5,1,8,7,3,10,5,8,5,6,5,5,6,6,6,4,5,10,10,8,5,4,4,2,0,6,10,0,3,0,6,5,8,10,1,9,0,4,0,6,10,6,4,4,10,1,10,10,0,10,4,1,2,0,6,6,5,1
n45,7,8,0,5,8,0,4,5,0,5,5,2,9,9,0,3,9,0,3,8,3,4,7,6,0,8,3,10,6,7,6,0,5,1,8,7,3,10,5,8,5,6,5,5,6,6,6,4,5,10,10,8,5,4,4,2,0,6,10,0,4,0,6,5,8,10,1,9,0,4,0,6,10,6,4,4,10,1,10,10,0,10,4,1,2,0,6,5,5,1
n48,7,8,10,0,8,6,4,5,0,5,5,8,7,9,2,3,9,0,3,8,3,4,10,6,6,0,3,10,6,7,6,0,0,1,8,7,3,10,5,8,5,6,5,5,6,6,6,4,5,10,10,8,5,0,4,2,10,6,10,9,0,8,6,5,8,10,1,9,8,4,0,6,10,6,4,4,10,1,10,10,0,10,4,1,2,3,6,4,5,1
n47,7,8,10,0,8,6,4,5,0,5,5,8,0,9,2,3,9,0,3,8,3,4,10,6,6,4,3,10,6,7,6,0,0,1,8,7,3,10,5,8,5,6,5,5,6,6,6,4,5,10,10,8,5,0,4,2,0,6,10,9,0,8,6,5,8,10,1,9,8,4,0,6,10,6,4,4,10,1,10,10,0,10,4,1,2,9,6,0,5,1
n52,7,8,6,0,0,3,4,5,8,5,5,10,0,9,10,3,9,7,3,8,3,4,0,6,9,0,3,10,6,7,6,10,0,1,8,7,3,10,5,8,5,6,5,4,6,6,6,4,5,0,10,8,5,2,4,2,1,6,10,0,0,0,6,5,8,10,1,9,0,4,0,6,3,6,4,4,10,1,10,10,0,10,4,1,2,0,6,7,5,1
n51,7,8,6,0,0,3,4,5,8,5,5,6,0,9,10,3,9,7,3,8,3,4,3,6,9,0,3,10,6,7,6,10,0,1,8,7,3,10,5,8,5,6,5,4,6,6,6,4,5,0,10,8,5,2,4,2,7,6,10,6,0,0,6,5,8,10,1,9,0,4,0,6,3,6,4,4,10,1,10,10,0,10,4,1,2,0,6,0,5,1
n54,7,8,6,0,0,3,4,5,0,5,5,0,0,9,0,3,9,0,3,8,3,4,9,6,9,8,3,10,6,7,6,10,0,1,8,7,3,10,5,8,5,6,5,4,6,6,6,4,5,0,10,8,5,2,4,2,0,6,10,0,2,0,6,5,8,10,1,9,0,4,0,6,3,6,4,4,10,1,10,10,8,10,4,1,2,0,6,0,5,1
n53,7,8,6,3,10,3,4,5,0,5,5,0,0,9,0,3,9,0,3,8,3,4,9,6,9,8,3,10,6,7,6,10,0,1,8,7,3,10,5,8,5,6,5,4,6,6,6,4,5,6,10,8,5,2,4,2,0,6,10,0,0,0,6,5,8,10,1,9,0,4,0,6,3,6,4,4,10,1,10,10,0,10,4,1,2,0,6,0,5,1
n60,0,6,4,3,0,5,4,5,1,5,5,0,0,9,6,3,9,0,3,8,3,4,0,6,0,1,3,10,6,0,6,0,9,1,8,7,0,10,5,8,5,6,5,1,6,6,6,0,5,0,10,8,5,0,4,2,5,6,0,0,1,1,4,5,8,10,1,9,9,0,2,6,3,6,4,4,10,1,10,10,10,10,4,1,2,1,6,2,5,1
n59,0,6,4,3,0,5,4,5,1,5,5,0,0,9,6,3,9,2,3,8,3,4,8,6,0,1,3,10,6,9,6,0,9,1,8,7,0,10,5,8,5,6,5,1,6,6,6,0,5,0,10,8,5,0,4,2,5,6,0,0,1,1,4,5,8,10,1,9,9,0,2,6,3,6,4,4,10,1,10,10,10,10,4,1,2,0,6,2,5,1
n62,0,0,0,3,2,9,4,5,0,5,5,0,0,9,0,3,9,0,3,8,3,4,0,6,5,1,3,10,6,0,6,2,9,1,8,7,0,10,5,8,5,6,5,0,6,6,6,0,5,1,10,8,5,0,4,2,0,6,0,0,1,1,4,5,8,10,1,9,8,0,5,6,3,6,4,4,10,1,10,10,10,10,4,1,2,0,6,2,5,1
