cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
n16,2,2,10,4,5,3,2,3,9,3,4,3,9,2,7,9,0,9,10,7,0,9,0,0,7,6,8,8,6,7
n15,2,2,0,0,5,3,2,3,9,3,4,3,9,2,7,9,0,9,10,7,0,9,0,0,7,6,8,8,6,7
n18,2,2,6,9,5,3,2,3,9,7,4,3,9,2,7,9,1,9,10,7,6,9,3,0,7,6,8,8,6,7
n17,2,2,0,9,5,3,2,3,9,0,4,3,9,2,7,9,1,9,10,7,10,9,3,0,7,6,8,8,6,7
n22,2,2,1,10,5,3,2,3,9,0,4,3,9,2,7,9,0,9,10,7,0,9,0,0,7,6,8,8,6,7
n21,2,2,0,10,5,3,2,3,9,0,4,3,9,2,7,9,0,9,10,7,0,9,0,0,7,6,8,8,6,7
n24,2,2,4,0,5,3,2,3,9,9,4,3,9,2,7,9,0,9,10,7,9,9,7,0,7,6,8,8,6,5
n23,2,2,0,0,5,3,2,3,9,9,4,3,9,2,7,9,0,9,10,7,9,9,7,0,7,6,8,8,6,5
n30,2,2,6,10,5,3,2,3,9,10,4,3,9,2,7,9,7,9,10,7,9,9,0,0,7,6,8,8,6,0
n29,2,2,6,0,5,3,2,3,9,10,4,3,9,2,7,9,7,9,10,7,9,9,0,0,7,6,8,8,6,0
n32,2,2,6,0,5,3,2,3,9,10,4,3,9,2,7,9,7,9,10,7,9,9,0,3,7,6,8,8,6,0
n31,2,2,6,0,5,3,2,3,9,10,4,3,9,2,7,9,7,9,10,7,9,9,0,4,7,6,8,8,6,0
n36,2,2,6,0,5,3,2,3,9,10,4,3,9,2,7,9,0,9,10,7,9,9,0,3,7,6,8,8,6,6
n35,2,2,8,0,5,3,2,3,9,10,4,3,9,2,7,9,10,9,10,7,9,9,0,3,7,6,8,8,6,6
n38,2,2,9,10,5,3,2,3,9,10,4,3,9,2,7,9,0,9,10,7,9,9,0,0,7,6,8,8,6,0
n37,2,2,9,10,5,3,2,3,9,10,4,3,9,2,7,9,2,9,10,7,9,9,0,0,7,6,8,8,6,0
n46,2,0,0,1,5,0,2,3,9,8,1,3,9,0,0,9,9,9,10,7,0,9,10,0,7,4,8,8,6,5
n45,2,0,0,1,5,0,2,3,9,8,1,3,9,0,0,9,9,9,10,7,0,9,10,0,7,4,8,8,6,5
n48,2,6,0,1,5,0,2,3,9,8,1,3,9,0,2,9,0,9,10,7,0,9,10,2,7,4,8,8,6,5
n47,2,6,0,1,5,9,2,3,9,8,1,3,9,0,2,9,0,9,10,7,0,9,10,0,7,4,8,8,6,5
n52,2,3,6,3,5,10,2,3,9,8,1,3,9,3,8,9,0,9,10,7,2,9,10,0,7,0,8,8,6,5
n51,2,3,0,3,5,9,2,3,9,8,1,3,9,3,0,9,5,9,10,7,2,9,10,0,7,9,8,8,6,5
n54,2,3,0,0,5,0,2,3,9,8,1,3,9,3,0,9,1,9,10,7,10,9,10,8,7,0,8,8,6,5
n53,2,3,0,0,5,0,2,3,9,8,1,3,9,3,0,9,1,9,10,7,10,9,10,0,7,0,8,8,6,5
n60,2,5,0,0,5,6,2,3,9,8,1,3,9,2,3,9,7,9,10,7,3,9,10,9,7,7,8,8,6,8
n59,2,5,0,0,5,6,2,3,9,8,1,3,9,2,3,9,0,9,10,7,3,9,10,9,7,7,8,8,6,8
n62,2,5,0,3,5,6,2,3,9,8,1,3,9,2,0,9,2,9,10,7,9,9,10,9,7,7,8,8,6,0
n61,2,5,0,3,5,6,2,3,9,8,1,3,9,2,0,9,9,9,10,7,9,9,10,9,7,7,8,8,6,0
n66,2,5,1,1,5,0,2,3,9,8,1,3,9,2,10,9,0,9,10,7,6,9,10,0,7,0,8,8,6,0
n65,2,5,1,1,5,5,2,3,9,8,1,3,9,2,10,9,0,9,10,7,6,9,10,0,7,7,8,8,6,0
n68,2,5,1,1,5,0,2,3,9,8,1,3,9,2,5,9,0,9,10,7,6,9,10,0,7,0,8,8,6,0
n67,2,5,1,1,5,0,2,3,9,8,1,3,9,2,0,9,0,9,10,7,6,9,10,2,7,0,8,8,6,0
n78,2,2,0,3,5,4,3,3,9,0,0,3,9,8,10,9,0,9,10,7,0,7,0,2,2,9,8,2,6,7
n77,2,2,0,0,5,4,3,3,9,2,0,3,9,8,10,9,0,9,10,7,2,7,0,2,2,9,8,2,6,7
n80,2,2,0,9,5,4,3,3,9,10,0,3,9,0,10,9,0,9,10,7,0,7,0,6,2,9,8,2,6,7
n79,2,2,0,0,5,4,3,3,9,10,0,3,9,0,10,9,0,9,10,7,0,7,0,0,2,9,8,2,6,7
n84,2,2,0,8,5,4,3,3,9,0,6,3,9,0,10,9,0,9,10,7,0,7,0,1,2,9,8,2,6,7
n83,2,2,0,8,5,4,3,3,9,0,0,3,9,10,10,9,0,9,10,7,0,7,0,1,2,9,8,2,6,7
n86,2,2,0,8,5,4,3,3,9,9,2,3,9,0,10,9,9,9,10,7,0,7,9,0,2,9,8,2,6,7
n85,2,2,0,8,5,4,3,3,9,0,0,3,9,0,10,9,9,9,10,7,0,7,9,0,2,9,8,2,6,7
n92,2,2,1,0,5,4,3,3,9,0,0,3,9,5,10,9,2,9,10,7,0,7,6,9,0,9,8,2,6,2
n91,2,2,1,0,5,4,3,3,9,0,0,3,9,5,10,9,2,9,10,7,0,7,6,9,6,9,8,2,6,0
n94,2,2,1,0,5,4,3,3,9,0,0,3,9,7,10,9,2,9,10,7,3,7,0,9,7,9,8,2,6,0
n93,2,2,1,0,5,4,3,3,9,0,0,3,9,7,10,9,2,9,10,7,3,7,0,9,7,9,8,2,6,0
n98,2,2,0,0,5,4,3,3,9,3,0,3,9,9,10,9,0,9,10,7,4,7,5,0,0,9,8,2,6,2
n97,2,2,2,0,5,4,3,3,9,3,0,3,9,4,10,9,0,9,10,7,0,7,0,0,0,9,8,2,6,2
n100,2,2,0,2,5,4,3,3,9,3,0,3,9,0,10,9,1,9,10,7,0,7,0,9,6,9,8,2,6,2
n99,2,2,10,2,5,4,3,3,9,3,8,3,9,10,10,9,0,9,10,7,0,7,2,9,6,9,8,2,6,2
