cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
n16,10,6,4,7,10,0,1,4,7,6,1,1,6,8,1,0,1,9,0,2,6,9,6,2,2,1,1,0,0,8
n15,10,6,4,7,10,5,1,4,7,6,1,1,6,8,1,0,1,9,0,2,6,9,6,2,2,1,1,0,1,8
n18,10,6,4,7,10,0,1,4,7,6,1,1,6,8,1,0,1,9,7,2,6,9,6,2,2,1,1,5,4,8
n17,10,6,4,7,10,0,1,4,7,6,1,1,6,8,1,0,1,9,0,2,6,9,6,2,2,1,1,4,0,8
n22,10,0,4,7,10,0,1,4,7,6,1,1,6,8,1,0,1,9,0,2,6,9,6,2,2,1,0,0,0,8
n21,10,0,4,7,10,3,1,4,7,6,1,1,6,8,1,0,1,9,0,2,6,9,6,2,2,1,0,0,10,8
n24,10,0,4,7,10,8,1,4,7,6,1,1,6,8,1,0,1,9,0,2,6,9,6,2,2,1,2,0,9,8
n23,10,0,4,7,10,0,1,4,7,6,1,1,6,8,1,0,1,9,0,2,6,9,6,2,2,1,0,0,9,8
n30,10,0,4,7,10,7,1,4,7,6,1,0,6,4,1,0,1,9,10,2,6,0,6,2,2,1,6,10,0,8
n29,10,0,4,7,10,7,1,4,7,6,1,0,6,4,1,0,1,9,10,2,6,10,6,2,2,1,6,0,0,8
n32,10,1,4,7,10,0,1,4,7,6,1,7,6,4,1,0,1,9,0,2,6,5,6,2,2,1,6,0,6,8
n31,10,2,4,7,10,7,1,4,7,6,1,0,6,4,1,0,1,9,0,2,6,5,6,2,2,1,6,0,6,8
n36,10,4,4,7,10,10,1,4,7,6,1,7,6,0,1,3,1,9,0,2,6,0,6,2,2,1,7,0,0,8
n35,10,0,4,7,10,10,1,4,7,6,1,7,6,0,1,0,1,9,0,2,6,10,6,2,2,1,7,0,0,8
n38,10,9,4,7,10,10,1,4,7,6,1,7,6,0,1,0,1,9,0,2,6,0,6,2,2,1,0,0,0,8
n37,10,0,4,7,10,10,1,4,7,6,1,7,6,0,1,0,1,9,0,2,6,7,6,2,2,1,0,4,4,8
n46,10,8,4,8,10,5,10,4,7,6,2,6,6,6,1,4,1,9,1,2,6,0,6,2,2,1,10,6,9,10
