cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90
n16,4,6,6,2,6,2,6,3,0,4,0,0,5,3,1,7,3,1,5,10,10,5,1,9,9,1,10,10,4,6,6,9,8,6,6,2,6,4,7,9,8,7,5,0,8,9,0,9,5,5,10,0,2,6,3,10,6,3,8,8,5,1,1,9,6,4,8,9,0,8,5,1,2,4,4,10,8,3,8,6,7,4,2,10,0,1,9,0,10,3
n15,7,6,6,2,6,2,6,3,0,4,7,0,0,3,1,7,3,1,5,10,10,5,1,9,5,1,10,10,4,6,6,9,8,6,6,2,6,4,7,9,8,7,5,0,8,9,0,9,5,5,10,0,2,6,3,10,6,3,8,8,0,1,1,0,6,4,8,9,0,8,0,1,2,4,4,10,8,3,8,6,0,4,2,10,0,1,9,0,10,3
n18,0,0,6,2,6,2,6,3,1,4,0,0,0,3,1,7,3,1,5,10,10,5,1,0,0,0,10,10,4,6,4,9,8,6,6,2,6,4,7,9,8,7,5,0,8,9,6,9,5,5,10,0,2,6,3,10,6,3,7,8,0,1,1,0,6,4,8,9,0,8,0,1,2,4,4,10,8,3,0,6,9,4,2,10,5,1,9,0,10,3
n17,0,0,6,2,6,2,6,3,1,4,0,0,0,3,1,7,3,1,5,10,10,5,1,0,0,0,10,10,4,6,0,9,8,6,6,2,6,4,7,9,8,7,5,10,8,9,0,9,5,5,10,0,2,6,3,10,6,3,7,8,4,1,1,0,6,4,8,9,0,8,0,1,2,4,4,10,8,3,0,6,0,4,2,10,5,1,9,0,10,3
n22,7,0,6,2,8,2,7,3,1,4,7,0,0,3,1,7,8,1,5,10,10,5,1,2,5,0,10,7,4,6,0,9,8,6,6,2,6,4,7,9,8,7,5,0,8,9,0,9,5,5,10,0,2,6,3,10,6,3,4,8,9,1,1,1,6,4,8,9,0,8,0,1,2,4,4,10,8,3,2,6,10,4,2,10,0,1,9,5,10,3
n21,7,0,6,2,8,2,7,3,1,4,0,0,0,3,1,7,8,1,5,10,10,5,1,2,5,0,10,0,4,6,6,9,8,6,6,2,6,4,7,9,8,7,5,0,8,9,0,9,5,5,10,0,2,6,3,10,6,3,10,8,9,1,1,1,6,4,8,9,0,8,1,1,2,4,4,10,8,3,2,6,10,4,2,10,0,1,9,5,10,3
n24,0,7,6,2,8,2,4,3,1,4,0,0,6,3,1,7,8,1,5,10,10,5,1,2,8,0,10,0,4,6,0,9,8,6,6,2,6,4,7,9,8,7,5,10,8,9,3,9,5,5,10,0,2,6,3,10,6,3,0,8,0,1,1,1,6,4,8,9,0,8,9,1,2,4,4,10,8,3,0,6,0,4,2,10,0,1,9,3,10,3
n23,0,3,6,2,8,2,4,3,1,4,0,0,0,3,1,7,8,1,5,10,10,5,1,2,0,0,10,0,4,6,0,9,8,6,6,2,6,4,7,9,8,7,5,10,8,9,0,9,5,5,10,0,2,6,3,10,6,3,4,8,0,1,1,1,6,4,8,9,4,8,9,1,2,4,4,10,8,3,0,6,0,4,2,10,0,1,9,3,10,3
n30,0,0,6,2,0,2,0,3,9,4,2,8,0,3,1,7,10,0,5,10,10,5,1,5,8,9,10,0,4,6,0,9,8,6,6,2,6,4,7,9,8,7,5,3,8,9,0,9,5,5,10,2,2,6,3,10,6,3,0,8,8,1,1,9,6,4,8,9,0,8,0,1,2,4,4,10,8,3,6,6,9,4,2,10,9,1,9,0,10,3
n29,6,3,6,2,0,2,0,3,9,4,2,8,0,3,1,7,10,0,5,10,10,5,1,5,8,9,10,0,4,6,0,9,8,6,6,2,6,4,7,9,8,7,5,3,8,9,3,9,5,5,10,0,2,6,3,10,6,3,9,8,8,1,1,9,6,4,8,9,0,8,0,1,2,4,4,10,8,3,6,6,9,4,2,10,0,1,9,9,10,3
n32,0,0,6,2,5,2,0,3,9,4,2,8,0,3,1,7,10,4,5,10,10,5,1,5,0,9,10,0,4,6,1,9,8,6,6,2,6,4,7,9,8,7,5,9,8,9,2,9,5,5,10,10,2,6,3,10,6,3,4,8,0,1,1,9,6,4,8,9,0,8,0,1,2,4,4,10,8,3,6,6,9,4,2,10,0,1,9,2,10,3
n31,0,0,6,2,0,2,0,3,9,4,2,8,0,3,1,7,10,0,5,10,10,5,1,5,0,9,10,0,4,6,1,9,8,6,6,2,6,4,7,9,8,7,5,9,8,9,2,9,5,5,10,3,2,6,3,10,6,3,0,8,0,1,1,9,6,4,8,9,0,8,0,1,2,4,4,10,8,3,6,6,9,4,2,10,0,1,9,2,10,3
n36,0,0,6,2,2,2,7,3,0,4,2,0,0,3,1,7,10,0,5,10,10,5,1,5,6,2,10,2,4,6,0,9,8,6,6,2,6,4,7,9,8,7,5,0,8,9,0,9,5,5,10,5,2,6,3,10,6,3,0,8,0,1,1,0,6,4,8,9,0,8,10,1,2,4,4,10,8,3,0,6,0,4,2,10,9,1,9,10,10,3
n35,0,9,6,2,0,2,7,3,9,4,2,0,0,3,1,7,10,9,5,10,10,5,1,5,6,0,10,2,4,6,0,9,8,6,6,2,6,4,7,9,8,7,5,0,8,9,0,9,5,5,10,5,2,6,3,10,6,3,0,8,0,1,1,0,6,4,8,9,4,8,10,1,2,4,4,10,8,3,0,6,0,4,2,10,0,1,9,0,10,3
n38,6,5,6,2,6,2,0,3,0,4,2,0,0,3,1,7,10,0,5,10,10,5,1,5,6,3,10,0,4,6,0,9,8,6,6,2,6,4,7,9,8,7,5,0,8,9,0,9,5,5,10,5,2,6,3,10,6,3,0,8,0,1,1,8,6,4,8,9,0,8,10,1,2,4,4,10,8,3,3,6,0,4,2,10,0,1,9,0,10,3
n37,0,5,6,2,6,2,10,3,0,4,2,0,0,3,1,7,10,9,5,10,10,5,1,5,6,0,10,0,4,6,0,9,8,6,6,2,6,4,7,9,8,7,5,0,8,9,0,9,5,5,10,5,2,6,3,10,6,3,0,8,0,1,1,0,6,4,8,9,0,8,10,1,2,4,4,10,8,3,3,6,0,4,2,10,0,1,9,6,10,3
n46,0,0,0,2,0,8,4,7,0,8,0,0,0,3,0,7,2,7,5,10,10,5,1,0,0,4,7,6,4,6,0,9,8,6,6,8,6,4,7,9,8,7,5,7,8,9,1,9,0,5,10,0,2,6,5,10,6,3,9,8,10,1,1,8,6,4,8,9,0,8,10,1,2,4,4,10,8,3,9,6,0,4,5,10,0,1,0,9,10,3
