cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90
n16,4,4,0,7,9,0,1,10,9,0,8,5,5,4,2,4,0,5,0,0,8,4,2,5,1,2,10,1,6,6,6,2,6,0,2,4,8,0,3,0,5,2,10,7,9,0,10,1,4,0,2,2,4,9,4,10,5,10,2,10,10,1,7,9,10,7,1,1,0,1,10,8,3,8,3,9,3,3,6,9,8,5,4,0,3,9,3,0,0,8
n15,4,4,0,7,9,6,1,10,9,2,8,5,5,4,2,4,0,5,1,0,8,4,2,5,1,2,10,1,6,6,6,2,6,0,2,4,8,0,3,2,5,2,10,7,9,0,10,1,0,0,2,2,4,9,4,10,5,10,2,10,10,1,7,9,10,7,1,1,0,1,10,8,3,8,3,9,3,3,6,9,8,5,4,0,3,9,3,0,4,8
n18,4,4,0,7,9,0,1,10,9,0,8,5,5,4,2,4,0,5,0,2,8,4,2,5,1,2,10,1,7,6,6,0,5,0,2,4,8,0,2,0,5,2,10,7,9,4,10,1,0,6,2,2,4,9,4,10,5,10,2,10,10,1,7,9,10,7,1,1,0,1,10,8,3,0,3,9,3,3,6,9,0,5,4,0,3,9,3,9,4,8
n17,4,4,5,7,9,0,1,10,9,0,8,5,5,4,2,4,0,5,0,0,8,4,2,5,1,2,10,1,5,6,6,0,5,0,2,4,8,0,2,0,5,2,10,7,9,0,10,1,0,6,2,2,4,9,4,10,5,10,2,10,10,1,7,9,10,7,1,1,0,1,10,8,3,0,3,9,3,3,6,9,0,5,4,0,3,9,3,9,4,8
n22,4,4,3,7,9,2,1,10,9,7,8,0,5,4,2,4,3,5,0,10,8,4,2,5,1,0,10,1,8,6,6,0,0,0,2,4,8,0,0,0,5,2,10,7,9,6,10,1,4,4,2,2,4,9,4,10,5,10,9,10,10,1,7,9,10,7,1,1,0,1,10,8,3,0,3,9,3,3,6,9,1,5,4,0,3,0,3,0,3,8
n21,4,4,0,7,9,2,1,10,9,7,8,0,5,4,2,4,3,5,0,10,8,4,2,5,1,0,10,1,8,6,6,7,0,0,2,4,8,0,1,0,5,2,10,7,9,0,10,1,4,0,2,2,4,9,4,10,5,10,9,10,10,1,7,9,10,7,1,1,6,1,10,8,3,0,3,9,3,3,6,9,1,5,4,0,3,10,3,0,3,8
n24,4,4,0,7,9,2,1,10,9,7,8,7,5,4,2,4,3,5,5,10,8,4,2,5,1,0,10,1,8,6,6,0,0,6,2,4,8,0,10,0,5,2,10,7,9,0,10,1,0,0,2,2,4,9,4,10,5,10,9,10,10,1,7,9,10,7,1,1,0,1,10,8,3,0,3,9,3,3,6,9,1,5,4,0,3,0,3,0,0,8
n23,4,4,0,7,9,2,1,10,9,7,8,8,5,4,2,4,3,5,0,10,8,4,2,5,1,0,10,1,8,6,6,0,0,0,2,4,8,0,10,1,5,2,10,7,9,0,10,1,0,0,2,2,4,9,4,10,5,10,9,10,10,1,7,9,10,7,1,1,0,1,10,8,3,0,3,9,3,3,6,9,1,5,4,0,3,0,3,0,0,8
n30,4,4,0,7,9,0,1,10,9,8,8,0,5,4,2,4,0,5,5,0,8,4,2,5,1,0,10,1,7,6,6,4,4,2,2,4,8,6,7,5,5,2,10,7,9,0,10,1,0,9,2,2,4,9,4,10,9,10,0,10,10,1,7,9,10,7,1,1,0,1,0,5,3,0,3,9,3,3,6,9,0,5,4,0,3,5,3,10,0,8
n29,4,4,0,7,9,9,1,10,9,8,8,8,5,4,2,4,0,5,5,0,8,4,2,5,1,0,10,1,7,6,6,4,0,0,2,4,8,6,0,5,5,2,10,7,9,0,10,1,0,9,2,2,4,9,4,10,9,10,0,10,10,1,7,9,10,7,1,1,0,1,0,0,3,0,3,9,3,3,6,9,0,5,4,0,3,0,3,10,0,8
