cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50
n16,2,8,1,2,10,0,5,4,9,9,8,10,5,7,8,3,3,1,4,8,5,8,0,2,10,0,0,0,2,8,10,10,3,6,5,6,9,2,5,9,3,9,6,10,2,10,3,2,9,0
n15,2,8,1,2,10,8,5,4,9,9,8,10,5,0,8,3,3,1,4,8,5,8,0,2,10,0,0,0,2,8,10,10,3,6,0,6,9,2,5,9,3,9,6,10,2,10,3,2,9,0
n18,2,8,1,2,0,0,5,0,9,9,8,0,0,0,8,3,3,1,4,8,5,8,0,2,10,0,3,0,2,8,10,10,3,6,0,6,9,2,5,5,3,9,6,10,2,10,2,2,9,10
n17,2,8,1,2,0,0,5,0,9,9,8,0,0,0,8,3,3,1,4,8,5,8,0,2,10,0,3,0,2,8,10,10,3,6,0,6,9,2,5,5,3,9,6,10,2,10,2,2,9,6
n22,2,8,1,2,0,3,5,0,9,9,8,0,8,6,8,3,3,1,4,8,5,8,3,2,10,0,8,0,0,8,10,10,3,6,4,6,9,2,5,0,3,9,6,10,0,10,3,2,9,0
n21,2,8,1,2,0,3,5,0,9,9,8,0,8,6,8,3,3,1,4,8,5,8,3,2,10,0,0,7,3,8,10,10,3,6,0,6,9,2,5,0,3,9,6,10,0,10,3,2,9,0
n24,2,8,1,2,3,3,5,0,9,9,8,0,8,6,8,3,3,1,4,8,5,8,0,2,10,0,9,1,0,8,10,10,3,6,0,6,9,2,5,0,3,9,6,10,6,10,3,2,9,0
n23,2,8,1,2,0,3,5,0,9,9,8,0,8,6,8,3,3,1,4,8,5,8,0,2,10,0,9,1,0,8,10,10,3,6,0,6,9,2,5,0,3,9,6,10,6,10,3,2,9,0
n30,8,8,1,2,6,0,5,3,9,9,8,0,7,10,8,3,3,1,4,8,5,8,0,2,10,5,0,2,10,0,10,10,3,6,3,6,9,2,5,4,3,9,0,10,7,10,4,2,9,9
n29,8,8,1,2,6,0,5,3,9,9,8,0,7,10,8,3,3,1,4,8,5,8,0,2,10,5,0,2,10,0,10,10,3,6,3,6,9,2,5,4,3,9,0,10,7,10,4,2,9,9
n32,0,8,1,2,0,2,5,3,9,9,8,0,7,0,8,3,3,1,4,8,5,8,0,2,10,0,0,2,10,0,10,10,3,6,3,6,9,2,5,4,3,9,8,10,7,10,4,2,9,9
n31,2,8,1,2,0,0,5,3,9,9,8,0,7,7,8,3,3,1,4,8,5,8,0,2,10,0,0,2,10,0,10,10,3,6,3,6,9,2,5,4,3,9,0,10,7,10,4,2,9,9
n36,2,8,1,2,4,4,5,3,9,9,8,0,7,4,8,3,3,1,4,8,5,8,4,2,10,6,0,2,0,5,10,10,3,6,0,6,9,2,5,0,3,9,6,10,4,10,9,2,9,9
n35,2,8,1,2,4,4,5,3,9,9,8,0,7,0,8,3,3,1,4,8,5,8,4,2,10,6,0,2,0,5,10,10,3,6,0,6,9,2,5,0,3,9,6,10,4,10,0,2,9,9
n38,0,8,1,2,4,4,5,3,9,9,8,0,7,0,8,3,3,1,4,8,5,8,4,2,10,6,0,2,0,2,10,10,3,6,0,6,9,2,5,0,3,9,0,10,0,10,0,2,9,9
n37,0,8,1,2,0,4,5,3,9,9,8,0,7,6,8,3,3,1,4,8,5,8,4,2,10,6,0,2,0,2,10,10,3,6,0,6,9,2,5,0,3,9,0,10,0,10,0,2,9,9
n46,6,8,1,2,0,8,5,2,9,9,8,9,2,3,8,3,3,1,0,8,5,8,4,2,10,4,7,2,0,0,10,10,3,6,6,6,7,2,0,9,3,8,0,10,10,10,0,2,9,1
n45,6,8,1,2,8,8,5,2,9,9,8,0,2,3,8,3,3,1,0,8,5,8,4,2,10,4,7,2,0,0,10,10,3,6,6,6,7,2,0,9,3,8,0,10,0,10,0,2,9,1
n48,6,8,1,2,0,8,5,2,9,9,8,0,2,3,8,3,3,1,0,8,5,8,4,2,10,4,0,2,0,0,10,10,3,6,6,6,7,2,0,9,3,8,0,10,3,10,0,2,9,1
n47,6,8,1,2,0,8,5,2,9,9,8,0,2,3,8,3,3,1,0,8,5,8,4,2,10,4,0,2,0,0,10,10,3,6,6,6,7,2,0,9,3,8,0,10,1,10,0,2,9,1
n52,0,8,1,2,7,8,5,10,9,9,8,0,2,3,8,3,3,1,0,8,5,8,4,2,10,4,10,2,8,0,10,10,3,6,0,6,0,2,0,1,3,8,0,10,0,10,2,2,9,1
n51,9,8,1,2,1,8,5,10,9,9,8,5,2,3,8,3,3,1,0,8,5,8,4,2,10,4,10,2,8,0,10,10,3,6,0,6,0,2,0,1,3,8,0,10,0,10,2,2,9,1
n54,0,8,1,2,0,8,5,10,9,9,8,0,2,3,8,3,3,1,0,8,5,8,4,2,10,4,0,2,7,4,10,10,3,6,0,6,0,2,1,4,3,8,9,10,0,10,2,2,9,1
n53,0,8,1,2,0,8,5,10,9,9,8,0,2,3,8,3,3,1,1,8,5,8,4,2,10,4,0,2,7,0,10,10,3,6,0,6,0,2,1,0,3,8,9,10,0,10,2,2,9,1
n60,0,8,1,2,10,8,5,3,9,9,8,0,8,0,8,3,3,1,0,8,5,8,0,2,10,0,7,10,5,0,10,10,3,6,9,6,2,2,10,0,3,8,8,10,0,10,0,2,9,1
n59,0,8,1,2,10,8,5,3,9,9,8,0,8,0,8,3,3,1,0,8,5,8,8,2,10,0,7,10,5,8,10,10,3,6,6,6,2,2,10,0,3,8,5,10,0,10,0,2,9,1
n62,4,8,1,2,10,8,5,0,9,9,8,0,8,0,8,3,3,1,0,8,5,8,0,2,10,0,5,10,5,0,10,10,3,6,10,6,2,2,10,10,3,8,0,10,5,10,0,2,9,1
n61,4,8,1,2,10,8,5,0,9,9,8,0,8,0,8,3,3,1,0,8,5,8,0,2,10,0,5,10,5,0,10,10,3,6,0,6,2,2,10,10,3,8,0,10,0,10,0,2,9,1
