cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
n16,3,10,10,9,7,2,7,7,7,4,10,9,1,1,2,9,1,6,4,1,3,6,10,0,7,0,3,0,3,4
n15,0,10,10,9,7,2,7,7,7,4,10,9,1,1,2,9,1,6,4,1,3,6,0,0,7,10,0,0,3,4
n18,0,10,10,9,7,2,7,7,7,4,10,9,1,1,2,9,1,0,4,1,3,6,0,9,7,0,0,0,3,4
n17,0,10,10,9,7,2,7,7,7,4,10,9,1,1,2,9,1,0,4,1,3,6,8,9,7,0,0,0,3,4
n22,7,10,10,9,7,2,7,10,7,4,10,9,1,1,2,9,1,0,4,1,3,6,8,5,7,0,0,0,3,4
n21,9,10,10,9,7,2,7,0,7,4,10,9,1,1,2,9,1,6,4,1,3,6,8,5,7,0,0,0,3,4
n24,0,10,10,9,7,2,7,9,7,4,10,9,1,1,2,9,1,3,4,1,3,6,8,3,7,0,5,0,3,4
n23,0,10,10,9,7,2,7,0,7,4,10,9,1,1,2,9,1,3,4,1,3,6,8,3,7,0,0,0,3,4
n30,0,10,10,9,7,2,7,0,7,4,10,9,4,1,2,9,1,0,4,1,3,6,9,2,7,0,0,3,3,4
n29,0,10,10,9,7,2,7,0,7,4,10,9,4,1,2,9,1,8,4,1,3,6,0,2,7,0,0,3,3,4
n32,0,10,10,9,7,2,7,8,7,4,10,9,4,1,2,9,1,0,4,1,3,6,0,2,7,0,3,3,3,4
n31,0,10,10,9,7,2,7,0,7,4,10,9,4,1,2,9,1,0,4,1,3,6,0,2,7,0,0,3,3,4
n36,0,10,10,9,7,2,7,4,7,4,10,9,4,1,2,9,1,4,4,1,3,6,0,2,7,0,0,3,3,4
n35,10,10,10,9,7,2,7,4,7,4,10,9,4,1,2,9,1,0,4,1,3,6,0,2,7,0,0,3,3,4
n38,0,10,10,9,7,2,7,0,7,4,10,9,4,1,2,9,1,0,4,1,3,6,0,2,7,0,0,3,3,4
n37,0,10,10,9,7,2,7,0,7,4,10,9,4,1,2,9,1,0,4,1,3,6,0,2,7,0,0,3,3,4
n46,1,10,10,9,7,2,7,9,7,4,10,9,6,1,2,9,1,0,4,1,3,6,7,10,7,1,9,8,3,4
n45,1,10,10,9,7,2,7,9,7,4,10,9,6,1,2,9,1,0,4,1,3,6,7,10,7,1,9,8,3,4
n48,1,10,10,9,7,2,7,9,7,4,10,9,6,1,2,9,1,0,4,1,3,6,7,10,7,0,9,8,3,4
n47,1,10,10,9,7,2,7,9,7,4,10,9,6,1,2,9,1,0,4,1,3,6,7,10,7,0,9,8,3,4
n52,10,10,10,9,7,2,7,9,7,4,10,9,0,1,2,9,1,6,4,1,3,6,0,10,7,10,9,10,3,4
n51,5,10,10,9,7,2,7,9,7,4,10,9,4,1,2,9,1,6,4,1,3,6,4,10,7,10,9,10,3,4
n54,0,10,10,9,7,2,7,9,7,4,10,9,0,1,2,9,1,6,4,1,3,6,0,10,7,0,9,8,3,4
n53,0,10,10,9,7,2,7,9,7,4,10,9,7,1,2,9,1,6,4,1,3,6,8,10,7,0,9,0,3,4
n60,4,10,10,9,7,2,7,9,7,4,10,9,0,1,2,9,1,0,4,1,3,6,5,10,7,0,8,0,3,4
n59,0,10,10,9,7,2,7,9,7,4,10,9,0,1,2,9,1,0,4,1,3,6,5,10,7,0,8,0,3,4
n62,0,10,10,9,7,2,7,9,7,4,10,9,0,1,2,9,1,8,4,1,3,6,5,10,7,2,0,0,3,4
n61,0,10,10,9,7,2,7,9,7,4,10,9,0,1,2,9,1,8,4,1,3,6,5,10,7,0,0,0,3,4
n66,0,10,10,9,7,2,7,9,7,4,10,9,10,1,2,9,1,2,4,1,3,6,5,10,7,0,8,0,3,4
n65,7,10,10,9,7,2,7,9,7,4,10,9,10,1,2,9,1,2,4,1,3,6,5,10,7,0,0,0,3,4
n68,8,10,10,9,7,2,7,9,7,4,10,9,10,1,2,9,1,2,4,1,3,6,5,10,7,0,0,9,3,4
n67,8,10,10,9,7,2,7,9,7,4,10,9,10,1,2,9,1,2,4,1,3,6,5,10,7,0,0,9,3,4
n78,7,6,2,9,7,0,7,8,7,4,3,9,7,1,2,9,1,10,4,1,3,6,0,1,7,1,0,6,3,4
n77,7,6,2,9,7,0,7,8,7,4,3,9,7,1,2,9,1,10,4,1,3,6,0,1,7,1,9,6,3,4
n80,7,6,2,9,7,0,7,5,7,4,3,9,7,1,2,9,1,10,4,1,3,6,1,1,7,1,0,6,3,4
n79,7,6,2,9,7,0,7,0,7,4,3,9,7,1,2,9,1,10,4,1,3,6,7,1,7,1,0,6,3,4
n84,0,6,2,9,7,3,7,2,7,4,3,9,7,1,2,9,1,10,4,1,3,6,0,1,7,1,8,6,3,4
n83,0,6,2,9,7,3,7,2,7,4,3,9,7,1,2,9,1,10,4,1,3,6,8,1,7,1,8,6,3,4
n86,3,6,2,9,7,3,7,6,7,4,3,9,7,1,2,9,1,10,4,1,3,6,0,1,7,1,0,6,3,4
n85,3,6,2,9,7,3,7,6,7,4,3,9,7,1,2,9,1,10,4,1,3,6,0,1,7,1,0,6,3,4
n92,6,6,2,9,7,0,7,0,7,4,3,9,7,1,2,9,1,0,4,1,3,6,0,0,7,1,0,6,3,4
n91,6,6,2,9,7,0,7,0,7,4,3,9,7,1,2,9,1,1,4,1,3,6,7,0,7,1,3,6,3,4
n94,6,6,2,9,7,2,7,0,7,4,3,9,7,1,2,9,1,0,4,1,3,6,0,0,7,1,0,6,3,4
n93,6,6,2,9,7,4,7,0,7,4,3,9,7,1,2,9,1,0,4,1,3,6,0,5,7,1,0,6,3,4
n98,6,6,2,9,7,0,7,0,7,4,3,9,7,1,2,9,1,10,4,1,3,6,0,0,7,1,0,6,3,4
n97,6,6,2,9,7,0,7,0,7,4,3,9,7,1,2,9,1,10,4,1,3,6,0,0,7,1,1,6,3,4
n100,6,6,2,9,7,0,7,0,7,4,3,9,7,1,2,9,1,10,4,1,3,6,0,4,7,1,0,6,3,4
n99,6,6,2,9,7,0,7,0,7,4,3,9,7,1,2,9,1,10,4,1,3,6,0,4,7,1,0,6,3,4
n108,0,6,2,3,7,1,7,0,7,4,10,9,3,1,2,9,1,0,4,1,3,6,0,0,7,0,0,0,3,4
n107,0,6,2,3,7,1,7,0,7,4,10,9,3,1,2,9,1,0,4,1,3,6,5,0,7,0,0,5,3,4
n110,0,6,2,3,7,1,7,0,7,4,10,9,3,1,2,9,1,0,4,1,3,6,0,0,7,0,8,0,3,4
n109,0,6,2,3,7,1,7,0,7,4,10,9,3,1,2,9,1,0,4,1,3,6,0,0,7,0,8,0,3,4
n114,0,6,2,3,7,1,7,0,7,4,7,9,3,1,2,9,1,0,4,1,3,6,1,7,7,0,5,0,3,4
n113,0,6,2,3,7,1,7,8,7,4,7,9,3,1,2,9,1,0,4,1,3,6,1,7,7,0,5,0,3,4
n116,0,6,2,3,7,1,7,0,7,4,7,9,3,1,2,9,1,9,4,1,3,6,1,0,7,1,5,0,3,4
n115,0,6,2,3,7,1,7,0,7,4,7,9,3,1,2,9,1,0,4,1,3,6,1,0,7,0,5,0,3,4
n122,0,6,2,3,7,1,7,2,7,4,0,9,3,1,2,9,1,0,4,1,3,6,0,4,7,0,0,3,3,4
n121,0,6,2,3,7,1,7,2,7,4,0,9,3,1,2,9,1,0,4,1,3,6,0,4,7,0,0,3,3,4
n124,0,6,2,3,7,1,7,0,7,4,0,9,3,1,2,9,1,9,4,1,3,6,6,4,7,0,0,0,3,4
n123,0,6,2,3,7,1,7,6,7,4,0,9,3,1,2,9,1,0,4,1,3,6,6,4,7,7,0,0,3,4
n128,1,6,2,3,7,1,7,0,7,4,0,9,3,1,2,9,1,0,4,1,3,6,0,4,7,0,7,6,3,4
n127,1,6,2,3,7,1,7,0,7,4,9,9,3,1,2,9,1,8,4,1,3,6,0,4,7,0,7,0,3,4
n130,1,6,2,3,7,1,7,0,7,4,2,9,3,1,2,9,1,0,4,1,3,6,0,4,7,0,7,7,3,4
n129,1,6,2,3,7,1,7,0,7,4,2,9,3,1,2,9,1,0,4,1,3,6,0,4,7,7,7,0,3,4
n142,5,5,0,4,7,10,7,8,9,4,3,9,3,1,1,9,0,3,4,1,3,6,1,0,0,8,6,0,3,4
n141,5,5,0,4,7,10,7,8,0,4,3,9,3,1,1,9,0,3,4,1,3,6,1,0,7,8,6,0,3,4
n144,5,5,0,4,7,10,7,8,3,4,3,9,3,1,1,9,0,3,4,1,3,6,1,0,9,8,0,5,3,4
n143,5,5,0,4,7,10,7,8,0,4,3,9,3,1,1,9,0,3,4,1,3,6,1,0,9,8,0,0,3,4
n148,5,5,0,4,7,10,7,8,3,4,7,9,3,1,1,9,7,3,4,1,3,6,1,3,4,8,4,1,3,4
n147,5,5,0,4,7,10,7,8,3,4,7,9,3,1,1,9,7,3,4,1,3,6,1,3,4,8,0,5,3,4
n150,5,5,0,4,7,10,7,8,3,4,7,9,3,1,1,9,7,3,4,1,3,6,1,6,9,8,0,0,3,4
n149,5,5,0,4,7,10,7,8,3,4,7,9,3,1,1,9,7,3,4,1,3,6,1,6,0,8,0,0,3,4
n156,5,5,3,3,7,10,7,8,0,4,10,9,3,1,1,9,1,0,4,1,3,6,1,8,10,8,9,3,3,4
n155,5,5,0,3,7,10,7,8,0,4,10,9,3,1,1,9,1,6,4,1,3,6,1,8,0,8,9,3,3,4
n158,5,5,0,3,7,10,7,8,6,4,10,9,3,1,1,9,0,7,4,1,3,6,1,3,0,8,9,3,3,4
n157,5,5,0,3,7,10,7,8,0,4,10,9,3,1,1,9,0,7,4,1,3,6,1,0,0,8,9,3,3,4
n162,5,5,0,3,7,10,7,8,0,4,0,9,3,1,1,9,3,0,4,1,3,6,1,0,8,8,5,3,3,4
n161,5,5,0,3,7,10,7,8,5,4,0,9,3,1,1,9,3,0,4,1,3,6,1,0,8,8,5,3,3,4
n164,5,5,0,3,7,10,7,8,0,4,0,9,3,1,1,9,3,0,4,1,3,6,1,0,8,8,4,3,3,4
n163,5,5,0,3,7,10,7,8,0,4,0,9,3,1,1,9,3,0,4,1,3,6,1,0,8,8,4,3,3,4
n172,5,5,0,0,7,0,7,8,0,4,6,9,4,1,1,9,1,5,4,1,3,6,1,0,6,8,0,5,3,4
n171,5,5,0,1,7,0,7,8,0,4,6,9,4,1,1,9,1,5,4,1,3,6,1,0,6,8,0,5,3,4
n174,5,5,0,0,7,0,7,8,0,4,6,9,4,1,1,9,1,5,4,1,3,6,1,0,6,8,10,5,3,4
n173,5,5,0,0,7,0,7,8,0,4,6,9,4,1,1,9,1,5,4,1,3,6,1,0,6,8,10,5,3,4
